FeatureID	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b
PF17769.4	0	3	0	0	0	1	0	0	0	0	0	0
PF02350.22	0	1	3	0	2	3	1	2	0	0	1	0
PF04262.17	0	3	0	2	0	0	1	0	0	0	0	0
PF00909.24	0	1	0	1	0	0	0	0	1	1	0	1
PF01416.23	3	5	4	4	0	2	2	0	0	8	6	0
PF01808.21	4	8	3	6	7	19	6	3	3	5	5	1
PF03976.17	4	4	4	0	6	2	2	8	6	2	10	0
PF00203.24	13	14	9	15	22	23	7	12	5	27	13	6
PF06750.16	0	0	0	0	0	0	0	0	0	0	1	0
PF05848.14	0	0	0	0	1	0	0	0	0	0	0	0
PF17727.4	0	0	0	0	1	0	0	0	0	0	0	0
PF00313.25	30	44	36	65	32	38	34	32	28	86	26	11
PF01988.22	0	0	0	0	0	1	0	0	0	0	0	0
PF00939.22	0	0	0	0	0	0	0	0	0	0	1	0
PF07929.14	0	0	0	0	3	6	0	1	1	1	0	0
PF01270.20	0	0	0	0	0	0	0	1	0	1	0	0
PF02133.18	1	4	1	1	6	2	3	5	1	2	0	2
PF04260.15	1	0	0	0	0	0	0	0	0	0	0	0
PF02540.20	1	13	8	17	17	20	5	8	7	14	6	0
PF00958.25	3	13	10	11	14	12	1	5	3	7	5	0
PF12698.10	4	2	1	2	6	11	7	3	3	15	2	0
PF08402.13	12	19	9	32	34	29	7	14	7	29	41	15
PF03611.17	1	0	1	0	2	0	1	2	0	0	2	2
PF03099.22	3	2	3	3	3	0	1	1	2	1	1	1
PF10437.12	0	1	0	0	0	1	0	0	0	0	0	0
PF00173.31	0	2	0	0	0	0	0	0	0	0	0	0
PF01545.24	0	0	0	3	2	2	1	0	0	1	1	0
PF16916.8	0	0	0	3	2	2	0	0	0	1	1	0
PF13412.9	1	4	2	6	2	1	4	5	5	4	7	2
PF01037.24	1	2	0	6	2	1	2	0	2	1	2	0
PF00375.21	5	12	5	9	4	2	2	4	1	12	4	3
PF01087.25	4	4	1	4	1	3	4	5	9	16	8	1
PF02744.20	4	4	1	4	1	3	4	5	9	16	8	1
PF13350.9	0	1	0	0	0	0	0	0	0	0	0	0
PF04204.19	1	2	0	0	2	3	0	2	2	3	0	0
PF12784.10	14	28	23	33	17	17	16	29	18	41	42	12
PF03606.18	0	1	0	0	0	0	0	0	1	2	5	0
PF03853.18	1	0	1	4	2	2	1	1	0	6	0	0
PF19258.2	0	0	0	0	0	0	0	0	2	0	0	0
PF01022.23	3	0	2	1	2	0	1	4	2	5	0	0
PF12822.10	2	6	1	9	0	1	5	2	3	27	12	5
PF03590.18	1	4	0	1	2	3	0	0	1	1	1	1
PF01641.21	0	0	0	1	1	1	0	0	0	0	1	0
PF07969.14	0	2	1	2	0	0	0	0	0	1	0	0
PF00334.22	0	1	0	4	1	1	0	0	1	0	1	0
PF02541.19	2	1	0	1	1	0	1	1	2	0	6	1
PF02146.20	1	4	3	1	1	3	0	1	1	4	4	0
PF01904.21	0	0	0	0	0	0	0	0	0	0	0	0
PF06028.14	0	1	0	0	0	0	0	0	0	0	0	0
PF04203.16	12	11	1	12	4	4	13	14	14	31	26	4
PF04011.15	0	1	0	3	2	3	0	0	0	1	0	1
PF01435.21	0	0	0	0	5	3	0	0	0	0	1	1
PF04960.18	0	2	0	0	0	0	0	0	1	0	0	0
PF01171.23	2	2	1	4	2	6	3	0	0	3	1	1
PF09179.14	0	0	1	0	0	0	0	0	0	0	0	0
PF02837.21	57	53	20	49	19	51	48	92	40	110	26	9
PF00703.24	57	52	21	50	19	50	48	86	37	109	26	8
PF02836.20	65	55	23	54	21	63	62	125	47	124	27	9
PF02929.20	29	22	10	27	11	41	31	49	21	51	12	3
PF06026.17	0	1	0	0	0	0	0	0	0	0	0	0
PF13468.9	0	0	0	0	0	1	0	0	0	0	0	0
PF01741.21	0	0	0	0	2	0	0	0	0	0	0	0
PF03807.20	2	1	1	0	1	2	0	2	2	3	3	0
PF14748.9	2	1	1	0	1	2	0	2	2	3	3	0
PF00268.24	0	0	0	0	0	0	0	0	0	0	0	0
PF08343.13	0	0	0	0	0	0	0	0	0	0	0	0
PF00317.24	0	2	0	2	0	1	1	0	2	4	0	0
PF12169.11	6	6	2	10	2	7	1	4	9	13	15	3
PF02223.20	0	1	0	0	2	0	0	0	1	1	1	0
PF00590.23	1	11	7	2	6	4	2	3	5	9	4	3
PF13089.9	3	7	3	7	1	5	0	3	2	12	4	3
PF02503.20	3	7	3	7	1	5	0	3	2	12	4	3
PF17941.4	3	7	3	7	1	5	0	3	2	12	4	3
PF13090.9	3	7	3	7	1	5	0	3	2	12	4	3
PF00795.25	1	6	6	8	4	11	4	7	4	13	5	0
PF02589.18	1	0	1	0	0	0	0	1	0	0	0	1
PF13183.9	5	4	3	3	5	9	3	1	2	18	6	8
PF02873.19	5	4	1	5	3	2	4	2	2	8	3	0
PF12802.10	0	1	0	0	0	3	1	1	1	1	0	0
PF02566.22	0	0	0	0	1	0	0	0	0	0	0	0
PF13473.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02274.20	2	4	1	0	0	3	0	0	0	0	4	0
PF07907.14	0	0	1	0	0	0	0	0	0	0	0	0
PF01098.22	6	3	2	7	2	6	4	4	6	14	5	3
PF00083.27	0	0	0	0	0	0	0	0	0	1	0	0
PF00596.24	2	5	4	9	3	6	1	6	1	17	9	2
PF02610.18	2	8	2	5	4	7	2	4	6	8	8	1
PF11762.11	2	8	2	5	4	7	2	3	6	8	8	1
PF04002.18	2	4	1	5	0	1	0	0	2	3	0	0
PF04093.15	0	1	0	3	0	0	0	0	0	0	1	0
PF00532.24	2	1	0	0	0	1	0	0	0	1	0	0
PF00994.27	1	6	2	3	5	2	1	3	3	5	2	1
PF18146.4	0	3	0	1	3	1	1	1	2	2	2	1
PF02464.20	0	4	0	2	3	2	1	1	2	2	2	1
PF00108.26	29	72	43	107	54	63	43	91	38	180	102	25
PF02803.21	30	73	47	111	56	63	44	96	41	186	102	25
PF13344.9	0	0	0	0	1	0	1	0	1	3	1	0
PF13242.9	1	4	0	1	1	0	2	2	1	6	2	0
PF10282.12	0	3	0	0	1	3	1	2	2	3	6	2
PF00266.22	7	12	6	24	14	27	8	14	7	31	14	7
PF08866.13	0	0	0	0	0	1	0	0	0	0	0	0
PF05256.15	0	0	0	0	0	0	0	0	0	0	0	0
PF05979.15	0	1	0	1	0	1	0	0	0	1	0	0
PF04296.16	1	2	0	1	0	1	2	0	1	2	0	0
PF01248.29	0	0	0	2	0	1	0	1	0	2	1	0
PF01509.21	2	2	1	5	1	1	1	1	1	2	1	0
PF16198.8	2	2	1	4	1	1	1	1	1	2	1	0
PF03444.18	0	1	0	0	0	2	0	2	0	0	0	0
PF04452.17	0	2	1	2	3	3	2	1	1	2	0	0
PF14698.9	4	1	5	4	0	1	0	1	2	6	6	0
PF08279.15	11	9	10	8	7	5	2	7	7	12	11	6
PF02237.20	3	1	3	2	3	0	1	1	2	0	1	1
PF11151.11	0	0	0	0	0	0	0	0	0	0	0	0
PF16124.8	2	6	1	7	12	8	0	1	0	12	1	0
PF00186.22	1	1	0	2	2	5	1	0	0	5	1	0
PF01351.21	1	0	0	3	1	0	1	0	0	1	0	0
PF17961.4	0	0	0	0	0	0	0	0	0	0	0	0
PF10425.12	0	0	0	0	0	0	0	0	0	0	0	0
PF00926.22	0	0	1	0	1	2	0	0	1	1	1	0
PF00925.23	0	0	1	0	1	2	0	0	1	1	1	0
PF09586.13	10	4	0	0	1	5	0	4	3	3	2	0
PF07638.14	0	0	0	0	0	0	0	0	0	0	0	0
PF19295.2	0	1	2	5	1	8	0	1	0	0	0	0
PF01458.20	1	3	4	11	2	11	1	1	4	2	5	1
PF00196.22	3	4	1	1	0	3	0	1	2	10	3	2
PF01145.28	19	40	27	50	24	30	22	34	38	74	36	8
PF16875.8	7	8	5	11	4	12	3	7	4	25	10	2
PF02065.21	7	8	5	12	4	12	3	7	4	25	10	2
PF16874.8	7	8	5	11	4	12	3	7	4	25	10	2
PF13596.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02424.18	1	0	1	1	1	1	0	0	1	2	1	0
PF03787.18	0	0	0	1	0	0	0	0	0	0	0	0
PF01590.29	3	1	0	1	2	1	0	1	0	4	1	0
PF02224.21	0	3	3	0	2	4	0	0	1	2	2	1
PF00691.23	9	12	3	6	8	11	10	6	9	30	17	2
PF04016.15	0	0	0	0	0	0	0	0	0	0	0	0
PF04310.15	0	0	0	0	0	0	0	0	0	0	0	0
PF16330.8	0	0	0	0	0	0	0	0	0	0	0	0
PF00490.24	0	0	2	5	0	1	0	0	0	1	0	0
PF17931.4	0	0	0	0	0	0	0	0	0	0	0	0
PF13768.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02569.18	4	1	2	4	1	0	1	2	1	7	0	0
PF16732.8	0	0	0	0	0	0	0	0	0	0	0	0
PF20437.1	0	0	1	0	0	1	0	0	0	0	0	0
PF13654.9	0	0	1	0	0	1	0	0	0	0	0	0
PF20436.1	0	0	1	0	0	1	0	0	0	0	0	0
PF00415.21	0	0	0	0	0	0	0	1	0	0	0	0
PF13540.9	0	0	0	0	0	0	0	1	0	0	0	0
PF18019.4	0	0	0	0	0	1	1	0	1	1	1	0
PF01627.26	31	38	23	46	15	21	46	59	75	120	102	16
PF13646.9	1	0	0	0	0	0	0	0	2	0	0	0
PF03130.19	0	0	0	0	0	0	0	0	0	0	0	0
PF01924.19	0	0	0	0	0	0	0	0	0	0	0	0
PF13186.9	3	3	3	5	7	3	3	5	5	7	3	0
PF06426.17	0	0	0	0	0	0	0	0	0	0	0	0
PF17938.4	0	0	0	0	0	0	0	0	0	0	0	0
PF20131.2	0	0	0	0	0	0	0	0	0	0	0	0
PF02638.18	0	1	1	0	0	0	1	0	0	0	0	0
PF02368.21	261	275	85	309	18	32	213	455	246	416	111	37
PF01548.20	50	47	48	64	44	24	42	55	54	113	102	21
PF08502.13	1	0	1	1	3	10	2	0	0	8	8	0
PF01702.21	0	5	1	1	4	0	0	0	1	5	0	0
PF17912.4	83	73	80	180	109	135	57	157	83	352	266	64
PF03459.20	64	59	55	124	87	94	46	101	56	256	192	45
PF09549.13	0	0	0	0	0	0	0	0	0	0	0	0
PF13365.9	4	17	10	9	6	6	2	5	4	17	24	1
PF00498.29	0	0	1	1	2	0	0	1	1	1	1	1
PF01755.20	0	0	0	0	0	0	0	0	0	0	0	0
PF05420.14	0	0	0	0	0	0	0	0	0	0	0	0
PF02690.18	6	18	22	20	34	54	4	8	2	20	12	8
PF02558.19	0	0	0	1	1	2	0	0	1	0	0	0
PF08546.14	0	0	0	1	1	2	0	0	1	0	0	0
PF04224.15	0	0	0	0	0	0	0	0	0	0	0	0
PF03553.17	3	5	1	1	3	3	1	0	4	7	7	2
PF01964.21	0	0	0	4	4	5	2	0	2	2	0	0
PF02113.18	0	0	0	0	0	0	0	0	0	0	0	0
PF13286.9	2	0	2	0	0	1	0	1	2	8	5	1
PF02627.23	3	0	3	0	0	0	0	1	1	0	1	0
PF12682.10	0	0	1	2	1	1	0	0	0	1	0	0
PF01738.21	0	0	0	0	0	0	0	0	0	0	0	0
PF12697.10	2	1	0	0	1	4	0	0	0	3	0	0
PF00754.28	147	127	113	135	116	213	108	251	108	408	70	7
PF00404.21	2	4	3	0	0	0	0	0	0	3	0	0
PF11655.11	0	0	0	0	0	0	0	0	0	0	0	0
PF12843.10	0	0	0	0	0	0	0	0	0	0	0	0
PF02838.18	36	33	32	47	53	109	36	78	31	101	22	3
PF00728.25	13	18	17	20	34	60	14	35	14	43	14	2
PF16347.8	0	0	0	1	0	4	0	0	0	2	0	0
PF13098.9	0	0	0	0	0	0	0	0	0	0	0	0
PF16576.8	3	9	3	3	3	10	1	0	3	1	1	0
PF03797.22	0	1	0	0	0	0	0	1	0	0	0	0
PF07244.18	0	0	0	8	4	20	0	12	0	4	0	0
PF01103.26	0	0	0	2	4	2	0	1	0	0	0	0
PF02321.21	0	8	4	14	10	2	2	2	2	4	0	0
PF05221.20	1	0	0	1	2	0	4	1	8	13	3	1
PF00670.24	1	0	0	1	1	0	3	1	7	12	3	1
PF00144.27	0	1	0	1	2	7	1	0	1	2	0	0
PF02910.23	2	7	0	10	11	29	1	4	3	8	4	0
PF01325.22	1	2	0	0	1	0	0	0	1	3	2	1
PF02742.18	1	2	0	0	1	0	0	0	1	3	2	1
PF04966.15	0	0	0	0	0	0	0	0	0	0	0	0
PF04023.17	0	3	0	2	4	0	1	0	0	4	0	0
PF14376.9	0	0	0	0	0	0	0	0	0	0	0	0
PF03150.17	0	0	0	0	0	0	0	0	0	0	0	0
PF00034.24	0	0	0	0	0	1	0	0	0	0	0	0
PF07498.15	0	2	3	3	5	4	1	2	4	3	2	0
PF07497.15	1	9	4	16	6	6	3	6	7	8	7	0
PF07719.20	3	6	3	14	15	18	1	5	3	11	3	3
PF00263.24	0	0	0	0	0	0	0	0	0	0	0	0
PF11104.11	14	7	6	10	4	4	4	1	5	6	3	3
PF01634.21	0	0	0	1	1	2	0	1	1	0	0	1
PF08029.14	0	0	0	0	1	2	0	0	0	0	0	0
PF00920.24	12	7	3	6	8	11	6	4	6	8	10	3
PF14498.9	1	0	0	0	3	7	1	2	0	2	0	0
PF11013.11	0	0	0	0	3	2	0	0	0	1	0	0
PF01740.24	0	0	1	1	0	0	0	1	0	1	1	0
PF00432.24	0	0	0	0	0	0	0	0	0	0	0	0
PF01531.19	0	0	0	1	0	0	2	0	0	3	1	0
PF01762.24	0	0	0	0	0	0	0	0	0	0	0	0
PF03814.18	0	0	0	0	0	0	0	0	0	1	0	0
PF03781.19	0	1	1	1	0	0	0	1	2	2	1	0
PF01212.24	6	12	11	18	7	13	2	3	1	18	4	1
PF01882.21	0	0	1	3	5	3	0	1	0	1	1	1
PF07991.15	11	14	11	10	20	20	7	12	22	24	30	4
PF01450.22	11	14	11	10	20	20	7	12	22	24	30	4
PF16499.8	0	0	0	0	0	0	0	0	0	1	1	0
PF17801.4	0	0	0	0	0	0	1	0	0	1	1	0
PF01050.21	0	0	0	1	0	0	2	5	2	9	6	1
PF06733.18	1	1	0	0	1	0	0	0	0	1	2	0
PF13307.9	1	2	1	1	2	0	1	2	3	2	3	3
PF01891.19	0	0	0	0	0	0	0	0	0	1	0	0
PF13190.9	0	0	0	0	0	0	0	0	0	0	0	0
PF07589.14	0	0	0	0	0	0	0	0	0	0	0	0
PF17297.5	2	5	3	2	4	2	0	2	3	2	6	0
PF00821.21	2	5	3	2	4	2	0	2	3	2	6	0
PF01510.28	0	0	1	1	3	3	2	1	1	1	2	1
PF12838.10	141	200	134	231	169	307	72	161	93	385	240	91
PF12971.10	11	9	9	7	1	3	1	4	4	7	2	1
PF05089.15	11	9	9	7	1	3	1	4	4	7	2	1
PF12972.10	11	9	9	7	1	3	1	4	4	7	2	1
PF07085.15	6	7	4	1	1	7	2	3	0	2	4	2
PF16385.8	0	2	2	0	1	5	1	1	0	4	0	0
PF01256.20	1	0	1	4	2	2	1	1	0	6	0	0
PF02590.20	0	1	0	2	0	3	0	0	1	0	1	1
PF02472.19	2	1	7	19	48	70	1	8	2	21	5	0
PF20511.1	3	2	0	3	8	17	3	2	2	6	5	1
PF12437.11	8	9	2	6	5	7	1	3	4	7	2	2
PF18318.4	8	9	2	7	5	7	1	3	4	7	2	2
PF14849.9	1	2	1	8	4	2	1	0	2	0	0	0
PF03629.21	0	0	0	1	10	6	0	0	0	0	0	0
PF01204.21	1	1	0	1	0	1	1	1	0	0	0	0
PF02073.18	4	12	3	4	0	1	3	3	4	7	7	0
PF12951.10	0	1	0	0	0	0	0	0	0	0	0	0
PF18582.4	0	0	0	0	0	0	0	0	0	0	0	0
PF01042.24	0	1	0	2	0	1	1	0	0	6	1	0
PF09374.13	0	0	0	0	0	0	0	0	0	0	0	0
PF00924.21	2	2	0	3	4	4	2	0	2	4	3	1
PF00209.21	8	8	2	10	2	4	2	10	4	10	16	2
PF00109.29	4	7	2	5	9	11	5	7	2	15	5	0
PF02801.25	4	7	2	5	9	11	5	7	2	15	5	0
PF04551.17	1	2	1	3	3	3	2	2	4	3	1	0
PF01757.25	0	3	1	5	1	0	1	2	0	2	4	2
PF12715.10	0	0	0	0	1	0	0	0	0	0	0	0
PF02492.22	0	2	3	7	1	5	2	4	1	4	6	0
PF00708.21	0	0	2	3	0	2	0	1	0	0	0	0
PF07503.15	0	0	0	0	0	0	0	0	0	0	0	0
PF01300.21	1	2	1	2	2	3	1	4	4	5	2	0
PF17788.4	0	0	0	0	0	0	0	0	0	0	0	0
PF13593.9	0	0	0	0	0	0	0	0	0	0	0	0
PF00069.28	7	8	2	10	2	7	2	9	5	18	7	1
PF03983.15	0	0	0	0	0	0	0	0	0	0	0	0
PF08305.14	20	18	9	10	3	12	9	30	13	32	8	1
PF03692.18	0	0	0	0	2	0	1	0	0	0	0	0
PF08238.15	10	6	13	7	0	21	0	32	0	35	20	6
PF04519.16	1	6	1	4	0	2	6	2	2	11	7	0
PF02594.19	0	0	0	0	0	0	0	0	0	0	0	0
PF01120.20	4	1	3	2	17	19	2	0	1	2	4	0
PF13899.9	0	0	0	4	4	0	0	2	2	7	1	0
PF05656.17	0	0	0	0	1	0	0	0	0	0	0	0
PF02535.25	0	0	0	1	1	0	0	0	0	0	0	1
PF03435.21	0	1	0	1	4	4	1	3	0	2	2	0
PF16653.8	0	1	0	1	4	4	1	3	0	2	2	0
PF03755.16	6	5	3	5	0	1	4	1	4	10	4	4
PF08340.14	6	5	3	5	0	1	4	1	4	10	4	4
PF07549.17	8	13	8	17	28	30	8	5	11	22	12	1
PF02355.19	8	25	12	32	32	36	14	8	16	38	22	2
PF13202.9	0	0	0	0	0	0	0	0	0	0	0	0
PF03641.17	0	0	0	0	0	0	0	0	0	0	0	0
PF17291.5	0	0	0	0	0	0	0	0	0	0	0	0
PF13402.9	12	22	5	8	8	3	9	14	9	25	18	2
PF05977.16	0	0	0	0	1	0	0	0	0	1	0	0
PF19528.2	1	0	0	2	0	0	3	0	2	3	5	0
PF19580.2	0	1	0	2	1	1	1	0	1	0	0	0
PF03030.19	2	7	3	9	12	24	0	2	1	5	3	2
PF04715.16	0	0	0	0	0	0	0	0	0	0	0	0
PF00425.21	0	1	0	0	3	0	1	0	0	2	0	0
PF00697.25	0	0	0	0	0	0	0	0	0	0	0	0
PF13088.9	11	5	5	9	5	6	10	13	9	17	1	0
PF00507.22	1	2	0	1	0	0	0	0	1	1	0	1
PF06044.15	0	0	0	0	0	0	0	0	0	0	0	0
PF17726.4	0	0	0	0	0	0	0	0	0	0	0	0
PF01835.22	0	0	0	3	5	3	3	1	1	2	0	2
PF07703.17	0	1	0	0	0	0	0	0	0	0	0	0
PF00207.25	0	1	0	3	5	3	3	1	1	2	0	2
PF07678.17	0	0	0	0	0	0	0	0	0	0	0	0
PF17973.4	0	0	0	3	5	3	3	1	1	2	0	2
PF00285.24	4	2	5	7	1	4	2	6	2	11	8	3
PF13482.9	0	1	1	0	0	0	0	0	0	2	1	0
PF05157.18	0	0	0	1	0	0	0	0	0	0	0	0
PF03023.17	0	0	0	0	0	0	0	0	0	1	0	1
PF00081.25	0	0	0	2	3	3	0	0	0	0	0	0
PF02777.21	0	0	0	2	3	3	0	0	0	0	0	0
PF11958.11	0	0	0	0	0	0	0	0	0	0	0	0
PF00662.23	0	1	1	3	8	7	0	2	2	1	0	0
PF00499.23	0	0	0	0	0	2	0	0	0	0	1	0
PF01512.20	23	30	29	42	16	22	13	26	20	49	37	15
PF10531.12	14	21	26	38	34	63	27	18	11	54	37	10
PF10589.12	11	13	17	17	8	8	2	16	4	25	15	3
PF01522.24	6	4	3	6	2	2	0	2	9	7	4	4
PF02470.23	0	0	0	0	1	0	0	1	1	2	0	0
PF07399.14	0	0	0	0	0	0	0	0	0	0	0	0
PF06325.16	2	1	1	3	1	1	1	1	0	2	3	0
PF02446.20	5	12	4	10	11	7	3	5	2	9	5	1
PF00919.23	8	7	4	11	5	12	14	14	16	17	15	2
PF18693.4	1	2	2	6	3	7	12	8	14	11	10	2
PF04408.26	0	0	1	1	0	0	0	0	1	1	0	2
PF08482.13	0	0	0	1	0	0	0	0	0	0	0	0
PF04028.16	0	0	1	0	0	0	0	0	0	0	0	0
PF18565.4	20	17	9	12	4	5	13	26	11	24	9	0
PF16193.8	1	2	2	1	4	2	2	1	2	1	1	1
PF12002.11	1	2	2	1	4	2	2	1	2	1	1	1
PF02283.19	0	1	0	0	0	0	0	1	0	0	1	0
PF01301.22	0	3	1	1	1	2	0	1	0	4	1	1
PF13505.9	0	0	2	1	0	3	1	1	0	3	0	0
PF18765.4	0	0	0	0	1	0	0	0	0	0	0	0
PF16870.8	0	0	0	0	1	0	0	0	0	0	0	0
PF01663.25	1	0	0	0	1	1	0	0	1	0	1	0
PF09382.13	1	5	1	6	9	7	0	1	0	11	0	0
PF00570.26	1	5	1	6	9	7	0	1	0	11	0	0
PF01643.20	2	3	1	1	1	1	1	3	1	2	0	0
PF07786.15	1	0	0	0	0	0	0	1	0	1	0	0
PF04235.15	0	0	0	0	4	1	0	0	0	0	0	0
PF01704.21	0	0	0	1	0	0	2	0	3	5	3	0
PF08241.15	2	2	2	1	3	2	0	4	2	1	1	1
PF04991.16	8	14	2	3	0	0	1	2	3	9	3	1
PF04379.17	0	0	0	0	0	0	0	0	0	0	0	0
PF02698.20	1	1	1	1	1	2	0	2	2	3	1	0
PF07726.14	2	1	0	5	3	3	1	1	2	1	0	0
PF17863.4	2	1	0	5	3	3	2	1	2	1	0	0
PF12541.11	0	0	1	0	0	0	0	1	0	1	0	0
PF04015.15	5	1	5	6	1	4	4	4	5	9	11	1
PF17785.4	0	0	0	0	1	0	0	0	0	1	1	1
PF10672.12	1	1	0	0	1	0	0	1	0	7	2	1
PF02678.19	0	0	0	0	0	0	0	0	0	0	0	0
PF17954.4	0	0	0	0	0	0	0	0	0	0	0	0
PF13502.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13667.9	0	0	0	4	4	5	1	0	1	2	0	0
PF07732.18	0	0	0	0	1	0	0	0	0	0	0	0
PF00394.25	0	0	0	0	0	0	0	0	0	0	0	0
PF07731.17	0	0	0	0	1	0	0	0	0	0	0	0
PF06940.14	0	0	0	0	0	0	0	0	0	0	0	0
PF02844.18	4	10	5	7	6	12	5	1	5	12	8	4
PF01071.22	4	10	5	7	6	12	5	1	5	12	8	4
PF02843.19	4	10	5	7	6	12	5	1	5	12	8	4
PF01618.19	6	10	9	13	23	44	11	15	9	40	11	9
PF08323.14	7	23	23	52	28	56	8	12	8	39	19	5
PF10996.11	4	9	5	6	1	2	8	6	7	17	10	6
PF14057.9	56	72	44	89	60	61	37	80	33	168	137	23
PF02086.18	2	0	0	1	0	1	0	1	0	0	0	0
PF02537.18	0	0	0	0	0	1	0	0	0	0	0	0
PF03331.16	0	1	1	2	3	0	0	0	2	3	1	1
PF20154.2	0	0	0	0	0	1	0	1	0	1	2	0
PF01578.23	0	0	0	0	0	0	0	0	1	0	0	0
PF05140.17	0	0	0	0	0	0	0	0	0	0	0	0
PF09375.13	0	0	1	0	0	0	0	0	0	0	0	0
PF13437.9	1	1	0	1	1	1	1	1	4	13	2	2
PF10722.12	0	1	0	0	0	0	0	0	0	0	0	0
PF00701.25	1	5	3	13	8	16	12	2	12	46	24	3
PF07221.14	0	0	3	3	13	10	3	1	0	2	1	1
PF12900.10	0	2	0	2	1	0	2	1	0	0	1	1
PF03013.17	0	0	0	0	0	0	0	0	0	0	0	0
PF07691.15	0	0	0	0	0	0	0	0	0	0	1	0
PF02607.20	1	2	0	4	2	1	4	4	1	3	3	1
PF02310.22	2	12	3	18	16	35	9	11	3	20	9	3
PF02965.20	1	0	1	1	1	1	0	0	0	0	1	0
PF01326.22	234	300	222	423	296	442	166	293	277	819	552	162
PF01642.25	1	12	5	22	18	40	6	11	5	28	5	1
PF13669.9	0	3	1	3	2	3	0	1	0	4	3	0
PF02082.23	0	2	3	1	1	1	0	3	1	0	0	0
PF01039.25	31	54	24	52	17	28	17	28	16	67	42	11
PF14864.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02075.20	0	0	0	0	4	0	0	0	0	0	0	0
PF04909.17	1	0	1	0	1	0	1	1	0	1	2	0
PF00303.22	0	2	1	4	1	3	2	3	2	8	2	2
PF10609.12	1	2	4	6	3	6	1	0	3	6	2	0
PF04845.16	0	0	0	0	0	0	0	0	0	0	0	0
PF03977.16	8	14	10	10	7	13	4	8	7	22	23	4
PF02684.18	0	0	0	0	1	0	0	1	0	0	0	0
PF02550.18	2	14	13	8	6	7	4	5	3	18	9	1
PF13336.9	2	16	13	10	6	7	4	5	3	18	11	1
PF01619.21	0	0	0	0	0	0	0	0	0	0	0	0
PF00199.22	0	0	0	0	1	2	0	0	0	0	0	0
PF06628.15	0	0	0	0	1	2	0	0	0	0	0	0
PF18011.4	0	0	0	0	0	0	0	0	0	0	0	0
PF19567.2	0	0	1	2	0	0	0	0	0	3	0	0
PF02397.19	5	6	2	5	1	3	5	2	6	5	3	5
PF04932.18	3	7	0	0	0	2	1	1	0	2	1	0
PF19805.2	0	0	0	0	0	0	0	0	0	0	0	0
PF00933.24	17	18	11	9	17	20	11	17	26	23	12	1
PF01058.25	0	1	0	0	3	0	0	0	0	1	0	0
PF14720.9	0	0	0	0	0	0	0	0	0	0	0	0
PF01155.22	0	0	0	0	0	0	0	0	0	0	0	0
PF02636.20	0	0	0	0	0	0	0	0	0	0	0	0
PF13385.9	20	9	6	13	9	18	34	68	20	38	2	0
PF13004.10	0	0	0	0	0	0	0	0	0	1	0	0
PF08534.13	0	1	0	1	0	2	0	1	0	2	0	1
PF13246.9	0	1	0	1	1	3	0	0	0	1	0	0
PF07669.14	2	3	1	5	0	2	1	4	0	4	3	0
PF12950.10	0	0	0	0	0	0	0	0	0	0	0	0
PF00520.34	0	0	0	0	0	0	0	0	1	0	0	0
PF02548.18	1	0	1	0	2	0	0	0	0	0	0	0
PF13905.9	0	0	0	0	5	3	0	0	0	0	0	0
PF07698.14	0	1	0	0	0	4	0	0	0	0	0	0
PF01202.25	1	1	1	1	3	3	0	3	0	2	2	2
PF16355.8	16	20	8	16	5	8	10	24	10	18	6	0
PF06415.16	13	15	10	34	23	34	11	6	13	31	21	4
PF03061.25	0	2	1	2	3	2	0	0	2	0	0	0
PF00158.29	2	1	1	1	4	3	0	1	1	2	0	1
PF02954.22	1	3	1	2	4	3	0	2	0	2	1	1
PF02609.19	0	0	0	0	0	1	0	0	0	0	0	0
PF03739.17	0	0	1	0	4	4	0	1	1	3	1	0
PF01553.24	2	3	1	1	4	3	1	2	2	4	0	0
PF11412.11	0	0	0	0	3	0	0	1	0	0	0	0
PF09180.14	3	12	4	13	6	10	10	7	8	20	10	3
PF01061.27	2	1	1	0	1	2	1	0	0	5	1	0
PF07335.14	0	0	0	0	0	0	0	0	0	0	0	0
PF00494.22	0	0	0	0	0	0	0	0	0	0	0	0
PF07494.14	0	3	0	0	8	9	11	0	1	3	0	0
PF14537.9	0	0	0	0	0	3	1	1	0	0	0	0
PF13287.9	3	6	0	0	29	57	1	2	4	11	11	0
PF12679.10	1	2	0	0	0	0	2	1	0	0	1	0
PF13500.9	0	3	1	0	1	0	0	3	0	1	2	1
PF01235.20	17	13	7	21	6	15	10	23	9	31	12	4
PF13379.9	0	0	0	0	0	0	0	0	0	2	0	1
PF00023.33	1	3	0	2	2	6	0	0	0	0	0	0
PF03950.21	10	12	8	11	5	13	10	9	8	17	19	3
PF17764.4	3	2	4	5	2	1	3	3	2	6	5	2
PF18319.4	3	2	4	6	2	1	3	3	2	7	5	2
PF18074.4	2	1	4	5	1	0	3	3	2	6	5	2
