FeatureID	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
PF01513.24	0	0	1	2	0	1	4	3	3	3	3	5	8	10	6
PF20143.2	0	0	1	2	0	1	4	3	3	3	3	5	8	10	6
PF01501.23	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0
PF02554.17	0	0	2	0	1	1	118	22	41	38	29	25	61	12	18
PF13722.9	0	0	1	0	1	1	113	19	38	38	26	21	51	10	16
PF12801.10	0	0	4	3	0	0	30	24	20	16	14	5	17	50	8
PF00076.25	1	3	0	2	0	0	0	0	0	0	0	3	3	1	0
PF00474.20	4	1	0	8	3	3	209	27	48	33	22	13	69	29	15
PF06925.14	0	1	0	0	0	0	0	3	3	5	0	2	2	11	3
PF01258.20	0	0	0	0	0	0	0	3	3	0	0	0	0	5	0
PF13085.9	1	1	1	1	1	1	21	7	25	3	3	2	6	9	2
PF01127.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF19116.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17803.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03186.16	1	0	0	1	1	0	2	0	0	0	14	2	1	3	1
PF02371.19	40	57	53	106	110	20	524	174	109	580	475	296	604	371	214
PF07275.14	2	1	1	0	0	0	9	17	3	13	91	20	32	74	8
PF13560.9	2	2	1	0	1	0	4	6	3	11	12	3	4	7	2
PF18430.4	5	9	1	6	6	0	31	9	5	14	15	10	34	17	5
PF01695.20	1	5	3	10	4	2	32	30	2	19	129	66	41	124	34
PF02311.22	5	4	5	7	8	4	64	21	12	31	17	16	64	64	19
PF12833.10	16	16	14	42	35	10	200	126	70	115	89	67	265	305	182
PF10881.11	1	0	0	1	1	0	10	3	2	10	5	5	5	12	7
PF05272.14	0	0	0	1	1	0	2	22	6	6	101	39	10	72	16
PF03389.18	0	3	4	3	2	3	21	43	9	31	208	78	73	162	34
PF13655.9	0	0	0	2	1	3	0	7	1	20	36	32	4	16	7
PF00078.30	4	11	6	20	21	9	25	51	27	102	294	147	71	200	59
PF08388.14	3	4	4	9	9	5	8	19	5	45	74	63	19	49	23
PF13449.9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PF11940.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17432.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13224.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF01205.22	0	1	0	3	1	0	4	2	1	2	0	1	8	5	3
PF04324.18	1	4	3	5	6	0	5	2	5	8	0	0	2	13	1
PF08442.13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF00549.22	2	2	2	5	4	2	3	2	4	4	0	4	0	1	2
PF13340.9	0	2	19	6	1	0	3	7	2	7	32	28	14	32	13
PF11713.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08774.14	0	0	0	0	0	0	0	4	2	2	12	0	0	13	4
PF07228.15	1	3	2	7	3	0	4	8	3	4	7	4	3	10	2
PF13424.9	1	5	3	4	3	0	19	11	18	7	9	4	7	35	5
PF12770.10	0	0	0	1	0	0	0	1	2	2	5	1	3	3	2
PF04245.16	0	0	0	0	1	0	0	1	0	1	1	2	1	0	3
PF03069.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03880.18	2	0	4	7	1	0	4	11	5	2	7	2	5	9	1
PF01494.22	0	3	0	0	1	0	0	8	4	6	1	4	5	9	5
PF04404.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07187.14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PF01571.24	1	1	3	6	1	0	3	0	5	1	1	3	3	5	4
PF08669.14	1	1	3	6	1	0	2	0	5	1	0	3	2	5	4
PF01734.25	0	1	3	2	1	1	8	6	4	33	6	4	3	11	7
PF00211.23	0	1	0	0	0	0	4	1	0	5	8	8	0	2	2
PF02055.19	0	0	0	0	0	0	2	4	2	0	2	2	0	4	0
PF17189.7	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PF05175.17	0	1	5	4	5	0	8	5	7	19	3	7	21	8	5
PF02615.17	2	1	1	2	3	2	3	1	0	1	1	2	8	2	1
PF04879.19	1	0	0	3	2	1	8	2	1	8	5	2	6	2	2
PF00384.25	1	0	0	3	2	1	8	2	2	10	5	4	10	7	2
PF01568.24	1	0	0	1	0	0	3	1	1	6	5	4	9	7	2
PF01797.19	1	4	1	8	6	2	15	5	2	22	27	7	23	7	3
PF00563.23	13	12	11	28	22	11	140	49	38	72	16	47	108	96	59
PF04168.15	0	0	0	0	0	0	34	4	0	10	1	2	3	15	2
PF01986.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF10518.12	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
PF02317.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14863.9	0	0	0	0	0	0	1	0	0	6	1	0	0	0	1
PF04962.15	1	1	0	1	2	1	16	14	11	8	13	10	18	8	14
PF13548.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13374.9	1	3	1	2	1	0	2	2	2	3	2	2	2	18	3
PF16197.8	0	0	0	0	0	0	0	0	0	0	1	1	0	6	0
PF00698.24	1	0	1	2	1	0	20	13	21	9	9	9	12	20	5
PF14765.9	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0
PF08659.13	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0
PF09826.12	1	0	0	2	1	0	1	1	0	1	0	5	1	1	2
PF08309.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF00111.30	3	2	2	2	6	3	8	4	9	4	9	6	18	23	6
PF01799.23	0	1	0	0	2	0	1	1	0	3	7	4	2	5	4
PF01315.25	0	1	0	0	2	0	4	5	1	5	7	2	4	6	7
PF02738.21	0	1	0	0	2	0	4	5	1	5	7	2	4	6	7
PF20256.1	0	2	0	0	2	0	4	5	1	8	13	3	6	8	9
PF03699.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00174.22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF03404.19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF02504.18	4	20	15	38	12	11	18	17	16	42	7	6	14	10	11
PF04231.16	1	1	0	0	2	1	6	2	2	2	8	1	2	2	7
PF13564.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13305.9	0	0	0	0	0	0	5	3	0	1	1	0	2	6	1
PF01526.20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF13732.9	2	1	6	4	0	0	5	6	4	3	11	0	2	17	1
PF00543.25	1	0	0	3	1	0	480	24	3	81	12	10	6	48	18
PF16450.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01877.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF13589.9	11	11	12	14	29	7	38	38	34	75	45	81	116	44	84
PF01119.22	4	1	1	1	3	1	6	6	9	6	5	2	6	10	5
PF08676.14	4	1	1	1	3	1	6	6	9	6	5	2	6	10	5
PF04375.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09982.12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF03481.16	1	3	4	2	2	0	10	5	5	1	5	3	11	6	8
PF17773.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14198.9	1	6	2	4	6	1	13	14	1	19	61	16	20	35	16
PF01420.22	1	6	5	10	6	2	16	5	1	9	30	6	17	14	5
PF18938.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF18651.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF20009.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PF19076.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07338.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13937.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04816.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13936.9	0	1	0	1	1	0	10	7	3	3	13	7	7	26	5
PF02657.18	0	0	0	0	0	0	0	0	2	0	1	0	2	2	2
PF14258.9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF13415.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF13188.10	0	3	2	1	0	0	8	3	4	3	14	8	9	12	11
PF01928.24	0	0	0	0	1	0	1	0	2	0	0	0	1	0	1
PF05235.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF20592.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF07501.15	5	4	5	11	6	1	10	12	5	20	9	7	12	18	8
PF18267.4	0	2	0	1	1	1	2	1	0	2	0	1	4	0	0
PF03460.20	5	14	7	34	17	3	22	11	9	30	5	10	16	28	10
PF01077.25	5	13	7	34	17	3	22	11	9	30	5	10	16	26	10
PF06271.15	1	1	0	6	4	1	7	0	0	5	0	1	5	2	0
PF01026.24	0	3	0	5	1	0	10	5	3	1	1	2	1	8	2
PF08291.14	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0
PF05099.16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF09339.13	0	0	0	1	0	0	0	2	1	0	1	0	5	1	0
PF01614.21	0	0	0	1	0	0	0	2	1	0	1	0	5	0	0
PF08450.15	0	0	0	0	0	0	0	3	6	0	0	0	0	3	0
PF03918.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF11950.11	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
PF13487.9	3	8	6	15	7	4	27	15	12	12	18	6	17	12	11
PF04227.15	0	0	0	0	0	0	2	1	1	4	3	3	0	2	1
PF00309.23	2	0	0	1	0	0	2	6	8	0	3	0	0	7	2
PF04963.16	2	0	0	1	0	0	2	6	8	0	3	0	0	7	2
PF04552.16	3	0	0	1	0	0	2	6	8	0	2	0	0	7	2
PF10986.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02005.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00067.25	1	1	1	0	2	1	0	1	4	0	0	0	0	0	2
PF13533.9	1	1	1	3	1	0	3	3	4	1	11	9	5	14	6
PF13175.9	3	1	1	6	11	2	23	12	2	4	8	3	25	35	8
PF14716.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF11349.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04026.15	8	29	26	45	30	6	83	17	10	78	33	30	91	60	21
PF19302.2	5	10	7	26	12	4	41	40	39	22	49	25	46	39	27
PF00764.22	1	1	4	9	4	4	44	25	17	41	45	33	29	11	20
PF01813.20	2	9	6	17	20	8	52	4	7	72	17	23	41	14	20
PF07882.15	24	31	31	82	50	13	8	7	5	53	9	5	13	5	11
PF02952.20	26	37	39	100	56	16	215	40	44	133	44	44	88	25	48
PF02632.17	3	4	0	5	2	1	4	1	1	0	0	2	1	2	2
PF02127.18	7	3	8	22	8	0	29	12	21	27	15	10	16	28	18
PF05167.15	5	2	5	3	1	6	19	6	9	22	9	15	21	9	11
PF12010.11	3	19	2	26	4	1	18	7	4	14	9	9	13	16	2
PF06838.14	0	0	0	1	3	0	5	3	1	1	5	5	3	7	3
PF07264.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12005.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02011.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09991.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13407.9	153	274	175	652	312	76	402	252	150	596	204	155	433	99	227
PF16078.8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF13672.9	1	1	2	2	1	0	5	10	5	15	8	5	1	18	7
PF13173.9	1	1	0	2	2	0	18	8	4	16	16	7	21	26	6
PF13635.9	1	1	0	2	1	0	16	8	3	14	14	5	21	23	5
PF12644.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07788.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09163.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF01863.20	1	3	0	4	3	0	7	1	0	2	0	2	5	3	3
PF07833.14	0	0	2	0	0	0	6	8	18	33	31	7	49	10	27
PF17202.7	0	6	0	3	10	0	44	39	22	32	15	11	30	27	30
PF10418.12	15	14	19	39	22	12	73	29	22	65	25	11	65	20	25
PF11545.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00290.23	0	0	0	0	0	0	0	1	0	4	0	1	2	9	0
PF13510.9	10	7	12	23	24	9	33	12	8	60	15	8	20	7	13
PF10588.12	4	4	11	15	15	6	28	7	7	34	11	6	14	4	7
PF00037.30	24	73	34	118	75	15	572	153	189	247	104	79	216	195	117
PF01817.24	3	6	2	4	0	1	7	9	2	12	5	10	7	26	3
PF02153.20	0	0	0	1	2	0	22	4	6	6	2	2	4	4	4
PF16177.8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF13125.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01257.22	6	14	5	19	16	3	46	12	5	44	14	7	20	8	9
PF13237.9	3	2	1	6	5	1	22	14	12	32	13	15	21	18	14
PF01496.22	12	11	26	49	42	13	117	29	29	89	20	30	68	7	29
PF14194.9	0	0	0	0	0	0	3	14	0	4	24	13	9	26	5
PF12844.10	2	6	1	2	4	1	27	9	4	29	36	18	31	38	7
PF01967.24	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
PF01758.19	0	0	1	0	1	0	1	0	2	0	0	2	0	1	1
PF13623.9	1	4	1	9	1	0	13	18	20	3	2	9	4	3	4
PF00732.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05199.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12895.10	5	2	1	7	1	0	6	0	0	0	2	1	3	1	2
PF18942.3	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0
PF10825.11	0	0	0	0	0	0	8	1	1	3	0	1	3	4	2
PF02167.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13144.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14535.9	4	1	4	16	3	3	15	12	9	19	6	16	12	12	6
PF02771.19	58	143	80	294	190	48	335	196	136	361	176	154	487	106	156
PF02770.22	58	143	80	294	190	48	335	196	136	361	176	154	487	107	156
PF00441.27	58	142	81	295	191	49	335	198	136	361	175	154	488	108	156
PF18952.3	0	1	2	9	0	0	51	29	10	28	0	13	27	37	19
PF01547.28	99	144	123	526	238	50	679	203	140	526	153	137	575	182	163
PF07683.17	0	3	0	1	0	0	7	5	5	4	5	4	6	8	2
PF01915.25	3	5	20	8	10	0	59	68	96	75	26	46	88	105	68
PF00150.21	2	0	1	2	1	1	32	7	4	45	2	7	23	22	9
PF12161.11	2	4	2	15	6	5	25	7	3	16	47	20	30	48	11
PF18537.4	4	14	2	21	8	5	18	3	3	39	9	8	48	4	4
PF03598.18	4	14	2	23	8	5	19	3	3	39	10	8	50	4	4
PF19436.2	4	14	4	23	8	5	21	3	3	40	10	8	50	4	4
PF03063.23	2	7	3	13	12	9	14	9	4	54	7	9	21	6	11
PF03060.18	2	2	4	11	2	1	18	26	35	16	6	16	16	19	26
PF05598.14	8	26	14	35	33	6	117	84	42	232	152	82	94	155	39
PF01076.22	0	1	2	2	4	3	19	33	3	11	141	53	26	140	18
PF09338.14	36	80	42	165	142	77	120	13	8	163	15	8	44	10	12
PF04723.17	13	32	12	68	49	14	113	10	3	59	5	3	92	6	9
PF19789.2	0	0	0	1	0	0	2	9	5	21	17	7	1	8	3
PF13290.9	5	5	3	10	13	0	130	22	36	77	58	55	13	10	19
PF05729.15	0	0	1	1	1	0	8	1	0	3	0	2	8	1	0
PF12750.10	0	0	0	0	0	0	1	3	0	1	3	5	3	3	0
PF19478.2	0	0	1	0	1	1	7	9	2	6	48	22	14	38	4
PF14193.9	0	1	0	0	0	0	1	3	0	2	12	6	3	15	2
PF18852.4	1	0	0	0	0	0	1	2	1	0	6	0	1	7	1
PF08401.14	2	1	1	0	0	0	9	30	4	18	162	41	36	118	20
PF06114.16	3	1	1	0	1	1	21	14	6	17	108	32	38	84	10
PF14191.9	2	3	1	0	0	0	14	40	4	16	175	56	50	128	25
PF14195.9	2	3	1	0	1	1	11	23	2	15	141	43	46	89	15
PF12645.10	1	0	0	0	2	0	1	8	1	4	26	15	7	15	5
PF00301.23	4	24	3	12	15	4	28	7	11	96	21	21	29	13	18
PF02920.18	14	58	35	99	68	23	45	50	11	152	87	68	81	100	58
PF14283.9	0	0	0	0	0	0	4	11	4	7	52	22	14	62	9
PF12666.10	0	0	0	0	0	0	2	8	2	2	22	5	6	31	8
PF12642.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00042.25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF12728.10	1	5	2	2	0	0	7	9	3	8	8	3	14	28	6
PF02545.17	0	2	0	1	1	0	6	2	3	6	5	5	3	8	3
PF13620.9	0	0	1	0	0	0	8	6	4	53	6	3	6	7	2
PF04413.19	0	0	0	0	0	0	2	1	4	0	1	0	1	8	1
PF03575.20	0	1	0	0	1	0	146	12	2	44	11	14	100	16	14
PF04613.17	0	0	0	0	0	0	4	4	8	1	1	2	0	5	0
PF11028.11	1	0	0	4	3	0	6	10	13	2	5	3	2	7	4
PF02417.18	0	1	0	1	1	1	9	4	2	3	3	5	7	10	1
PF13304.9	0	4	1	5	5	1	39	14	9	6	21	18	54	42	11
PF12186.11	0	0	0	1	0	0	9	22	23	1	4	1	0	13	2
PF01502.21	3	2	1	1	3	1	9	6	4	10	3	4	5	5	9
PF01503.20	3	2	1	1	2	1	7	6	4	7	3	2	4	4	9
PF08328.14	0	0	0	0	0	0	3	3	0	0	0	0	0	4	0
PF12008.11	2	1	2	2	2	1	5	1	0	6	6	4	2	15	1
PF04973.15	0	0	0	0	0	0	2	1	1	1	0	0	1	1	0
PF16403.8	1	1	0	4	2	4	1	1	1	2	0	1	0	0	2
PF02190.19	1	4	12	8	5	2	11	17	9	23	13	9	9	18	5
PF04327.15	1	4	10	2	3	0	16	10	11	11	3	7	34	6	8
PF01032.21	1	1	1	0	3	0	4	5	1	7	11	2	8	5	0
PF05582.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01867.19	3	0	1	5	0	0	10	2	1	6	7	1	1	4	1
PF04468.15	3	4	2	8	2	1	11	9	10	22	7	4	9	26	9
PF09491.13	0	0	0	1	0	0	3	0	0	0	2	0	1	2	1
PF07355.15	16	36	15	52	69	33	62	6	1	127	14	5	50	8	7
PF05544.14	5	26	11	43	10	9	4	3	0	12	1	1	21	0	1
PF19571.2	0	1	4	0	1	1	6	2	1	0	0	0	1	1	0
PF13751.9	7	22	15	45	28	4	95	76	21	120	69	72	370	212	73
PF02604.22	4	6	2	5	6	0	45	11	2	22	26	17	31	19	9
PF13401.9	3	1	1	2	3	1	20	16	6	15	36	14	11	23	7
PF09299.14	1	0	1	2	10	1	2	5	2	19	42	33	11	26	3
PF20020.2	0	0	0	0	0	0	0	2	0	0	2	2	1	11	0
PF05164.16	0	0	1	8	3	1	22	7	3	3	2	5	14	2	4
PF00269.23	34	60	14	77	51	28	462	6	4	381	7	8	475	14	10
PF02616.17	0	1	0	1	2	0	5	3	3	2	2	2	4	3	2
PF01992.19	2	6	10	11	18	8	21	9	5	39	11	8	38	2	8
PF19568.2	0	1	0	0	0	0	5	1	0	1	0	1	2	6	1
PF18980.3	1	0	5	4	6	0	6	9	5	8	2	4	8	12	2
PF01946.20	1	2	0	0	6	1	3	0	0	2	0	2	0	2	0
PF18075.4	3	2	2	9	3	0	15	5	6	19	3	1	16	11	5
PF12663.10	2	2	1	2	1	0	10	3	1	4	4	3	6	5	3
PF13847.9	0	2	1	4	2	0	8	6	6	3	21	6	14	20	4
PF14082.9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF18828.4	1	1	0	0	0	0	4	2	0	3	33	13	10	22	5
PF05713.14	0	2	0	1	0	0	0	11	2	6	30	13	8	57	5
PF13588.9	0	0	0	0	0	1	7	2	3	0	2	0	4	7	1
PF08463.13	2	2	1	4	3	1	6	3	0	13	7	1	7	7	1
PF13263.9	0	1	1	5	1	0	18	2	1	3	3	3	4	3	2
PF02906.17	10	22	16	35	27	7	70	26	23	64	29	25	48	36	29
PF02256.20	4	3	11	13	13	5	20	6	5	29	8	5	14	4	7
PF12687.10	0	0	0	0	2	0	9	13	2	13	41	37	31	50	5
PF13150.9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PF12991.10	0	0	0	0	0	0	2	2	0	1	0	1	0	6	3
PF01656.26	5	2	3	2	3	2	20	7	2	17	22	13	18	15	11
PF01609.24	8	35	19	61	51	15	511	259	116	359	330	138	335	365	123
PF02401.21	6	28	6	92	32	9	127	38	36	118	51	50	159	25	45
PF04060.16	2	12	8	16	13	2	51	17	17	37	22	10	54	20	11
PF13375.9	11	14	16	30	23	13	44	23	20	58	17	22	39	18	26
PF14266.9	0	2	0	3	0	0	18	6	11	19	7	0	10	12	2
PF12685.10	1	0	4	1	2	3	3	4	1	4	4	1	0	7	1
PF03313.18	1	2	2	4	4	0	3	6	2	4	12	7	9	14	7
PF13458.9	6	5	4	7	10	0	38	12	11	48	18	15	25	5	4
PF00941.24	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0
PF03450.20	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0
PF02629.22	2	2	8	7	5	3	13	11	6	15	3	10	6	9	5
PF04199.16	0	0	0	0	1	0	2	0	0	0	1	1	0	0	1
PF01311.23	2	2	4	6	4	0	33	4	4	4	9	4	27	2	6
PF12733.10	0	0	0	3	3	0	2	4	1	11	5	0	3	2	2
PF02561.17	12	19	8	66	19	7	83	23	12	77	7	21	61	10	24
PF02465.21	18	76	19	111	59	12	121	63	52	391	47	75	140	46	108
PF07195.15	25	105	28	136	86	18	288	112	99	697	82	123	387	79	211
PF20074.2	1	7	2	10	4	3	85	3	2	35	1	7	92	2	3
PF06429.16	74	105	70	434	177	42	237	136	139	213	85	92	203	76	175
PF01814.26	3	1	5	11	8	2	20	17	8	21	9	20	39	23	21
PF07194.14	44	53	69	117	99	15	148	76	65	132	47	79	110	54	94
PF02895.17	44	53	69	117	99	15	148	77	65	132	47	79	110	55	94
PF01139.20	0	0	0	1	1	0	4	3	2	7	7	5	2	3	2
PF05076.16	0	0	0	0	1	0	2	1	1	2	0	0	0	1	1
PF09951.12	0	0	0	0	2	0	2	1	2	1	0	1	0	1	0
PF12673.10	6	3	12	5	6	0	15	14	6	48	13	25	3	31	6
PF08220.15	2	1	3	16	3	1	6	8	3	23	15	8	18	18	4
PF00455.25	2	1	3	15	3	1	3	5	3	17	4	3	14	8	2
PF03788.17	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0
PF03116.18	1	2	2	5	6	1	32	18	21	11	14	10	23	23	3
PF06580.16	4	3	4	12	5	2	24	16	12	11	11	13	31	71	9
PF04233.17	0	0	0	0	0	0	2	5	2	3	3	2	0	10	2
PF03496.17	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
PF13479.9	0	0	0	0	0	0	2	0	6	0	1	3	0	3	0
PF01507.22	1	1	1	4	0	0	10	7	1	2	19	7	3	35	4
PF13714.9	0	0	1	1	0	0	7	6	4	4	2	0	2	8	2
PF12958.10	0	0	0	0	0	0	5	11	0	1	19	6	18	15	2
PF14236.9	0	0	0	0	0	2	8	0	4	6	0	6	4	8	2
PF17746.4	1	0	3	0	2	1	7	5	4	2	0	2	8	12	6
PF03749.16	1	0	3	0	2	1	7	5	4	2	0	2	8	12	6
PF07943.16	2	2	0	2	3	2	6	11	4	2	7	11	9	23	3
PF08769.14	1	2	0	2	0	0	10	6	3	10	2	1	9	5	5
PF18144.4	0	0	0	0	0	0	5	0	0	0	2	1	2	0	0
PF10048.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08013.14	1	2	3	11	3	1	1	0	1	1	0	2	1	0	1
PF01487.18	0	0	0	1	0	0	0	0	0	4	0	1	1	0	1
PF13320.9	5	17	3	22	5	1	22	8	33	67	5	20	14	9	7
PF02719.18	5	1	2	4	1	1	16	23	18	9	13	6	25	11	13
PF08485.13	0	0	0	0	0	0	5	12	10	2	0	0	5	2	0
PF12911.10	2	1	0	8	3	2	34	9	5	33	14	9	29	10	4
PF07804.15	1	1	1	5	5	2	5	3	2	5	6	3	8	8	2
PF20613.1	0	0	0	0	0	1	1	0	1	0	0	0	1	4	0
PF00801.23	0	0	0	1	0	0	1	0	0	1	0	2	1	0	0
PF01113.23	1	2	2	7	3	0	9	1	6	8	5	5	6	7	0
PF05173.17	1	2	2	7	3	0	9	1	6	8	5	5	6	7	0
PF05922.19	2	5	0	3	1	0	0	0	0	0	0	1	1	0	0
PF07532.14	9	44	19	23	15	0	25	12	84	104	22	19	38	31	43
PF19192.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF19191.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PF14284.9	0	0	0	0	0	0	3	5	3	0	3	3	0	24	2
PF09357.13	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0
PF07693.17	0	0	0	0	0	0	4	1	1	1	1	0	0	9	1
PF13238.9	1	2	0	0	0	0	12	5	4	5	15	8	9	13	4
PF00923.22	1	2	5	6	4	1	23	7	13	31	2	12	19	8	11
PF10991.11	0	0	1	0	1	0	0	3	1	5	5	6	1	6	3
PF10926.11	0	0	2	0	4	1	1	6	1	6	23	14	3	20	3
PF05673.16	0	1	0	0	3	0	4	7	5	10	2	2	9	12	2
PF14202.9	0	0	0	3	1	1	1	2	0	0	18	9	5	8	4
PF15583.9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PF14568.9	0	0	0	0	2	0	9	1	6	4	14	11	4	8	1
PF14080.9	0	0	0	0	3	0	0	0	0	0	2	1	0	0	0
PF14062.9	0	0	0	1	2	0	1	1	1	2	0	1	1	0	2
PF00145.20	1	2	0	4	17	1	26	55	20	15	139	48	43	209	34
PF00326.24	5	6	4	18	1	0	33	31	39	20	11	14	10	26	13
PF07881.15	24	31	31	82	50	13	8	7	5	53	9	5	13	5	11
PF13853.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00183.21	14	19	21	26	47	12	41	57	45	136	66	162	185	56	154
PF00639.24	2	2	1	5	0	0	11	11	16	7	8	3	2	8	3
PF13448.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01716.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF18998.3	8	19	20	36	25	2	376	118	114	138	170	127	134	122	114
PF20597.1	0	2	0	1	0	0	13	5	1	7	0	4	3	11	6
PF18205.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF19778.2	0	2	0	0	0	0	7	1	2	3	0	0	7	3	5
PF13151.9	0	0	0	0	2	1	4	1	0	3	1	1	3	1	0
PF19553.2	0	0	0	1	0	0	0	1	0	3	6	3	0	11	3
PF10646.12	1	0	5	2	6	2	16	7	0	11	0	4	18	11	9
PF19364.2	13	21	10	38	45	29	14	1	4	67	7	1	6	1	4
PF13707.9	0	0	0	0	0	0	1	2	2	2	1	1	6	3	2
PF00460.23	77	101	66	432	178	40	237	121	126	179	71	80	213	71	168
PF02028.20	0	0	2	0	0	0	2	0	1	2	0	0	2	2	1
PF14203.9	1	3	0	0	0	0	6	11	2	4	29	12	10	21	4
PF17295.5	0	0	0	3	2	2	4	1	0	2	11	3	1	5	3
