FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b
PF00032.20	0	0	0	0	0	0	0	0	0	0	0	0
PF02230.19	0	0	0	0	0	0	0	0	0	0	0	0
PF07408.14	0	0	0	0	0	0	0	0	0	0	0	0
PF14542.9	0	0	0	0	0	0	0	0	0	0	0	0
PF04264.16	0	0	0	0	0	0	0	0	0	0	0	0
PF01379.23	1	0	0	1	0	1	1	0	0	5	0	4
PF03900.18	1	0	0	0	0	1	0	0	0	0	0	3
PF05650.14	0	0	0	0	0	0	0	0	0	0	0	0
PF13521.9	0	0	0	0	0	0	0	0	0	0	1	0
PF02628.18	0	0	0	0	0	0	0	0	0	0	0	0
PF05220.15	0	0	0	0	0	0	0	0	0	0	0	0
PF19342.2	0	0	0	0	0	0	0	0	0	0	0	0
PF02624.19	0	0	0	0	0	0	0	0	0	1	0	0
PF03963.17	20	93	2	33	13	76	18	20	25	12	5	24
PF13861.9	2	7	0	7	0	4	1	1	0	0	0	0
PF16491.8	0	0	0	0	0	0	0	0	0	0	0	0
PF17967.4	0	0	0	0	0	0	0	0	0	0	0	0
PF11852.11	0	0	0	1	0	0	0	0	0	0	0	0
PF11138.11	0	0	0	0	0	0	1	0	0	0	0	0
PF12508.11	0	0	0	0	0	0	1	0	0	0	1	0
PF10117.12	0	0	0	0	0	0	0	0	2	0	0	1
PF07689.15	0	0	0	0	0	0	0	0	0	0	0	0
PF03382.17	0	0	0	0	0	0	0	0	0	2	0	6
PF17883.4	0	0	0	0	0	0	0	0	0	20	0	58
PF01935.20	0	0	0	1	1	2	0	1	1	2	0	1
PF03596.16	0	0	0	0	0	0	0	0	0	0	0	0
PF13542.9	2	1	0	0	0	0	0	0	0	0	0	1
PF13719.9	0	0	0	0	0	0	0	0	0	0	0	0
PF11906.11	0	0	0	0	0	0	0	0	0	0	0	0
PF13814.9	0	0	0	0	0	0	0	0	0	0	0	0
PF09286.14	0	0	0	0	0	0	0	0	0	0	0	0
PF13970.9	0	0	0	0	0	0	0	0	0	0	0	0
PF15902.8	0	0	0	0	0	0	0	0	0	0	0	0
PF10396.12	0	3	1	1	1	3	1	0	0	1	0	0
PF12631.10	0	3	1	1	1	3	1	0	0	1	0	0
PF01274.25	0	0	0	0	0	0	0	0	0	0	0	0
PF10011.12	0	0	0	0	0	0	0	0	0	0	0	0
PF14234.9	0	0	0	0	0	0	0	0	0	0	0	0
PF04359.17	0	0	0	0	0	0	0	0	0	0	0	0
PF02275.21	1	0	1	0	2	0	0	0	1	0	0	1
PF06776.15	0	0	0	0	0	0	0	0	0	0	0	0
PF00325.23	0	0	0	0	0	0	0	0	0	0	0	0
PF13362.9	0	0	0	0	0	0	0	0	0	0	0	0
PF06629.15	0	0	0	0	0	0	0	0	0	0	0	0
PF14064.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02643.18	0	0	0	0	0	0	0	0	0	0	0	0
PF09822.12	0	1	0	0	0	0	0	0	0	0	0	0
PF03992.19	0	1	0	0	0	0	0	0	1	0	0	0
PF01008.20	0	2	0	0	0	0	1	0	0	0	0	0
PF07136.14	0	0	0	3	0	1	0	2	1	4	0	0
PF04536.17	1	5	0	4	1	9	0	1	1	1	2	1
PF14253.9	0	0	0	1	0	0	0	0	0	0	0	0
PF01226.20	0	0	1	0	3	0	0	0	1	0	0	1
PF13612.9	0	1	2	1	0	0	0	0	1	0	3	0
PF08028.14	0	0	0	0	0	0	0	0	0	0	0	0
PF06296.15	0	0	0	0	0	0	0	0	0	0	0	0
PF07510.14	1	0	0	0	0	0	0	3	0	0	1	2
PF14088.9	1	4	0	1	0	4	1	2	0	0	0	0
PF16254.8	0	0	0	0	0	0	0	0	0	0	0	0
PF09940.12	0	0	0	0	0	0	0	0	0	0	0	0
PF16221.8	0	0	0	0	0	0	0	0	0	0	0	0
PF01161.23	2	0	0	2	1	5	5	0	0	0	0	0
PF06974.16	0	0	0	0	0	0	0	0	0	0	0	0
PF07722.16	2	5	0	7	1	10	10	5	0	1	0	3
PF03704.20	1	2	1	2	5	4	1	1	7	7	2	5
PF00931.25	1	2	0	0	1	0	0	3	2	2	1	1
PF14525.9	0	0	0	0	0	0	0	0	0	0	0	0
PF18655.4	0	0	0	0	0	0	0	0	0	0	4	0
PF17936.4	0	0	0	0	0	0	0	0	0	0	4	0
PF05616.16	0	0	0	0	0	0	0	0	0	0	4	0
PF05168.17	0	1	0	2	0	0	0	3	1	1	0	3
PF13534.9	1	7	2	6	1	14	8	7	11	6	4	8
PF04041.16	0	0	2	4	2	2	0	3	0	3	0	9
PF07168.14	0	0	0	0	0	0	0	0	0	0	0	0
PF14235.9	0	0	0	0	0	0	0	0	0	0	0	0
PF14293.9	0	0	0	0	0	0	0	0	0	0	0	0
PF12696.10	0	0	2	2	1	0	4	1	1	1	3	0
PF08842.13	0	0	1	1	2	0	0	0	1	0	0	0
PF16249.8	0	0	0	0	0	0	0	0	0	0	1	0
PF12988.10	0	0	1	0	0	0	0	0	0	0	0	0
PF13720.9	2	2	0	2	2	1	0	1	2	0	1	2
PF10962.11	0	0	0	0	0	0	0	0	0	0	0	0
PF20583.1	0	0	0	0	0	0	0	0	0	0	0	0
PF11297.11	1	0	0	0	0	0	0	0	0	0	0	0
PF11387.11	0	0	0	0	1	0	0	0	0	0	1	0
PF06245.14	1	9	3	1	10	18	1	4	2	4	1	4
PF05685.15	0	7	0	1	0	6	3	2	5	2	2	7
PF08242.15	0	0	0	0	0	0	0	0	0	0	0	0
PF18564.4	0	0	0	0	0	0	0	0	0	0	0	0
PF08341.14	0	1	2	1	1	1	0	0	0	0	6	2
PF13727.9	6	15	0	3	5	18	5	4	4	6	3	6
PF17132.7	0	0	0	0	0	0	0	0	0	0	0	0
PF08668.15	6	5	1	5	4	10	4	9	10	7	1	5
PF13572.9	0	0	0	0	0	0	0	0	0	0	0	0
PF14464.9	0	0	0	0	0	0	1	0	0	0	0	0
PF01094.31	0	0	0	0	0	0	0	0	0	0	0	0
PF00805.25	1	1	0	7	0	0	0	0	0	0	0	8
PF17655.4	0	0	0	0	0	0	0	0	0	0	0	0
PF03160.17	31	33	9	11	5	9	1	4	19	8	11	31
PF12799.10	0	0	0	4	0	1	32	18	8	0	3	1
PF13855.9	0	0	0	0	0	1	0	0	3	0	3	1
PF13308.9	0	6	0	1	1	7	0	0	2	1	1	1
PF02668.19	0	0	0	0	0	0	0	0	0	0	0	0
PF05226.14	0	0	0	0	0	0	0	0	0	0	0	0
PF02571.17	0	0	0	0	1	2	2	0	1	0	1	1
PF19991.2	0	0	0	0	0	0	0	0	0	0	0	0
PF12894.10	0	0	0	1	0	2	1	4	1	1	0	1
PF00962.25	1	0	1	0	0	2	1	3	3	4	0	2
PF03972.17	0	0	0	0	0	0	0	0	0	0	0	0
PF19305.2	0	0	0	0	0	0	0	0	0	0	0	0
PF11378.11	0	0	0	0	0	0	0	0	0	0	0	0
PF02452.20	0	1	0	2	2	3	2	1	3	1	1	4
PF08239.14	16	132	2	48	20	154	25	26	34	31	14	70
PF00075.27	2	3	0	2	2	2	7	4	4	3	3	3
PF14516.9	3	0	0	2	3	5	1	3	5	3	1	3
PF03475.17	0	0	0	0	0	0	0	0	0	0	0	0
PF04285.15	0	0	0	0	0	0	0	0	0	0	0	0
PF01523.19	0	0	0	0	0	1	0	0	0	0	1	0
PF19290.2	0	0	0	0	0	5	0	0	1	0	6	0
PF19289.2	1	1	1	1	1	5	1	1	2	0	6	1
PF03321.16	0	0	4	2	2	0	1	0	0	0	0	0
PF04025.15	0	1	1	0	0	3	0	0	2	0	0	0
PF04012.15	0	0	0	0	0	0	0	0	1	0	0	1
PF03601.17	0	3	0	2	1	13	3	5	3	3	1	9
PF00627.34	0	1	0	0	0	0	0	0	0	0	0	1
PF19238.2	0	4	1	2	1	3	1	3	2	2	1	1
PF04459.15	0	4	1	2	1	3	1	3	2	2	1	1
PF02789.20	0	0	0	0	0	0	0	0	0	0	0	0
PF00883.24	1	0	0	0	0	1	0	0	0	0	0	1
PF14697.9	1	6	0	2	0	12	0	8	1	3	2	5
PF13509.9	0	14	0	0	2	8	0	0	2	4	0	8
PF17783.4	0	7	0	0	1	4	0	0	1	2	0	4
PF01991.21	4	3	1	7	3	10	9	11	8	12	1	11
PF01990.20	4	5	0	4	0	7	8	5	5	1	1	2
PF09084.14	11	170	0	10	10	192	3	17	14	9	0	11
PF13354.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02580.19	0	0	1	0	0	3	1	0	0	2	0	0
PF00699.23	0	0	0	0	0	0	0	0	0	0	1	0
PF02293.18	0	0	0	0	0	0	0	0	0	0	0	0
PF03618.17	0	0	0	0	0	0	0	0	0	0	0	0
PF08274.15	0	0	0	0	0	0	0	0	0	0	0	0
PF03831.17	0	0	0	0	0	0	0	0	0	0	0	0
PF13370.9	0	0	0	0	0	0	1	0	0	0	0	0
PF03418.17	0	0	1	0	0	2	0	0	0	0	0	0
PF07561.14	0	0	0	4	0	6	2	2	2	4	0	0
PF13399.9	0	0	0	0	0	0	0	0	0	0	0	0
PF19864.2	3	6	1	3	0	7	1	1	3	2	2	0
PF02056.19	1	0	0	4	0	5	1	4	7	0	2	4
PF11975.11	1	0	0	4	0	5	1	4	7	0	2	4
PF12800.10	6	8	1	7	0	7	0	0	0	0	0	1
PF12795.10	0	0	0	0	0	0	0	0	0	0	0	0
PF12794.10	0	0	0	0	0	0	0	0	0	0	0	0
PF00316.23	0	0	0	0	0	0	0	0	0	0	0	0
PF18913.3	0	0	0	0	0	0	0	0	0	0	0	0
PF14286.9	0	0	0	0	1	1	0	1	1	0	0	1
PF06445.18	4	9	0	20	16	7	7	3	3	7	0	1
PF09594.13	0	0	0	0	0	0	0	0	0	0	0	0
PF00079.23	0	5	1	0	4	1	1	0	0	0	1	1
PF02514.19	0	0	0	0	1	0	0	0	0	0	0	0
PF01936.21	1	1	0	2	2	2	1	2	0	1	3	1
PF12872.10	0	1	0	4	2	2	0	4	0	2	6	2
PF05651.16	0	0	0	1	0	0	0	0	2	0	0	1
PF13618.9	0	0	0	0	0	0	0	0	0	0	0	0
PF01343.21	8	8	2	3	2	2	0	2	3	0	5	6
PF03040.17	0	0	0	0	0	0	0	0	0	0	0	0
PF12899.10	0	0	0	0	0	0	0	0	0	0	0	0
PF11941.11	0	0	1	1	0	0	1	1	2	0	0	0
PF05838.15	0	0	0	0	0	0	0	0	0	0	0	0
PF11832.11	0	0	0	0	0	0	0	0	0	0	0	0
PF01661.24	1	6	0	0	0	4	3	2	0	0	0	0
PF17914.4	0	0	0	0	0	0	0	0	0	0	0	0
PF13384.9	0	0	1	0	0	7	3	1	0	0	0	2
PF13189.9	8	33	3	15	2	20	9	10	11	7	3	12
PF13830.9	0	0	0	0	1	0	0	0	0	0	0	0
PF02720.20	0	0	0	0	0	0	0	0	0	0	0	0
PF13349.9	0	2	2	0	4	3	1	1	1	1	1	5
PF02306.18	0	0	0	0	0	0	0	0	0	0	0	0
PF04140.17	0	0	0	0	0	0	0	0	0	0	0	0
PF12079.11	0	0	0	0	0	0	0	0	0	0	0	0
PF14219.9	0	0	0	0	0	0	0	0	0	0	0	0
PF08461.13	0	0	0	0	0	0	0	0	0	0	0	0
PF02203.18	0	0	0	0	0	0	0	0	0	0	0	0
PF01206.20	0	1	0	0	1	0	0	1	1	1	1	0
PF18204.4	0	0	0	0	0	0	0	0	0	0	0	0
PF04289.15	0	0	0	0	0	0	0	0	0	0	0	0
PF05840.16	0	0	0	0	0	0	0	0	0	0	0	0
PF19866.2	0	0	0	0	0	0	0	0	0	0	0	0
PF14326.9	0	0	0	0	0	0	0	0	0	0	0	0
PF11845.11	0	0	0	0	0	0	0	0	0	0	0	0
PF11997.11	1	0	0	0	0	1	0	1	1	0	0	0
PF17995.4	2	4	0	6	0	4	1	3	6	6	1	6
PF18080.4	0	0	0	0	0	0	0	0	0	0	0	0
PF12905.10	0	0	0	0	0	0	0	0	0	0	0	0
PF17451.5	0	0	0	0	0	0	0	0	0	0	0	0
PF17974.4	0	0	0	0	0	0	0	0	0	0	0	0
PF06430.15	0	0	0	0	3	0	1	0	0	0	4	0
PF13689.9	0	0	0	0	0	0	0	0	0	0	0	0
PF05150.15	0	0	0	0	0	0	0	0	0	0	0	0
PF02599.19	5	21	0	10	1	39	2	11	8	3	1	22
PF18563.4	0	0	0	0	0	0	0	0	0	0	0	0
PF00553.22	0	0	0	0	0	0	0	0	0	0	0	0
PF18047.4	0	0	0	0	0	0	0	0	0	0	0	0
PF18065.4	0	0	0	0	0	0	0	0	0	0	0	0
PF18208.4	0	0	0	0	0	0	0	0	0	0	0	0
PF12242.11	0	0	0	0	1	0	0	0	0	0	0	0
PF12241.11	0	0	0	0	1	0	0	0	0	0	0	0
PF07055.15	0	0	0	0	1	0	0	0	0	0	0	0
PF12625.10	0	0	0	0	0	0	0	0	0	0	0	0
PF05991.14	1	12	0	3	0	7	1	3	0	2	2	3
PF00636.29	0	3	0	0	0	3	1	1	1	0	0	2
PF02542.19	0	1	0	0	2	1	1	0	0	0	3	1
PF14584.9	0	1	0	2	0	3	0	1	0	1	0	0
PF03417.19	2	0	0	0	0	1	0	0	1	0	0	0
PF12116.11	0	0	0	0	1	0	0	0	1	0	0	0
PF02049.21	1	3	0	3	0	2	2	7	3	5	1	0
PF01514.20	6	23	1	20	4	32	7	9	11	8	1	26
PF08345.14	6	22	1	20	4	31	6	9	11	8	1	26
PF02108.19	8	26	0	10	2	28	0	4	6	8	1	12
PF02050.19	0	9	0	3	2	6	3	1	3	0	1	4
PF02120.19	41	149	5	63	16	123	22	37	51	55	19	76
PF12611.11	16	33	0	32	11	34	20	11	16	12	1	12
PF20560.1	2	0	0	1	2	6	1	0	0	1	0	4
PF13677.9	7	15	1	17	2	18	6	5	12	14	5	12
PF02154.18	5	29	0	15	4	40	8	10	11	14	6	10
PF04347.16	4	14	0	5	2	21	3	5	9	6	0	5
PF00813.23	4	8	0	4	1	12	6	4	7	9	2	4
PF01313.22	1	0	0	2	1	3	0	0	0	1	0	4
PF03975.16	3	7	1	7	1	13	3	6	6	6	1	6
PF02623.18	7	83	0	8	2	73	7	6	5	3	2	11
PF05130.15	32	128	1	42	24	121	27	34	27	15	10	19
PF04316.16	4	53	0	19	1	56	10	23	10	6	7	11
PF01339.20	2	48	0	8	1	46	5	12	4	8	1	12
PF07238.17	0	13	1	4	3	16	4	3	1	6	2	4
PF04166.15	0	1	1	0	3	0	0	0	0	0	0	1
PF19642.2	0	1	0	0	0	1	0	1	1	0	0	1
PF01625.24	0	0	2	0	0	0	0	0	0	0	0	1
PF20140.2	0	0	0	0	0	0	0	0	0	0	0	0
PF11611.11	1	0	0	1	0	1	1	1	0	1	0	3
PF01985.24	0	1	0	1	0	0	0	0	0	0	1	3
PF06107.14	1	1	0	0	0	0	0	0	0	0	0	0
PF12821.10	0	1	0	0	0	0	0	0	0	0	0	0
PF06738.15	0	0	0	0	0	1	2	0	0	1	0	1
PF03795.17	0	1	0	1	1	10	0	0	0	0	0	0
PF09419.13	0	0	0	0	0	0	0	0	0	0	0	0
PF02579.20	0	1	0	2	0	1	1	1	1	0	0	1
PF13311.9	1	4	0	1	0	4	0	0	0	0	1	2
PF09578.13	0	0	0	1	0	0	0	0	0	0	0	0
PF20316.1	0	0	0	0	0	0	0	0	0	0	0	0
PF13682.9	7	42	0	25	6	46	11	12	19	13	2	11
PF08348.14	0	3	0	0	0	4	0	0	0	0	2	0
PF13309.9	0	3	0	0	0	4	0	0	0	0	2	0
PF10114.12	0	18	0	2	0	19	1	2	2	4	1	1
PF13515.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02110.18	0	0	1	0	0	0	0	0	1	0	0	0
PF18936.3	0	0	0	0	1	0	0	0	0	0	0	0
PF04294.16	0	16	0	8	0	25	8	5	1	4	3	6
PF12229.11	4	16	0	9	2	29	15	7	13	6	9	17
PF08486.13	0	0	0	2	1	4	1	1	0	5	1	4
PF12700.10	1	11	0	1	0	7	1	5	3	0	0	3
PF20069.2	2	57	1	5	4	37	4	6	5	2	0	13
PF00420.27	1	0	0	1	2	0	0	1	0	0	0	1
PF07451.14	0	4	0	0	0	3	0	0	1	1	1	0
PF09858.12	0	0	0	0	0	0	0	0	0	1	0	0
PF15565.9	0	0	0	0	0	0	0	0	0	0	0	0
PF00800.21	3	0	0	1	2	8	1	0	0	4	3	2
PF12643.10	0	0	0	0	0	1	0	0	0	0	0	0
PF19641.2	0	0	0	0	0	0	0	1	0	0	0	0
PF19700.2	0	0	1	0	1	0	0	0	0	0	0	0
PF06252.15	0	0	0	0	0	0	0	0	0	0	0	0
PF17289.5	0	0	0	0	0	0	0	0	0	0	0	0
PF11962.11	0	0	0	0	0	0	0	0	0	0	0	0
PF15919.8	2	10	0	3	5	4	1	4	2	1	4	7
PF04531.16	0	0	0	0	0	0	0	0	0	0	0	0
PF14285.9	0	3	0	2	0	2	0	0	1	0	0	3
PF20464.1	0	1	2	0	0	0	2	0	0	0	0	0
PF20465.1	0	2	2	0	0	0	2	0	0	0	0	0
PF20473.1	0	1	2	0	0	0	0	0	0	0	0	0
PF20466.1	0	1	2	0	0	0	0	0	0	0	0	0
PF20467.1	0	1	2	0	0	0	0	0	0	0	0	0
PF12637.10	0	2	0	0	1	5	0	0	1	1	0	2
PF02245.19	0	0	0	0	0	0	0	0	0	0	0	0
PF18975.3	3	1	0	4	0	6	0	1	1	1	0	6
PF12724.10	1	3	0	4	1	3	3	2	4	3	1	9
PF09719.13	0	16	1	1	1	14	0	4	1	0	0	4
PF04246.15	0	0	0	0	0	0	0	0	0	0	0	0
PF13735.9	1	1	0	2	1	3	0	3	4	4	0	3
PF18912.3	0	3	0	0	0	4	0	0	2	1	0	3
PF05857.14	0	5	0	1	1	4	0	0	0	0	0	1
PF06961.16	0	1	0	1	0	0	0	0	0	0	0	0
PF05504.14	0	0	0	0	1	0	0	0	0	0	0	0
PF03323.16	0	1	0	0	0	4	1	0	1	0	0	0
PF05135.16	0	0	0	0	0	0	0	0	0	1	0	0
PF04474.15	0	0	0	0	0	0	0	0	0	0	0	0
PF14512.9	0	0	0	0	1	0	0	0	0	0	0	0
PF10694.12	0	0	0	0	0	0	0	0	0	0	0	0
PF12647.10	0	0	0	0	0	0	0	0	0	0	0	0
PF02130.20	0	1	1	1	2	1	3	1	1	1	0	3
PF06898.14	0	0	0	0	0	0	0	0	2	0	0	1
PF09670.13	0	0	0	0	0	0	0	0	0	0	0	1
PF09579.13	1	7	0	1	0	6	3	1	0	1	1	1
PF10844.11	0	0	0	0	0	1	0	0	0	0	0	0
PF20155.2	0	1	0	0	0	2	0	0	0	0	0	0
PF09648.13	0	0	0	0	0	0	0	0	0	0	0	0
PF05762.17	1	2	0	0	0	3	1	2	0	2	0	0
PF01906.20	4	1	1	3	0	4	0	0	2	1	1	0
PF12571.11	0	1	1	0	0	2	0	0	0	0	1	0
PF13884.9	0	0	0	0	0	2	0	0	0	0	0	0
PF01244.24	1	1	1	3	3	4	0	1	1	1	1	1
PF05684.15	4	1	0	2	3	0	9	4	4	5	0	5
PF03612.17	0	0	0	0	1	0	0	0	0	0	0	0
PF07663.14	0	0	0	0	1	0	0	0	0	0	0	0
PF03608.16	0	0	0	0	0	0	0	1	0	0	0	0
PF06923.14	0	0	0	0	0	0	0	0	0	0	0	0
PF14359.9	0	0	0	0	0	0	0	0	1	1	0	0
PF16260.8	0	0	0	0	0	0	0	0	0	0	0	0
PF14070.9	2	7	0	1	0	5	1	1	1	1	1	2
PF09346.13	5	4	0	4	0	4	0	2	4	1	2	4
PF09548.13	1	1	0	0	0	0	0	0	0	0	0	1
PF01885.19	0	0	0	1	0	0	0	0	0	1	0	1
PF06177.14	0	1	0	1	0	5	0	1	1	1	0	0
PF09581.13	0	0	0	0	0	0	0	0	0	1	0	0
PF17866.4	0	0	11	0	0	0	1	0	0	0	1	0
PF13228.9	0	1	0	2	0	6	1	2	0	4	0	2
PF14221.9	0	0	0	0	0	0	0	0	0	0	0	0
PF14277.9	0	0	0	2	0	1	0	0	0	0	0	0
PF05195.19	0	1	1	0	2	1	0	0	2	2	0	2
PF08101.14	0	0	0	0	0	0	0	0	0	0	0	0
PF13530.9	1	2	0	0	0	5	1	0	4	0	1	1
PF02493.23	0	6	0	15	0	9	0	6	0	0	0	0
PF02567.19	1	0	0	0	0	0	0	0	0	1	0	0
PF04414.15	0	0	0	0	0	0	0	0	0	0	0	0
PF08006.14	0	4	1	4	2	3	0	4	0	0	0	3
PF02390.20	0	6	2	0	0	0	0	1	2	0	3	1
PF02570.18	0	0	0	0	1	1	0	0	0	1	0	5
PF04493.17	0	0	0	0	0	0	0	0	0	0	0	0
PF20250.1	7	35	4	9	3	38	33	23	11	8	12	21
PF03961.16	7	35	4	9	3	38	33	23	11	8	12	21
PF01469.21	0	0	0	0	0	0	0	0	0	0	0	0
PF14344.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02369.19	0	0	0	0	0	0	0	0	0	0	0	0
PF07523.15	0	1	0	0	0	1	1	1	1	0	2	2
PF18947.3	2	5	0	7	0	5	12	6	9	3	1	1
PF17848.4	1	1	0	0	0	1	0	0	2	1	0	0
PF00484.22	0	0	0	0	0	0	0	0	0	0	1	0
PF06912.14	0	0	0	0	0	1	0	1	0	0	0	0
PF01019.24	1	0	0	0	0	0	0	0	2	2	0	1
PF09186.14	0	0	0	0	0	2	0	0	0	1	0	1
PF14124.9	0	0	0	0	1	0	0	0	0	0	0	0
PF04070.15	0	0	0	0	0	0	0	0	0	0	0	0
PF02277.20	0	0	0	0	1	4	1	0	0	1	0	1
PF09693.13	0	0	0	0	0	0	0	0	0	0	0	0
PF05065.16	1	0	1	1	0	0	0	0	0	0	2	0
PF01844.26	0	0	0	0	1	1	1	1	0	0	0	0
PF03419.16	1	1	0	0	1	0	0	0	0	1	0	0
PF03750.16	0	0	0	0	0	0	0	0	0	0	0	0
PF13490.9	0	3	0	3	2	3	1	2	1	0	0	0
PF13711.9	0	1	0	0	0	1	0	1	0	0	1	0
PF05534.15	1	0	0	1	0	0	0	0	0	0	0	0
PF11188.11	0	0	0	0	0	0	0	0	0	0	0	0
PF02681.17	0	1	0	0	1	1	0	1	0	0	1	1
PF10727.12	0	0	0	1	1	0	0	0	0	0	0	0
PF10728.12	0	0	0	1	1	0	0	0	0	0	0	0
PF16822.8	0	1	0	2	0	1	0	0	0	0	0	0
PF03592.19	0	0	0	0	0	0	0	0	0	0	0	0
PF14689.9	0	0	0	2	0	2	0	2	0	0	1	1
PF14501.9	13	17	4	26	19	24	17	16	28	22	14	31
PF13786.9	0	2	1	0	0	1	0	1	0	0	0	2
PF14268.9	0	1	0	1	1	0	1	0	0	0	0	0
PF12959.10	0	0	0	0	1	0	0	0	0	0	1	0
PF12960.10	1	0	2	2	1	2	7	5	2	0	1	2
PF08757.14	1	12	0	2	0	18	0	1	4	1	3	4
PF13546.9	7	104	0	13	13	88	15	38	17	16	10	15
PF20574.1	0	1	0	0	0	2	1	0	0	0	0	0
PF19552.2	0	0	0	0	1	0	0	0	0	0	1	0
PF05105.15	0	0	1	0	1	0	0	0	0	0	0	0
PF19498.2	24	75	11	31	35	59	29	36	49	15	6	64
PF12995.10	8	18	3	26	10	24	18	12	10	6	2	14
PF18843.4	0	0	2	0	0	0	0	0	0	0	3	0
PF12962.10	0	0	0	0	0	0	0	0	0	0	0	0
PF18987.3	0	0	0	0	0	0	0	1	0	0	1	0
PF14706.9	0	0	0	0	0	2	0	1	0	0	0	0
PF02281.19	0	0	0	0	0	0	0	0	0	0	0	0
PF17922.4	1	2	0	0	1	1	0	0	0	0	0	1
PF13784.9	0	0	0	0	0	0	3	1	0	0	1	0
PF12652.10	0	0	0	1	1	6	0	3	0	1	1	2
PF12773.10	1	11	0	2	0	7	3	0	0	2	0	1
PF18739.4	0	0	0	0	0	0	2	0	0	0	0	0
PF09509.13	0	4	0	2	0	4	6	2	0	0	0	0
PF14280.9	0	0	0	0	2	1	0	0	3	0	0	0
PF12639.10	0	1	0	0	0	0	0	0	1	0	0	2
PF20296.1	0	0	0	0	2	0	0	0	0	1	0	0
PF04471.15	1	1	0	0	0	2	1	2	2	0	1	2
PF20612.1	0	0	0	0	0	0	0	0	0	0	0	0
PF01371.22	1	1	0	1	0	2	0	0	0	1	0	3
PF13701.9	1	2	0	3	1	3	5	2	5	2	3	11
PF01774.20	0	0	0	0	0	0	0	0	0	0	0	0
PF02814.18	0	0	0	0	0	0	0	0	0	0	0	0
PF00547.21	0	0	0	0	0	0	0	0	0	0	0	0
PF04952.17	1	0	0	0	1	1	0	0	0	0	0	2
PF08379.13	0	0	0	0	0	0	0	0	0	0	0	0
PF01841.22	15	11	1	7	6	24	12	10	18	8	12	27
PF14403.9	0	1	2	0	1	0	0	0	1	0	0	1
PF06289.14	1	3	0	2	2	4	4	3	0	4	0	3
PF20379.1	0	0	1	0	0	0	0	0	0	0	1	0
PF03748.17	0	7	0	2	0	15	1	1	2	3	1	4
PF14190.9	0	0	0	0	0	0	0	0	0	0	0	0
PF18941.3	0	0	0	1	0	2	1	0	0	2	0	1
PF17989.4	0	0	2	1	1	0	3	2	0	0	0	1
PF16226.8	0	3	0	3	0	6	0	0	1	1	1	5
PF11372.11	2	1	0	0	0	0	0	0	0	0	0	1
PF16242.8	0	0	0	0	0	1	0	1	0	0	0	0
PF11667.11	1	0	0	0	0	1	1	1	0	0	0	1
PF18796.4	0	0	0	0	0	0	0	0	0	0	0	0
PF13730.9	2	0	1	1	1	0	0	0	0	0	0	0
PF13463.9	1	1	0	0	1	3	0	0	0	0	0	0
PF14058.9	0	0	0	0	1	0	0	0	0	0	0	1
PF07505.14	0	0	1	0	0	0	0	0	0	0	0	0
PF20323.1	0	0	0	0	0	0	0	1	0	0	0	0
PF13783.9	0	1	0	0	0	1	0	1	2	0	0	1
PF12957.10	0	0	1	0	0	0	0	0	0	0	0	0
PF09681.13	0	0	0	0	1	0	0	1	1	0	2	0
PF13683.9	0	0	0	1	0	1	1	0	2	0	0	3
PF18676.4	0	0	1	3	1	0	2	3	2	0	2	0
PF09587.13	1	4	0	0	1	3	2	1	1	2	0	1
PF19776.2	0	1	0	0	1	0	0	0	0	0	0	0
PF19537.2	0	0	0	0	0	0	0	0	0	0	0	0
PF07441.14	0	0	0	0	0	0	0	0	0	0	0	0
PF02036.20	2	15	0	4	0	16	0	4	0	0	3	12
PF03309.17	3	1	0	3	2	3	1	1	0	2	1	4
PF10087.12	0	0	0	0	0	0	0	0	0	0	0	0
PF12672.10	0	1	0	0	0	1	0	0	0	0	0	2
PF05119.15	0	0	0	0	0	0	0	0	1	0	1	0
PF12686.10	0	0	0	1	0	0	1	0	1	0	0	0
PF18832.4	0	0	1	0	1	0	0	0	0	0	0	0
PF04277.16	2	24	0	7	3	29	4	8	6	6	1	9
PF09827.12	0	0	0	0	0	0	0	0	0	1	0	0
PF08747.14	0	1	0	0	1	1	1	0	2	0	0	2
PF15978.8	1	0	0	0	0	0	0	1	0	1	0	0
PF06527.14	1	0	0	0	0	0	0	2	0	1	0	0
PF08722.14	0	0	0	0	0	0	0	1	0	0	0	0
PF08721.14	0	0	0	0	0	0	0	1	0	0	0	0
PF18657.4	5	44	19	49	13	37	55	12	26	28	35	9
PF14205.9	0	1	0	3	1	5	0	0	0	0	0	2
PF08843.14	2	1	4	3	2	6	1	7	3	1	1	4
PF13338.9	1	0	0	0	0	1	1	1	1	0	0	0
PF18864.4	0	0	0	0	0	1	0	1	0	0	0	0
PF14430.9	0	0	0	0	0	0	0	0	0	0	0	0
PF04365.16	3	14	0	3	2	18	1	0	2	1	0	2
PF13788.9	0	0	0	0	1	0	0	0	0	0	0	0
