"Feature ID"	Log_Ratio_Classification
"Eubacterium_G ventriosum|PF04563.18"	Denominator
"Eubacterium_I ramulus|PF04563.18"	Denominator
"Eubacterium_I sp000270305|PF04563.18"	Denominator
"Eubacterium_I sp001941025|PF04563.18"	Denominator
"Eubacterium_I sp900066595|PF04563.18"	Denominator
"Eubacterium_J plexicaudatum|PF02275.21"	Numerator
"Eubacterium_J plexicaudatum|PF04563.18"	Denominator
"Eubacterium_O barkeri|PF04563.18"	Denominator
"Eubacterium_Q ruminantium_A|PF04563.18"	Denominator
"Eubacterium_Q sp000703065|PF04563.18"	Denominator
"Eubacterium_Q sp900110635|PF04563.18"	Denominator
"Eubacterium_R faecale|PF04563.18"	Denominator
"Eubacterium_R faecavium|PF04563.18"	Denominator
"Eubacterium_R sp000433975|PF04563.18"	Denominator
"Eubacterium_R sp000436835|PF04563.18"	Denominator
"Eubacterium_R sp900539325|PF04563.18"	Denominator
"Eubacterium_S uniforme|PF04563.18"	Denominator
"Eubacterium_T pyruvativorans|PF04563.18"	Denominator
"Evtepia gabavorous|PF02275.21"	Numerator
"Evtepia gabavorous|PF04563.18"	Denominator
"Evtepia sp004556345|PF04563.18"	Denominator
"Evtepia viridis|PF04563.18"	Denominator
"Extibacter hylemonae|PF04563.18"	Denominator
"Extibacter muris|PF04563.18"	Denominator
"Ezakiella coagulans|PF04563.18"	Denominator
"F0428 sp003043955|PF04563.18"	Denominator
"F0540 sp000466585|PF04563.18"	Denominator
"FD2005 sp000702525|PF04563.18"	Denominator
"FW602-bin19 sp004322375|PF04563.18"	Denominator
"Faecalibacillus intestinalis|PF04563.18"	Denominator
"Faecalibacterium sp002160895|PF04563.18"	Denominator
"Faecalibaculum rodentium|PF04563.18"	Denominator
"Faecalimonas phoceensis|PF04563.18"	Denominator
"Faecalimonas sp000209385|PF04563.18"	Denominator
"Faecalimonas umbilicata|PF04563.18"	Denominator
"Faecenecus gallistercoris|PF04563.18"	Denominator
"Faecimonas sp900554315|PF04563.18"	Denominator
"Faecisoma sp000432255|PF04563.18"	Denominator
"Faecousia sp000434635|PF04563.18"	Denominator
"Faecousia sp000435995|PF04563.18"	Denominator
"Faecousia sp900315595|PF04563.18"	Denominator
"Faecousia sp900316335|PF04563.18"	Denominator
"Faecousia sp900544945|PF04563.18"	Denominator
"Fibro-01 sp001462345|PF04563.18"	Denominator
"Fimenecus sp000432435|PF04563.18"	Denominator
"Fimenecus sp004555265|PF04563.18"	Denominator
"Fimenecus sp900315985|PF04563.18"	Denominator
"Fimicola cottocaccae|PF04563.18"	Denominator
"Fimimorpha sp900045905|PF04563.18"	Denominator
"Fimisoma sp000435715|PF04563.18"	Denominator
"Fimivicinus sp900544715|PF04563.18"	Denominator
"Fimousia sp001940245|PF04563.18"	Denominator
"Firm-08 sp001604045|PF04563.18"	Denominator
"Flavobacterium columnare|PF04563.18"	Denominator
"Flavonifractor plautii|PF04563.18"	Denominator
"Fluviibacterium sp003254465|PF04563.18"	Denominator
"Fodinicola acaciae|PF04563.18"	Denominator
"Fournierella massiliensis|PF04563.18"	Denominator
"Frankia casuarinae|PF04563.18"	Denominator
"Fulvimarina pelagi|PF04563.18"	Denominator
"Fusicatenibacter saccharivorans|PF04563.18"	Denominator
"G11 sp900103495|PF04563.18"	Denominator
"GCA-000496135 sp000496135|PF04563.18"	Denominator
"GCA-002772895 sp002772895|PF04563.18"	Denominator
"GCA-002774445 sp002774445|PF04563.18"	Denominator
"GCA-2684655 sp002684655|PF04563.18"	Denominator
"GCA-2704665 sp002704665|PF04563.18"	Denominator
"GCA-2724215 sp009841115|PF04563.18"	Denominator
"GCA-900066495 sp900066495|PF04563.18"	Denominator
"GCA-900066905 sp900066905|PF04563.18"	Denominator
"GCF-000287355 sp000287355|PF04563.18"	Denominator
"GW-Nitrospira-1 sp002839535|PF04563.18"	Denominator
"GWA2-42-14 sp000998135|PF04563.18"	Denominator
"GWB1-41-6 sp000997355|PF04563.18"	Denominator
"GWC1-40-35 sp001775095|PF04563.18"	Denominator
"GWC2-36-17 sp000992345|PF04563.18"	Denominator
"GWC2-73-18 sp001794945|PF04563.18"	Denominator
"Garciella nitratireducens|PF04563.18"	Denominator
"Gemmiger formicilis|PF04563.18"	Denominator
"Gemmiger qucibialis|PF04563.18"	Denominator
"Gemmiger variabilis|PF04563.18"	Denominator
"Gemmiger_A avium|PF04563.18"	Denominator
"Geosporobacter ferrireducens|PF04563.18"	Denominator
"Gilliamella bombi|PF04563.18"	Denominator
"Gilvibacter sp002163875|PF04563.18"	Denominator
"Glutamicibacter creatinolyticus|PF04563.18"	Denominator
"Gp13-AA74 sp003225365|PF04563.18"	Denominator
"Gracilibacillus massiliensis|PF04563.18"	Denominator
"Gulbenkiania mobilis|PF04563.18"	Denominator
"HRBIN24 sp002898715|PF04563.18"	Denominator
"HRBIN32 sp011053555|PF04563.18"	Denominator
"Halioglobus sp002699145|PF04563.18"	Denominator
"Halobacillus dabanensis|PF04563.18"	Denominator
"Halobacteroides halobius|PF04563.18"	Denominator
"Halomonas fontilapidosi|PF04563.18"	Denominator
"Halomonas sp000246875|PF04563.18"	Denominator
"Halorhodospira halophila|PF04563.18"	Denominator
"Harryflintia acetispora|PF04563.18"	Denominator
"Hathewaya massiliensis|PF04563.18"	Denominator
"Helicobacter_E bizzozeronii|PF04563.18"	Denominator
"Helicobacter_I sp002272925|PF04563.18"	Denominator
"Henriciella marina|PF04563.18"	Denominator
"Hespellia stercorisuis|PF04563.18"	Denominator
"Hungatella effluvii|PF04563.18"	Denominator
"Hungatella_A hathewayi_A|PF04563.18"	Denominator
"Hydrogenibacillus schlegelii|PF04563.18"	Denominator
"Hydrogenobacter thermophilus|PF04563.18"	Denominator
"Hydrogenophaga pseudoflava|PF04563.18"	Denominator
"Hymenobacter terrenus|PF04563.18"	Denominator
"Hyphobacterium sp002692855|PF04563.18"	Denominator
"Hypnocyclicus thermotrophus|PF04563.18"	Denominator
"Ideonella_A sakaiensis|PF04563.18"	Denominator
"Intestinibacillus massiliensis|PF04563.18"	Denominator
"Intestinibacter bartlettii|PF04563.18"	Denominator
"Intestinimonas butyriciproducens|PF04563.18"	Denominator
"Intestinimonas massiliensis|PF04563.18"	Denominator
"Iodobacter sp000969645|PF04563.18"	Denominator
"Izemoplasma_B sp000753575|PF04563.18"	Denominator
"Izemoplasma_B sp000755705|PF04563.18"	Denominator
"J25 sp004343725|PF04563.18"	Denominator
"JAACEG01 sp011682665|PF04563.18"	Denominator
"JAAUQQ01 sp012032745|PF04563.18"	Denominator
"JAAYOI01 sp012520435|PF04563.18"	Denominator
"JAAZBI01 sp012513875|PF04563.18"	Denominator
"JABBTK01 sp011389885|PF04563.18"	Denominator
"Janibacter hoylei|PF04563.18"	Denominator
"Jeotgalicoccus psychrophilus|PF04563.18"	Denominator
"Jeotgalicoccus saudimassiliensis|PF04563.18"	Denominator
"Jiangella alkaliphila|PF04563.18"	Denominator
"Jiangella gansuensis|PF04563.18"	Denominator
"Jonquetella anthropi|PF04563.18"	Denominator
"KA00134 sp001574395|PF04563.18"	Denominator
"KBS-96 sp000381625|PF04563.18"	Denominator
"Kandleria vitulina|PF04563.18"	Denominator
"Kerstersia gyiorum|PF04563.18"	Denominator
"Kineothrix alysoides|PF04563.18"	Denominator
"Kineothrix sp000403275|PF02275.21"	Numerator
"Kineothrix sp000403275|PF04563.18"	Denominator
"Kocuria flava|PF04563.18"	Denominator
"Kocuria palustris|PF04563.18"	Denominator
"Komagataeibacter swingsii|PF04563.18"	Denominator
"Koribacter versatilis_A|PF04563.18"	Denominator
"LZORAL124-50-18 sp002747395|PF04563.18"	Denominator
"Lachnoanaerobaculum saburreum|PF04563.18"	Denominator
"Lachnoanaerobaculum sp000209465|PF04563.18"	Denominator
"Lachnoanaerobaculum sp000296385|PF04563.18"	Denominator
"Lachnobacterium bovis_A|PF04563.18"	Denominator
"Lachnoclostridium sp900078195|PF04563.18"	Denominator
"Lachnoclostridium_A sp002160755|PF04563.18"	Denominator
"Lachnoclostridium_A sp003464085|PF04563.18"	Denominator
"Lachnoclostridium_B sp000765215|PF04563.18"	Denominator
"Lachnoclostridium_B sp900066555|PF04563.18"	Denominator
"Lachnospira eligens|PF04563.18"	Denominator
"Lachnospira sp000436535|PF04563.18"	Denominator
"Lachnospira sp000437735|PF04563.18"	Denominator
"Lacrimispora aerotolerans|PF04563.18"	Denominator
"Lacrimispora algidixylanolytica|PF02275.21"	Numerator
"Lacrimispora algidixylanolytica|PF04563.18"	Denominator
"Lacrimispora celerecrescens_B|PF04563.18"	Denominator
"Lacrimispora indica|PF04563.18"	Denominator
"Lacrimispora saccharolytica|PF04563.18"	Denominator
"Lactiplantibacillus plantarum_A|PF02275.21"	Numerator
"Lactobacillus acetotolerans|PF04563.18"	Denominator
"Lactobacillus acidophilus|PF04563.18"	Denominator
"Lactobacillus apis|PF04563.18"	Denominator
"Lactobacillus gasseri|PF02275.21"	Numerator
"Lactobacillus gasseri|PF04563.18"	Denominator
"Lactobacillus hamsteri|PF04563.18"	Denominator
"Lactobacillus hominis|PF02275.21"	Numerator
"Lactobacillus hominis|PF04563.18"	Denominator
"Lactobacillus jensenii|PF04563.18"	Denominator
"Lactobacillus kalixensis|PF04563.18"	Denominator
"Lactobacillus kefiranofaciens|PF04563.18"	Denominator
"Lactobacillus rodentium|PF04563.18"	Denominator
"Lactococcus garvieae|PF04563.18"	Denominator
"Lactococcus lactis|PF04563.18"	Denominator
"Lactonifactor longoviformis|PF04563.18"	Denominator
"Latilactobacillus sakei|PF04563.18"	Denominator
"Lawsonibacter asaccharolyticus|PF04563.18"	Denominator
"Lawsonibacter sp000177015|PF04563.18"	Denominator
"Lawsonibacter sp000492175|PF02275.21"	Numerator
"Lawsonibacter sp000492175|PF04563.18"	Denominator
"Lawsonibacter sp014287875|PF04563.18"	Denominator
"Legionella longbeachae|PF04563.18"	Denominator
"Legionella sp003989735|PF04563.18"	Denominator
"Lentibacillus_A sediminis|PF04563.18"	Denominator
"Leptolinea tardivitalis|PF04563.18"	Denominator
"Leuconostoc carnosum|PF04563.18"	Denominator
"Leuconostoc citreum|PF04563.18"	Denominator
"Ligilactobacillus hayakitensis|PF04563.18"	Denominator
"Limimonas halophila|PF04563.18"	Denominator
"Limimorpha sp001543395|PF04563.18"	Denominator
"Limiplasma merdipullorum|PF04563.18"	Denominator
"Limisoma sp900548875|PF04563.18"	Denominator
"Limivicinus sp002320035|PF04563.18"	Denominator
"Limivivens sp900066135|PF04563.18"	Denominator
"Limnochorda pilosa|PF04563.18"	Denominator
"Limosilactobacillus reuteri|PF02275.21"	Numerator
"Limosilactobacillus reuteri|PF04563.18"	Denominator
"Limousia pullorum|PF04563.18"	Denominator
"Listeria aquatica|PF02275.21"	Numerator
"Litorilinea aerophila|PF04563.18"	Denominator
"Luminiphilus syltensis|PF04563.18"	Denominator
"Luxibacter massiliensis|PF04563.18"	Denominator
"Lysobacter sp001428685|PF04563.18"	Denominator
"MARSEILLE-P3954 sp900604345|PF04563.18"	Denominator
"MD308 sp000403475|PF04563.18"	Denominator
"MPNL01 sp002239005|PF04563.18"	Denominator
"MVCY01 sp002049985|PF04563.18"	Denominator
"MWDR01 sp002071695|PF04563.18"	Denominator
"Mammaliicoccus lentus|PF04563.18"	Denominator
"Mammaliicoccus vitulinus|PF04563.18"	Denominator
"Marinisoma atlanticum|PF04563.18"	Denominator
"Marmoricola ginsengisoli|PF04563.18"	Denominator
"Marseille-P2935 sp900104565|PF04563.18"	Denominator
"Marseille-P3106 sp900169975|PF04563.18"	Denominator
"Marvinbryantia formatexigens|PF04563.18"	Denominator
"Marvinbryantia sp900066075|PF04563.18"	Denominator
"Massilia sp000745265|PF04563.18"	Denominator
"Massilimaliae timonensis|PF04563.18"	Denominator
"Massilistercora timonensis|PF04563.18"	Denominator
"Mediterraneibacter cottocaccae|PF04563.18"	Denominator
"Mediterraneibacter faecis|PF04563.18"	Denominator
"Mediterraneibacter lactaris|PF04563.18"	Denominator
"Mediterraneibacter massiliensis|PF04563.18"	Denominator
"Mediterraneibacter torques|PF04563.18"	Denominator
"Mediterraneibacter_A butyricigenes|PF04563.18"	Denominator
"Megalodesulfovibrio gigas|PF04563.18"	Denominator
"Merdicola sp900552655|PF04563.18"	Denominator
"Merdisoma sp011959465|PF04563.18"	Denominator
"Methanobacterium_A sp002494495|PF04563.18"	Denominator
"Methanomethylophilus alvus|PF02275.21"	Numerator
"Methanothrix_B thermoacetophila|PF04563.18"	Denominator
"Methylobacillus flagellatus|PF04563.18"	Denominator
"Methylobacterium nodulans|PF04563.18"	Denominator
"Methylocystis rosea|PF04563.18"	Denominator
"Methylomonas koyamae|PF04563.18"	Denominator
"Methylotenera_A versatilis_B|PF04563.18"	Denominator
"Methylotuvimicrobium buryatense|PF04563.18"	Denominator
"Methylovirgula ligni|PF04563.18"	Denominator
"Microbacterium sp001427145|PF04563.18"	Denominator
"Microbacterium sp001427525|PF02275.21"	Numerator
"Microvirga lotononidis|PF04563.18"	Denominator
"Microvirga sp000745135|PF04563.18"	Denominator
"Mobilisporobacter senegalensis|PF04563.18"	Denominator
"Mobilitalea hemicellulosilytica_A|PF04563.18"	Denominator
"Mobilitalea luporum|PF04563.18"	Denominator
"Mobilitalea sp004294845|PF04563.18"	Denominator
"Monaibacterium marinum|PF04563.18"	Denominator
"Monoglobus pectinilyticus|PF04563.18"	Denominator
"Moorella mulderi|PF04563.18"	Denominator
"Mucinivorans hirudinis|PF04563.18"	Denominator
"Muribaculum gordoncarteri|PF02275.21"	Numerator
"Muribaculum gordoncarteri|PF04563.18"	Denominator
"Muribaculum intestinale|PF04563.18"	Denominator
"Muricomes contortus_B|PF04563.18"	Denominator
"Muricomes fissicatena_A|PF04563.18"	Denominator
"Murimonas intestini|PF04563.18"	Denominator
"Mycobacterium asiaticum|PF04563.18"	Denominator
"Mycobacterium shinjukuense|PF04563.18"	Denominator
"NBD-18 sp003507735|PF02275.21"	Numerator
"NC2004 sp000621905|PF04563.18"	Denominator
"NK4A136 sp000621425|PF04563.18"	Denominator
"NK4A144 sp000622025|PF04563.18"	Denominator
"NK4A144 sp000701625|PF04563.18"	Denominator
"Natronomonas sp009741925|PF04563.18"	Denominator
"Natronospirillum operosum|PF04563.18"	Denominator
"Neobittarella massiliensis|PF04563.18"	Denominator
"Nesterenkonia massiliensis|PF04563.18"	Denominator
"Niabella drilacis|PF04563.18"	Denominator
"Nitrosomonas sp008015595|PF04563.18"	Denominator
"Nitrosomonas sp900100485|PF04563.18"	Denominator
"Nocardia seriolae|PF04563.18"	Denominator
"Nocardioides cynanchi|PF04563.18"	Denominator
"Nocardiopsis salina|PF04563.18"	Denominator
"Nostoc calcicola|PF04563.18"	Denominator
"Novosphingobium lindaniclasticum|PF04563.18"	Denominator
"OLB9 sp001567255|PF04563.18"	Denominator
"OLZORAL124-38-8 sp002747745|PF04563.18"	Denominator
"Oceanicella actignis|PF04563.18"	Denominator
"Oceanobacillus iheyensis|PF04563.18"	Denominator
"Oceanobacillus jeddahense|PF04563.18"	Denominator
"Oleibacter marinus|PF04563.18"	Denominator
"Oliverpabstia intestinalis|PF04563.18"	Denominator
"Onthocola_B sp000437355|PF04563.18"	Denominator
"Onthomonas sp000421005|PF04563.18"	Denominator
"Onthousia sp000438295|PF04563.18"	Denominator
"Oribacterium sinus|PF04563.18"	Denominator
"Oribacterium sp900107835|PF04563.18"	Denominator
"Oribacterium sp900113415|PF04563.18"	Denominator
"Oscillibacter ruminantium|PF04563.18"	Denominator
"Oscillibacter valericigenes|PF04563.18"	Denominator
"Ostreibacterium oceani|PF04563.18"	Denominator
"PH28-bin88 sp000987045|PF04563.18"	Denominator
"Paenibacillus etheri|PF04563.18"	Denominator
"Paenibacillus_A ihumii|PF04563.18"	Denominator
"Paenibacillus_AE antri|PF04563.18"	Denominator
"Paenibacillus_F chitinolyticus|PF04563.18"	Denominator
"Paenibacillus_K terrigena|PF04563.18"	Denominator
"Paenibacillus_L sp007679495|PF04563.18"	Denominator
"Paenibacillus_O beijingensis|PF04563.18"	Denominator
"Paenibacillus_O humicus|PF04563.18"	Denominator
"Paenibacillus_O pasadenensis|PF04563.18"	Denominator
"Palleronia rufa|PF04563.18"	Denominator
"Palsa-870 sp004299235|PF04563.18"	Denominator
"Paludisphaera borealis|PF04563.18"	Denominator
"Paludisphaera sp001610895|PF04563.18"	Denominator
"Panacagrimonas perspica|PF04563.18"	Denominator
"Papillibacter cinnamivorans|PF04563.18"	Denominator
"Paraburkholderia kururiensis|PF04563.18"	Denominator
"Paraclostridium bifermentans_A|PF04563.18"	Denominator
"Paraclostridium sordellii|PF04563.18"	Denominator
"Paraferrimonas sedimenticola|PF02275.21"	Numerator
"Paralachnospira sp902363445|PF04563.18"	Denominator
"Paramuribaculum intestinale|PF02275.21"	Numerator
"Paramuribaculum intestinale|PF04563.18"	Denominator
"Paramuribaculum sp000431155|PF04563.18"	Denominator
"Paramuribaculum sp001689565|PF04563.18"	Denominator
"Paramuribaculum sp001701115|PF04563.18"	Denominator
"Paramuribaculum sp900551515|PF04563.18"	Denominator
"Parvibacter caecicola|PF04563.18"	Denominator
"PeH17 sp900542285|PF04563.18"	Denominator
"Pediococcus damnosus|PF04563.18"	Denominator
"Pelolinea submarina|PF04563.18"	Denominator
"Pelotomaculum thermopropionicum|PF04563.18"	Denominator
"Petroclostridium xylanilyticum|PF04563.18"	Denominator
"Phenylobacterium sp001429025|PF04563.18"	Denominator
"Phil1 sp001940855|PF04563.18"	Denominator
"Phil1 sp002069725|PF04563.18"	Denominator
"Phocea massiliensis|PF04563.18"	Denominator
"Photobacterium leiognathi|PF04563.18"	Denominator
"Phragmitibacter flavus|PF04563.18"	Denominator
"Pikeienuella piscinae|PF04563.18"	Denominator
"Pistricoccus aurantiacus|PF04563.18"	Denominator
"Porcincola intestinalis|PF04563.18"	Denominator
"Pradoshia sp001183965|PF02275.21"	Numerator
"Prevotella denticola|PF04563.18"	Denominator
"Prevotella loescheii|PF04563.18"	Denominator
"Prevotella multiformis|PF04563.18"	Denominator
"Prevotella pectinovora|PF04563.18"	Denominator
"Prevotella sp004555245|PF04563.18"	Denominator
"Prevotella sp900314915|PF04563.18"	Denominator
"Prevotella sp900317685|PF04563.18"	Denominator
"Prevotella sp902776665|PF04563.18"	Denominator
"Priestia megaterium|PF04563.18"	Denominator
"Prochlorococcus sp003215555|PF04563.18"	Denominator
"Proteiniphilum acetatigenes|PF04563.18"	Denominator
"Proteiniphilum sp012837345|PF04563.18"	Denominator
"Pseudoalteromonas ruthenica|PF04563.18"	Denominator
"Pseudoalteromonas undina|PF04563.18"	Denominator
"Pseudobutyricicoccus sp003477405|PF04563.18"	Denominator
"Pseudobutyrivibrio ruminis_A|PF04563.18"	Denominator
"Pseudodesulfovibrio piezophilus|PF04563.18"	Denominator
"Pseudoduganella sp001191005|PF04563.18"	Denominator
"Pseudoflavonifractor capillosus|PF04563.18"	Denominator
"Pseudomonas_C caeni|PF04563.18"	Denominator
"Pseudomonas_D pelagia|PF04563.18"	Denominator
"Pseudorhodoferax sp001422405|PF04563.18"	Denominator
"Pseudothermotoga_A caldifontis|PF04563.18"	Denominator
"Pusillimonas noertemannii|PF04563.18"	Denominator
"Pygmaiobacter massiliensis|PF04563.18"	Denominator
"Pyrococcus kukulkanii|PF04563.18"	Denominator
"QAKW01 sp003343605|PF04563.18"	Denominator
"QALR01 sp900552255|PF04563.18"	Denominator
"QAMM01 sp900552945|PF04563.18"	Denominator
"QGNO01 sp003228195|PF04563.18"	Denominator
"QHVH01 sp003222245|PF04563.18"	Denominator
"QNEE01 sp003645085|PF04563.18"	Denominator
"QWKK01 sp009911695|PF02275.21"	Numerator
"QWKK01 sp009911695|PF04563.18"	Denominator
"R196 sp004764705|PF04563.18"	Denominator
"R501 sp902809825|PF04563.18"	Denominator
"RBG-13-46-9 sp001804045|PF04563.18"	Denominator
"RBG-16-48-13 sp001775995|PF04563.18"	Denominator
"RBG-16-71-46 sp001780165|PF04563.18"	Denominator
"RCIO01 sp004000235|PF04563.18"	Denominator
"RUG099 sp001513255|PF04563.18"	Denominator
"RUG115 sp900066395|PF04563.18"	Denominator
"RUG11894 sp902773665|PF04563.18"	Denominator
"RUG13038 sp902789425|PF04563.18"	Denominator
"RUG13160 sp902786275|PF04563.18"	Denominator
"RUG13615 sp902790905|PF04563.18"	Denominator
"RUG472 sp902765005|PF04563.18"	Denominator
"RUG521 sp900319675|PF04563.18"	Denominator
"Rhizomicrobium palustre|PF04563.18"	Denominator
"Rhodoferax sp003415675|PF04563.18"	Denominator
"Rhodoligotrophos sp005281615|PF04563.18"	Denominator
"Rhodospirillum rubrum|PF04563.18"	Denominator
"Rhodovibrio salinarum|PF04563.18"	Denominator
"Rikenella microfusus|PF04563.18"	Denominator
"Robiginitomaculum_B sp002733735|PF04563.18"	Denominator
"Robinsoniella peoriensis|PF04563.18"	Denominator
"Romboutsia_B maritimum|PF04563.18"	Denominator
"Romboutsia_D lituseburensis|PF04563.18"	Denominator
"Romboutsia_D sp000686145|PF04563.18"	Denominator
"Roseburia hominis|PF04563.18"	Denominator
"Roseburia intestinalis|PF04563.18"	Denominator
"Roseburia inulinivorans|PF04563.18"	Denominator
"Roseburia sp001940165|PF04563.18"	Denominator
"Roseivivax isoporae|PF04563.18"	Denominator
"Rubellimicrobium thermophilum|PF04563.18"	Denominator
"Rubritalea squalenifaciens|PF04563.18"	Denominator
"Ruminiclostridium sufflavum|PF04563.18"	Denominator
"Ruminiclostridium termitidis|PF04563.18"	Denominator
"Ruminococcus flavefaciens_B|PF04563.18"	Denominator
"Ruminococcus sp002438605|PF04563.18"	Denominator
"Ruminococcus_B gnavus|PF04563.18"	Denominator
"Ruminococcus_C sp000433635|PF04563.18"	Denominator
"Ruminococcus_D albus|PF04563.18"	Denominator
"Ruminococcus_D sp000434695|PF04563.18"	Denominator
"Ruminococcus_D sp000621805|PF04563.18"	Denominator
"Ruminococcus_E bromii_B|PF04563.18"	Denominator
"Ruminococcus_E sp900100595|PF04563.18"	Denominator
"Ruminococcus_F champanellensis|PF04563.18"	Denominator
"Ruminococcus_G gauvreauii|PF04563.18"	Denominator
"Ruthenibacterium lactatiformans|PF04563.18"	Denominator
"Ruthenibacterium merdipullorum|PF04563.18"	Denominator
"S0819 sp009295635|PF04563.18"	Denominator
"S20-B6 sp002346745|PF04563.18"	Denominator
"SHUM01 sp009691245|PF04563.18"	Denominator
"SHVA01 sp009691195|PF04563.18"	Denominator
"SR-FBR-E99 sp002403305|PF04563.18"	Denominator
"SURF-21 sp003598015|PF04563.18"	Denominator
"SZUA-533 sp003250375|PF04563.18"	Denominator
"Saccharopolyspora spinosa|PF04563.18"	Denominator
"Salibacterium halotolerans|PF04563.18"	Denominator
"Salibacterium qingdaonense|PF04563.18"	Denominator
"Salinimicrobium terrae|PF04563.18"	Denominator
"Salipiger aestuarii|PF04563.18"	Denominator
"Salmonella enterica|PF04563.18"	Denominator
"Salsuginibacillus halophilus|PF04563.18"	Denominator
"Scatomonas sp003481995|PF04563.18"	Denominator
"Schaedlerella glycyrrhizinilytica_A|PF04563.18"	Denominator
"Schaedlerella sp000403295|PF04563.18"	Denominator
"Schaedlerella sp900066545|PF04563.18"	Denominator
"Scybalousia sp900543675|PF04563.18"	Denominator
"Secundilactobacillus odoratitofui|PF04563.18"	Denominator
"Sedimenticola selenatireducens|PF04563.18"	Denominator
"Selenomonas sputigena|PF04563.18"	Denominator
"Selenomonas_A ruminantium_G|PF04563.18"	Denominator
"Selenomonas_A sp000702005|PF04563.18"	Denominator
"Selenomonas_B ruminantium_A|PF04563.18"	Denominator
"Selenomonas_C bovis|PF04563.18"	Denominator
"Sellimonas intestinalis|PF04563.18"	Denominator
"Serratia_B rubidaea|PF04563.18"	Denominator
"Shewanella japonica|PF04563.18"	Denominator
"Shuttleworthia satelles|PF04563.18"	Denominator
"Sodaliphilus pleomorphus|PF04563.18"	Denominator
"Soleaferrea massiliensis|PF04563.18"	Denominator
"SpSt-190 sp011055945|PF04563.18"	Denominator
"Sporobacter termitidis|PF04563.18"	Denominator
"Sporofaciens sp000403455|PF04563.18"	Denominator
"Sporosarcina ureilytica|PF04563.18"	Denominator
"Staphylococcus argenteus|PF04563.18"	Denominator
"Staphylococcus aureus|PF04563.18"	Denominator
"Staphylococcus capitis|PF04563.18"	Denominator
"Staphylococcus condimenti|PF04563.18"	Denominator
"Staphylococcus epidermidis|PF04563.18"	Denominator
"Staphylococcus equorum|PF04563.18"	Denominator
"Staphylococcus gallinarum|PF04563.18"	Denominator
"Staphylococcus hominis|PF04563.18"	Denominator
"Staphylococcus lloydii|PF04563.18"	Denominator
"Staphylococcus lugdunensis|PF04563.18"	Denominator
"Staphylococcus saprophyticus|PF04563.18"	Denominator
"Staphylococcus simulans|PF04563.18"	Denominator
"Staphylococcus succinus|PF04563.18"	Denominator
"Staphylococcus ureilyticus|PF04563.18"	Denominator
"Staphylococcus xylosus|PF02275.21"	Numerator
"Staphylococcus xylosus|PF04563.18"	Denominator
"Staphylospora marina|PF04563.18"	Denominator
"Stella vacuolata|PF04563.18"	Denominator
"Stomatobaculum longum|PF04563.18"	Denominator
"Stomatobaculum naviforme|PF04563.18"	Denominator
"Stoquefichus sp001244545|PF04563.18"	Denominator
"Streptobacillus hongkongensis|PF04563.18"	Denominator
"Streptococcus mitis_AR|PF04563.18"	Denominator
"Streptococcus oralis_E|PF04563.18"	Denominator
"Streptococcus thermophilus|PF04563.18"	Denominator
"Succiniclasticum ruminis|PF04563.18"	Denominator
"Succiniclasticum sp900315805|PF04563.18"	Denominator
"Succiniclasticum sp900315925|PF04563.18"	Denominator
"Suipraeoptans intestinalis|PF04563.18"	Denominator
"Sulfuriferula_A nivalis|PF04563.18"	Denominator
"Sulfurimonas autotrophica|PF04563.18"	Denominator
"Sulfurimonas sp002781365|PF04563.18"	Denominator
"Sulfurimonas sp009258225|PF04563.18"	Denominator
"Sulfuritalea hydrogenivorans|PF04563.18"	Denominator
"Superficieibacter sp001187865|PF04563.18"	Denominator
"Symbiobacterium thermophilum|PF04563.18"	Denominator
"Symbiothrix dinenymphae|PF04563.18"	Denominator
"Syntrophomonas_B zehnderi|PF04563.18"	Denominator
"TMED14 sp002167805|PF04563.18"	Denominator
"Tahibacter aquaticus|PF04563.18"	Denominator
"Tc-Br11-B2g6-7 sp001564055|PF04563.18"	Denominator
"Tenacibaculum maritimum|PF04563.18"	Denominator
"Tepidanaerobacter acetatoxydans|PF04563.18"	Denominator
"Tepidimonas taiwanensis|PF04563.18"	Denominator
"Tepidiphilus succinatimandens|PF04563.18"	Denominator
"Teredinibacter purpureus|PF04563.18"	Denominator
"Thermaerobacter marianensis|PF04563.18"	Denominator
"Thermaerobacter subterraneus|PF04563.18"	Denominator
"Thermicanus aegyptius|PF04563.18"	Denominator
"Thermoclostridium sp001513105|PF04563.18"	Denominator
"Thermococcus eurythermalis|PF04563.18"	Denominator
"Thermococcus_A sp001317345|PF04563.18"	Denominator
"Thermodesulfatator indicus|PF04563.18"	Denominator
"Thermosulfurimonas_A marina|PF04563.18"	Denominator
"Thermus antranikianii|PF04563.18"	Denominator
"Thermus caliditerrae|PF04563.18"	Denominator
"Thioalbus denitrificans|PF04563.18"	Denominator
"Thiohalorhabdus denitrificans|PF04563.18"	Denominator
"Thiohalospira halophila|PF04563.18"	Denominator
"Thiolapillus sp003972985|PF04563.18"	Denominator
"Thiothrix lacustris|PF04563.18"	Denominator
"Tidjanibacter inops_A|PF04563.18"	Denominator
"Timonella senegalensis|PF04563.18"	Denominator
"Traorella massiliensis|PF02275.21"	Numerator
"Treponema_D porcinum|PF04563.18"	Denominator
"Turicibacter sanguinis|PF04563.18"	Denominator
