FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b
PF09587.13	0.0950679056468906	0.128154875172343	0	0	0.0389791593076651	0.0692562320846978	0.159352391879402	0.0616172415733498	0.11131932538575	0.154769387915455	0	0
PF19776.2	0	0.0264012488462985	0	0	0.0309784528435182	0	0	0	0	0.0389722636913648	0	0
PF19537.2	0	0	0	0	0	0	0	0	0.383078824608269	0	0	0
PF07441.14	0	0	0	0	0	0	0	0	0	0	0	0
PF02036.20	0.749297116988325	1.42651063684324	0	0.428732359748479	0	1.28531366754524	0	0	0.144372233961963	0	0	0
PF03309.17	0.495353824160114	0.0523125306229419	0	0.281322327591504	0.129141646061462	0.120736934586406	0.379577397456736	0.345337910078217	0.357960208923089	0.0828357036222205	0	0
PF10087.12	0	0	0	0	0	0	0	0	0	0	0	0
PF12672.10	0	0.0700197126286164	0	0	0	0.0523237755473319	0	0	0	0	0.0914607434329012	0
PF05119.15	0	0	0	0	0	0	0	0	0	0	0	0
PF12686.10	0	0	0	0.106138500296991	0	0	0.148516429231603	0.131253165269259	0.209202184920856	0.297693879154553	0	0.0880880358819234
PF18832.4	0	0	0.0850659512631344	0	0.0506358177322501	0	0	0	0	0	0	0.0622892110844546
PF04277.16	0.614534191088873	1.55525803033238	0	0.65489625791123	0.200812433768986	1.22308600232511	0.251936131561335	1.82983512464127	1.67760456122164	0.601516461067023	0.448769328119676	0.425941378950662
PF09827.12	0	0	0	0	0	0	0	0	0	0	0	0
PF08747.14	0	0.0718086621620082	0	0	0.0874249381843872	0.0536549435141059	0	0	0	0	0.0973179952298282	0
PF15978.8	0.0659995234691446	0	0	0	0	0	0	0	0	0.0345525261255598	0	0
PF06527.14	0.0659995234691446	0	0	0	0	0	0	0	0	0.0345525261255598	0	0
PF08722.14	0	0	0	0	0	0	0	0	0	0	0	0
PF08721.14	0	0	0	0	0	0	0	0	0	0	0	0
PF18657.4	0.171932332618537	0.181037134946047	0.586295551084284	0.410667103619196	0.128329212292476	0.188378016204751	0.232463269273672	0.334843284002026	0.304812407798732	0.163746365993557	0.219525254328039	0.218490316748375
PF14205.9	0	0.243171796128121	0	1.01067120004916	0.258124337689862	0.922197669568613	0	0	0.766157649216539	0.385499332128546	0	0
PF08843.14	0.338003335715988	0.0463645582889894	2.70076011625307	0.227741023697847	0.100353232073472	0.227292493100113	0.11023998470217	0.108378819424906	0.478529564211953	0.243694507739452	0.111109308325086	0.0565348909982268
PF13338.9	0.210388372647129	0	0	0	0	0.0510192309398933	0	0	0.473984290897492	0.219965427830596	0	0.100518062654289
PF18864.4	0	0	0	0	0	0.0438752961848726	0	0	0	0	0.0766797008096312	0
PF14430.9	0	0	0	0	0	0	0	0	0	0	0	0
PF04365.16	1.2161067429116	1.51633413475234	0	0.766503492206542	0.342370187212999	1.50730811213759	0	1.05638399639863	1.38575016945098	0	0.706001654957571	0
PF13788.9	0	0	0	0	0.122253620628753	0	0	0	0	0.180305649406773	0	0
PF04191.16	0	0	0	0	0	0	0	0	0	0	0	0
PF02592.18	0.73690731474863	0.411663495174394	0	0.517850193556316	0	0.316578365858204	0.420275998342735	0.383940127173485	0.394162912164587	0.190441580891019	0	0.340687041479782
PF06508.16	0.20052418394091	0	0	0.314790160375233	0.0756093253267397	0.224576910447894	0.142684131688817	0.129030442856339	0	0.104973678007386	0.0849869388152451	0.174680991620597
PF06397.15	0	0	0	0	0	0	0.25955317589317	0	0	0	0	0
PF01880.21	0.331093638313081	0.107450917833662	0	0.19593224504844	0	0	0.515026930554228	0.238478419897586	0	0.346664571383673	0.561338893125436	0.310142206460137
PF12676.10	0	0	0	0	0.072942423172024	0	0	0	0	0	0.081579673227005	0
PF03690.16	0	0	0	0	0	0	0	0	0	0	0	0
