FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b
PF10396.12	0.961	4.175	2.643	2.136	1.353	4.618	1.533	2.356	1.11	3.622	2.953	3.088
PF12631.10	0.961	4.175	2.643	2.136	1.353	4.618	1.533	2.356	1.11	3.648	2.953	3.088
PF08274.15	0	0	0.912	0	0.732	0	0	0.137	0.347	0.083	0.272	0.191
PF03831.17	0	0	0.912	0	0.732	0	0	0.137	0.347	0.083	0.272	0.191
PF00044.27	638.828	2207.536	59.657	1821.558	783.933	2303.736	480.07	799.252	709.174	1531.808	1091.852	1724.321
PF02800.23	641.829	2217.431	59.8	1835.535	787.109	2327.161	482.461	801.053	712.022	1537.765	1095.118	1729.962
PF04394.17	0	0	0.695	0	0.242	0	0	0	0	0	0	0.125
PF00380.22	12.817	116.5	6.413	68.199	51.389	197.611	37.345	51.641	31.224	62.946	45.081	53.855
PF00572.21	28.186	126.834	4.701	122.697	92.478	222.018	78.176	83.922	53.393	96.3	74.902	98.632
PF11858.11	0.036	0	0.089	0	0.171	0	0	0.544	0.369	0.862	0.216	0.684
PF10502.12	9.709	23.02	4.67	29.755	12.87	41.944	15.922	21.971	11.707	18.356	17.256	20.608
PF09182.13	0.038	0	1.793	0	0.606	0.125	0.059	0.172	0.049	0.139	0.392	0.554
PF03764.21	168.775	620.316	91.519	499.887	286.655	846.675	279.083	301.319	204.763	385.955	398.605	573.776
PF00177.24	63.011	405.188	18.83	469.626	213.573	681.545	212.628	199.395	118.591	289.06	234.846	275.493
PF00164.28	58.306	278.736	8.713	348.203	175.766	517.82	176.572	194.25	97.827	225.64	190.805	230.178
PF00768.23	7.634	44.411	3.629	23.718	9.24	55.851	12.123	17.703	10.684	14.641	9.761	10.729
PF07943.16	2.048	11.348	1.675	4.876	3.515	16.648	2.734	3.386	2.625	3.527	3.242	3.616
PF06800.15	0.14	0.147	3.663	0	1.595	0	0.109	0.647	0.275	0.132	0.267	0.226
PF06962.15	0.269	1.145	0.866	0.972	1.239	0.587	0.689	1.571	0.876	1.056	0.76	1.497
PF16199.8	1.208	6.317	0.956	2.476	2.51	4.724	1.627	2.428	1.287	2.727	2.644	3.554
PF13167.9	9.918	16.723	6.466	11.967	6.96	19.008	14.988	17.114	7.118	12.854	5.448	7.385
PF16360.8	9.918	16.723	6.466	11.967	6.96	19.008	14.988	17.114	7.118	12.854	5.524	7.385
PF01985.24	2.68	12.168	0.985	4.736	2.352	22.384	4.499	5.562	4.179	5.033	2.503	4.213
PF02410.18	2.701	18.517	4.016	11.59	7.14	21.177	4.234	5.137	3.495	7.592	8.901	8.978
PF05636.14	0.533	5.991	0.235	1.515	0.609	7.104	0.546	1.225	1.015	1.965	1.212	2.335
PF01709.23	9.486	34.704	5.341	24.419	21.183	41.688	12.947	23.289	11.752	28.02	22.393	31.588
PF06445.18	10.009	32.734	5.17	54.688	62.264	38.033	23.704	21.638	24.436	21.926	13.733	15.811
PF03167.22	5.771	38.517	4.995	11.294	8.251	40.352	6.366	10.546	7.444	12.209	8.749	10.188
PF17754.4	0	0	0.029	0	0	0	0	0	0	0	0	0
PF01165.23	310.62	1242.888	61.11	1032.166	382.552	1224.911	533.872	464.333	518.99	847.199	632.848	599.381
PF00162.22	93.151	521.938	51.534	161.893	100.163	472.915	88.092	154.226	129.997	300.464	181.326	302.957
PF02733.20	14.761	15.163	3.705	28.345	4.589	56.886	9.384	12.505	7.729	9.96	8.087	14.488
PF17785.4	0.808	2.805	1.381	0.41	2.196	3.969	0.705	1.645	0.766	2.352	2.097	2.559
PF06874.14	5.261	25.716	0.811	13.016	3.028	24.292	6.539	13.514	7.591	7.262	3.774	3.019
PF03486.17	2.335	18.188	2.507	6.852	4.603	26.148	4.907	6.154	2.832	4.374	4.418	4.601
PF01256.20	3.049	6.961	3.877	3.432	4.725	7.684	2.661	4.574	2.616	5.713	5.436	7.903
PF04545.19	80.789	346.973	162.83	156.89	91.696	395.752	68.805	115.154	82.107	143.308	111.57	112.765
PF05128.15	0.054	0.056	0.24	0.108	0.02	0.083	0.074	0.083	0	0	0	0
PF02664.18	2.249	7.955	2.035	7.483	3.711	6.663	4.221	6.098	5.246	9.597	5.357	12.213
PF14526.9	13.052	21.901	2.03	22.211	7.336	32.913	7.893	12.058	9.069	18.328	5.247	2.484
PF03952.19	22.093	61.123	23.793	32.891	89.896	39.472	19.039	98.557	71.45	214.687	201.129	367.781
PF00113.25	22.203	61.123	23.808	33.156	89.911	39.512	19.108	98.741	71.592	214.687	201.129	367.14
PF02361.19	1.994	17.331	1.568	4.279	2.084	30.133	2.848	4.19	2.617	6.084	1.991	1.603
PF08503.13	0.311	0.739	0.125	0	0.944	0.314	0.211	2.919	2.281	2.276	0.742	4.968
PF00163.22	62.46	306.713	45.027	234.387	112.34	424.238	156.185	159.63	93.785	191.407	143.041	169.066
PF09371.13	3.573	8.233	3.316	5.276	6.765	11.447	3.988	5.565	3.314	5.302	7.524	5.639
PF16921.8	3.52	8.233	3.365	5.276	6.827	11.447	3.988	5.402	3.337	5.169	7.441	5.617
PF17674.4	3.941	12.901	4.014	6.602	7.376	16.814	4.229	5.973	3.774	6.167	7.992	5.854
PF00962.25	3.31	2.825	1.315	5.013	3.042	6.033	2.498	3.455	2.292	1.499	2.87	2.65
PF07288.14	0	0.557	0.678	0	0.367	0	0.633	0	0.508	0.268	0.423	0.877
PF00814.28	5.582	27.079	4.24	12.265	5.963	32.169	8.006	11.84	7.443	16.083	8.719	12.386
PF12974.10	0.043	0.412	0.39	1.006	0.185	1.838	0.154	0.316	0.087	0	0.1	0.344
PF08706.14	0.457	0.492	3.645	0.423	1.708	0.446	0.305	0.169	0.372	0.29	0.411	0.124
PF19263.2	0.207	0.239	4.109	0.519	2.051	0.37	0.284	0.159	0.149	0.253	0.446	0.308
PF03288.19	0.454	0.331	3.532	0.56	1.624	0.207	0.271	0.097	0.372	0.26	0.178	0.155
PF02872.21	1.205	6.459	2.871	5.997	5.958	18.533	0.549	1.544	1.363	3.204	6.473	10.186
PF08534.13	1.346	11.355	2.176	2.705	6.021	10.441	1.051	5.856	6.595	8.416	13.113	8.323
PF17900.4	0.12	0.469	1.158	0.218	1.287	0.35	0.389	0.434	0.29	0.226	0.225	5.599
PF01433.23	0.17	0.469	1.434	0.662	1.427	0.467	0.47	0.476	0.47	0.37	0.26	5.599
PF11838.11	0.097	0.375	1.091	0.218	1.253	0.426	0.389	0.37	0.274	0.18	0.21	5.599
PF16916.8	1.198	3.642	0.732	3.289	1.223	4.823	1.467	3.772	2.2	4.592	2.903	4.778
PF09250.14	0.039	0.046	1.772	0	0.919	0.14	0	0.021	0	0	0.138	0
PF08708.14	0.039	0	1.75	0	0.928	0.14	0	0	0	0	0.117	0
PF02229.19	0.408	0	1.521	0.817	2.374	1	0.965	0.203	0.616	0.254	0.615	0.291
PF11877.11	0	0	0.088	0	0.059	0	0.061	0	0	0	0	0
PF09515.13	0.1	1.827	0.661	1.559	0.86	1.389	0.322	0.478	0.486	0.52	0.431	1.189
PF03180.17	0.461	18.205	2.964	2.394	2.676	15.983	1.796	4.339	2.917	5.238	0.734	5.383
PF09383.13	0.447	13.039	0.896	1.75	0.797	10.742	0.539	1.624	1.966	3.032	0.832	2.854
PF07155.15	3.678	62.76	1.597	10.322	1.822	64.334	6.584	10.756	9.763	17.866	4.244	4.242
PF12558.11	0.414	10.584	0.162	1.389	0.156	14.371	0.886	0.799	0.383	1.628	0.34	0.262
PF01497.21	4.694	34.74	9.033	10.369	16.453	31.372	6.175	9.856	5.092	14.152	14.075	17.561
PF00578.24	11.312	26.611	8.499	19.809	20.215	22.396	8.934	19.776	15.748	24.553	22.693	41.009
PF13192.9	1.302	4.506	1.071	5.733	1.199	5.054	2.687	7.453	3.848	3.189	1.248	2.806
PF03717.18	8.616	63.704	3.927	19.125	7.35	72.428	11.845	16.805	10.513	18.595	9.219	11.874
PF02132.18	5.547	44.776	4.953	13.695	6.408	56.92	7.392	10.005	5.85	10.537	7.021	9.289
PF13662.9	5.844	44.838	5.718	13.755	6.658	57.4	7.571	10.615	6.146	10.821	7.496	9.772
PF01820.24	5.678	12.986	2.843	9.006	8.124	12.998	3.798	8.54	4.738	10.975	9.57	11.002
PF07478.16	5.853	13.119	2.812	10.992	7.646	13.829	4.051	8.932	5.233	11.035	9.57	11.002
PF12911.10	9.676	34.028	2.201	18.764	10.433	37.967	12.413	22.528	14.531	27.517	16.887	31.011
PF16658.8	5.414	18.758	4.889	14.347	5.624	18.175	7.339	9.705	7.628	12.901	7.031	8.556
PF01149.27	0.676	5.35	0.531	3.403	1.238	1.793	0.809	3.815	2.719	7.903	4.686	7.085
PF06831.17	0.658	5.35	0.565	3.403	1.289	1.793	0.809	3.815	2.615	7.935	4.686	7.085
PF00154.24	7.368	27.685	8.246	18.844	11.962	53.719	9.888	18.178	11.167	24.082	21.869	30.074
PF01928.24	0.563	4.168	4.773	1.379	2.253	4.841	0.453	0.864	0.412	3.812	2.393	3.012
PF05675.15	0	0	0.756	0	0.26	0	0	0	0	0	0	0
PF00160.24	6.299	14.901	3.71	10.445	11.661	19.795	10.516	17.072	8.86	19.501	19.476	31.015
PF03601.17	1.741	2.714	1.905	8.89	4.53	25.275	2.167	2.614	2.088	3	3.529	6.559
PF03595.20	0	0	1.119	0	0.599	0	0.099	0	0.102	0	0.119	0.134
PF02568.17	2.045	16.643	2.158	4.652	3.962	19.394	5.85	6.282	4.353	8.298	4.922	8.557
PF02566.22	0.075	0.305	0.398	0.298	0.201	0	0	0.865	0.185	0.403	1.428	2.859
PF00579.28	11.33	58.389	8.939	26.181	16.63	65.38	14.429	19.148	15.935	25.426	19.239	23.657
PF05343.17	2.133	6.219	1.727	11.538	3.489	11.939	4.267	10.212	3.552	7.839	7.605	13.192
PF14794.9	0.095	0	0.176	0.095	0.296	0.171	0.075	0.543	0.061	0.176	0.441	0.757
PF00166.24	22.452	104.403	13.737	120.278	53.645	161.935	66.242	98.519	52.865	92.228	61.575	103.298
PF00118.27	33.711	131.533	33.309	169.404	96.056	221.945	103.215	122.233	65.097	124.247	100.87	116.668
PF12706.10	7.834	28.046	5.48	15.313	13.046	42.926	10.441	20.538	13.182	24.183	18.353	29.47
PF13426.10	0.503	1.113	0.951	3.185	0.43	2.586	0.892	1.498	0.497	0.5	0.718	0.787
PF02223.20	0.477	6.828	0.819	0.456	0.628	6.395	0.075	1.215	0.713	2.015	1.297	1.124
PF04468.15	7.248	33.595	5.698	12.806	15.602	32.596	9.14	13.209	7.197	14.761	19.636	19.364
PF06156.16	0	0	0.597	0	0.193	0	0.276	0.2	0	0.17	0	0.768
PF18376.4	0.016	0	0.264	0	0.022	0	0.099	0.193	0	0	0.049	0
PF00081.25	0.753	2.453	2.167	2.257	6.252	2.184	0.983	1.393	2.418	2.467	12.03	11.838
PF02777.21	0.753	2.453	2.214	2.257	6.252	2.184	0.983	1.393	2.418	2.467	12.03	11.838
PF02554.17	1.265	2.293	3.637	2.195	4.816	4.144	1.2	2.653	1.753	3.617	6.51	8.108
PF13722.9	0.89	1.946	2.466	1.696	2.966	3.653	1.052	1.941	1.319	2.766	3.807	5.299
PF02255.19	11.127	31.582	6.167	25.573	22.09	64.567	9.79	78.521	53.19	184.109	176.542	318.544
PF01653.21	1.795	12.487	2.008	4.494	3.11	16.292	3.303	5.976	3.295	6.856	3.383	6.06
PF03120.19	1.795	12.487	1.987	4.494	3.11	16.292	3.303	5.976	3.295	6.646	3.383	6.06
PF03119.19	0.741	2.564	1.424	2.801	2.287	3.652	2.296	4.424	2.3	4.232	2.168	4.553
PF12826.10	2.676	17.152	2.314	6.721	3.837	22.294	4.404	7.75	3.804	8.469	3.903	6.566
PF00533.29	1.795	12.487	2.315	4.494	3.11	16.292	3.303	5.976	3.295	6.646	3.383	6.19
PF17912.4	298.959	1017.207	52.182	835.483	300.022	909.761	240.125	237.644	285.132	554.024	303.71	428.381
PF01855.22	104.388	259.533	33.019	300.662	118.892	406.11	119.212	191.885	127.312	249.51	176.031	276.533
PF17147.7	92.035	211.976	29.011	277.888	108.111	366.169	110.517	174.779	118.832	221.731	158.288	254.418
PF01558.21	115.849	266.375	31.805	300.244	119.221	404.183	119.047	192.097	125.762	262	173.279	273.087
PF10371.12	85.913	186.235	24.867	268.835	93.504	351.411	104.303	140.554	95.639	161.202	120.715	181.145
PF12838.10	318.919	474.648	70.504	581.138	274.089	772.183	249.409	337.984	288.04	422.199	366.381	492.507
PF19293.2	4.863	33.628	3.498	8.064	6.07	43.715	7.718	8.926	7.676	20.181	9.142	12.583
PF02457.19	4.863	33.628	3.549	8.064	6.07	43.715	7.763	9.014	7.825	20.181	9.142	12.583
PF02878.19	44.401	244.117	25.571	82.731	54.107	225.624	37.934	76.122	48.911	127.361	101.28	162.496
PF02879.19	44.355	243.79	25.446	82.565	53.91	225.445	37.803	76.122	48.852	127.18	101.218	162.359
PF02880.19	44.355	243.79	25.446	82.565	53.819	225.445	37.845	76.132	48.766	127.186	101.238	162.706
PF00408.23	35.974	118.845	24.445	66.103	49.761	133.21	33.719	70.425	44.3	108.415	96.258	156.679
PF20434.1	1.106	1.61	0.96	2.598	1.847	5.002	2.254	3.498	0.993	1.44	2.27	2.469
PF02367.20	1.853	6.954	1.53	4.507	6.02	10.247	4.317	4.433	4.699	5.175	9.377	12.501
PF04761.15	0	0	1.196	0	0.246	0	0.141	0	0	0	0	0
PF03374.17	0	0	0.073	0	0	0	0	0.123	0	0	0.031	0.085
PF20037.2	1.806	54.109	1.038	10.46	1.083	46.23	1.54	2.879	2.555	7.716	1.739	2.234
PF04936.15	0	0	0	0	0	0	0	0	0	0	0	0
PF04883.15	0.753	0.837	1.004	0.71	0.391	0.289	0.568	0.278	0.281	1.359	0.269	0.086
PF20155.2	0.083	0.218	0.143	0.099	0.083	2.112	0.044	0.047	0.075	0.29	0.034	0.024
PF01464.23	4.558	6.932	3.726	11.209	9.836	18.343	7.205	8.218	5.371	7.011	10.601	13.736
PF01416.23	5.631	36.093	3.481	10.209	5.922	41.932	5.377	9.97	5.811	8.866	6.746	10.334
PF06210.14	0	0	0.317	0	0.072	0	0	0.061	0	0	0.192	0
PF11151.11	0	0	0.587	0	1.067	0	0	0.459	0.198	0.28	0	0.972
PF05014.18	0.122	0	0.344	0.728	0.262	0.198	0.131	0.048	0	0	0.375	0.135
PF03641.17	0.047	0.113	1.225	0.217	0.838	0	0.082	0.613	0.352	0.253	0.852	2.075
PF03006.23	9.492	100.161	1.286	24.955	4.233	34.324	7.06	9.838	3.598	10.6	3.37	2.103
PF13472.9	6.236	47.255	7.262	23.081	14.57	52.644	8.129	11.828	9.101	20.047	19.602	25.315
PF00933.24	14.008	38.958	10.596	29.431	27.244	55.471	20.637	25.33	14.303	16.298	27.948	24.291
PF00216.24	39.595	437.752	11.51	125.174	101.533	413.623	75.953	128.046	70.665	149.79	96.426	165.781
PF06543.15	0	0	0	0	0.114	0	0	0	0	0	0	0
PF05154.19	0.071	1.205	0.945	0	3.64	0	0.677	0.215	1.07	0.262	1.925	5.948
PF05272.14	0.296	1.124	2.731	0.825	1.12	3.178	0.535	0.497	0.442	0.479	0.573	0.264
PF00916.23	0.166	0.455	2.047	0.733	1.718	0.133	0.307	0.478	0.23	0.369	0.603	0.268
PF01740.24	0.528	2.845	2.061	1.92	2.321	4.511	0.456	0.555	0.802	1.051	2.17	3.016
PF04586.20	0.239	1.695	0.95	0.064	0.215	0.058	0.091	0.397	0.335	0.287	0.094	0
PF19127.3	174.473	378.129	8.933	448.068	94.1	447.54	313.388	724.597	338.008	340.101	74.461	196.252
PF00877.22	29.032	182.188	29.767	64.827	56.921	193.666	55.697	89.294	53.035	109.005	72.891	92.551
PF03838.17	1.061	6.325	0.672	3.223	1.044	2.971	2.331	3.281	3.837	6.801	2.674	5.324
PF06908.14	0.058	0	2.411	0.24	1.723	0.522	0.186	0.534	0.158	0.812	0.518	0.578
PF05256.15	0.055	0	0.809	0	0.143	0	0	0.159	0.27	0.295	0.083	0.445
PF00459.28	0.4	1.034	1.575	1.447	5.494	0.351	0.186	0.955	0.603	0.325	4.456	4.354
PF05697.16	25.531	100.419	11.824	41.323	36.572	107.642	32.107	50.592	25.739	70.287	60.981	72.878
PF00254.31	24.196	104.849	23.884	48.641	54.134	129.488	37.638	65.5	30.984	80.688	87.004	96.51
PF05698.17	18.063	95.605	8.851	42.395	16.607	124.731	37.659	55.77	25.478	57.809	31.024	44.926
PF01807.23	6.434	20.297	8.803	11.409	11.08	32.114	6.19	14.072	8.881	16.396	13.837	18.573
PF08275.14	6.13	19.833	4.631	10.78	9.799	23.63	5.619	13.213	8.579	15.763	13.538	18.32
PF13155.9	7.527	20.222	11.405	18.723	18.967	25.862	7.912	21.668	10.138	17.183	17.302	23.215
PF10410.12	6.13	19.762	3.691	10.697	9.537	23.561	5.578	13.197	8.403	15.732	13.437	18.17
PF03979.17	18.599	41.246	19.597	31.003	16.055	54.461	19.232	31.281	18.9	26.794	15.206	21.306
PF00140.23	22.449	51.907	23.223	38.619	33.361	58.704	20.496	38.035	25.578	47.516	33.184	44.494
PF04542.17	120.228	494.765	88.124	216.91	177.327	485.932	108.295	169.071	115.505	189.602	173.217	208.871
PF04539.19	43.368	123.657	28.856	86.518	58.11	150.615	49.533	77.719	54.5	77.565	58.703	67.2
PF02082.23	5.352	17.875	2.061	16.565	3.338	18.138	7.238	17.629	13.007	18.441	8.237	13.713
PF01327.24	4.678	14.385	4.749	11.59	9.193	16.671	7.592	8.961	6.881	10.835	7.336	9.618
PF12344.11	3.005	9.418	4.688	7.674	7.745	19.836	3.703	7.696	4.272	10.382	10.38	11.508
PF02151.22	3.654	15.593	4.375	13.314	5.622	27.02	5.762	12.042	6.671	15.119	8.982	13.24
PF07977.16	7.296	14.043	2.446	9.104	4.547	8.487	5.507	4.943	4.318	5.21	7.344	9.606
PF03332.16	0	0	0.683	0	0.416	0	0	0	0	0	0	0
PF02441.22	4.999	59.444	4.17	17.897	8.31	87.081	5.036	5.362	4.117	18.741	9.292	10.271
PF04127.18	4.759	58.247	3.15	7.068	7.894	81.23	4.705	5.255	3.732	18.557	9.292	10.158
PF01361.24	5.756	19.297	0.937	12.068	6.815	8.15	6.409	11.082	5.898	10.41	4.705	5.164
PF03073.18	0	0	0.049	0	0	0	0	0	0	0	0.093	0
PF06966.15	0	0	0.08	0.079	0.027	0	0.019	0	0	0	0	0
PF06486.14	4.148	1.363	1.208	16.721	3.465	1.378	13.437	8.272	8.402	6.198	3.144	3.898
PF00265.21	1.1	6.026	2.241	0.812	2.47	1.411	0.739	2.01	1.052	4.585	3.845	3.875
PF11967.11	1.899	6.105	3.196	2.598	6.733	11.121	3.287	8.062	6.007	9.689	5.536	12.902
PF02565.18	1.945	6.293	3.196	3.05	6.733	11.45	3.287	8.131	6.007	9.597	5.536	12.902
PF17827.4	2.077	5.094	2.2	5.199	2.939	5.634	3.155	3.885	3.047	5.895	3.681	7.272
PF01300.21	5.285	14.655	4.245	6.89	7.535	15.955	5.657	7.922	5.555	10.884	9.724	15.768
PF00464.22	8.779	33.9	2.773	14.505	11.82	33.066	10.899	15.992	10.101	22.426	15.678	26.07
PF13702.9	0.04	0.309	0.324	0.166	0.24	0.27	0.08	0.116	0.087	0	0.187	0.171
PF00389.33	40.244	124.866	18.736	76.48	21.543	86.587	30.28	73.491	39.271	83.972	37.201	74.863
PF00708.21	1.196	0.998	0.626	3.706	1.138	1.066	2.289	5.499	2.314	10.792	4.086	7.746
PF00258.28	16.143	32.535	6.78	30.691	6.687	32.93	7.871	31.928	19.776	45.26	22.551	43.46
PF03631.18	1.151	5.409	1.789	2.228	1.579	6.89	1.027	1.763	1.061	2.877	1.893	2.677
PF04138.17	3.216	22.541	2.8	5.505	8.061	20.678	4.164	4.341	4.937	5.587	8.28	11.669
PF04280.18	0	0	0.062	0	0	0.068	0	0	0	0	0.061	0.256
PF06961.16	0.491	2.186	0.083	0.86	0.507	2.685	1.13	2.794	0.416	0.384	0.341	0.227
PF02603.19	8.727	53.799	1.904	18.963	6.93	52.769	9.085	16.058	9.133	18.784	7.341	13.73
PF07475.15	8.727	53.799	1.904	18.963	6.93	52.769	9.085	16.058	9.133	18.784	7.341	13.73
PF06103.14	0.319	0.582	0.543	1.427	3.859	2.055	0.448	6.598	3.956	2.306	1.986	14.925
PF12732.10	1.546	6.686	6.401	2.554	33.771	2.034	0.564	1.279	1.659	3.534	39.918	49.915
PF02705.19	0.168	1.123	1.855	0.384	1.199	0.174	0.223	0.135	0.331	0.685	1.241	1.313
PF01715.20	2.32	8.845	1.931	4.452	3.282	8.996	2.494	3.562	2.236	5.099	4.241	5.452
PF01145.28	75.132	286.92	60.906	154.109	63.63	257.865	73.647	179.736	96.728	186.275	76.979	136.807
PF17768.4	3.557	7.833	3.182	3.409	8.186	7.239	1.671	3.879	2.102	6.287	9.245	9.306
PF10141.12	0.027	0	0.194	0	0.038	0	0.043	0	0.016	0.048	0.041	0.028
PF05066.16	0.378	0.863	1.375	0.612	2.806	0.41	0.588	4.083	2.49	2.635	2.411	6.557
PF02618.19	7.069	24.635	61.515	7.329	5.177	42.858	11.253	13.716	5.552	14.32	18.021	15.336
PF03449.18	11.049	39.182	4.849	24.417	43.191	42.658	15.502	30.065	14.193	41.84	45.274	50
PF01272.22	11.049	38.807	4.887	24.909	43.191	42.658	15.502	30.065	14.193	41.84	45.274	50
PF05848.14	0.068	0.814	0.241	0	0.633	0	0.311	1.802	0.255	0.244	1.504	3.018
PF17727.4	0.068	0.814	0.241	0	0.633	0	0.311	1.802	0.255	0.244	1.504	3.018
PF02482.22	73.515	401.172	59.482	243.869	100.676	259.24	48.208	167.048	120.356	220.866	152.085	295.999
PF16321.8	59.897	380.006	23.534	231.815	52.953	254.361	47.388	160.218	114.346	203.788	77.053	175.529
PF00676.23	2.331	3.203	1.777	6.344	4.279	2.952	1.836	15.406	3.889	3.916	7.155	16.156
PF13612.9	1.358	4.164	20.593	1.456	6.352	1.575	1.098	0.904	1.133	1.743	3.657	3.668
PF10437.12	0.154	0.637	1.321	0.368	2.25	0.391	0.336	3.606	1.432	0.622	3.342	3.942
PF02901.18	327.808	1027.656	50.111	863.243	430.901	957.727	246.159	336.813	308.187	551.668	375.739	513.627
PF01228.24	359.978	2085.627	50.318	1071.83	440.783	1643.394	283.417	362.732	364.125	731.841	363.124	533.455
PF06071.16	6.849	45.307	5.842	9.594	10.979	36.16	7.914	11.923	6.896	16.707	12.011	17.755
PF01121.23	3.723	11.473	2.626	6.309	5.333	16.398	4.416	11.551	6.504	11.369	7.897	11.939
PF00289.25	1.995	2.527	2.144	2.905	1.311	2.921	2.881	1.321	1.292	1.231	1.555	1.572
PF02785.22	1.995	2.527	2.144	2.905	1.311	2.921	2.785	1.321	1.292	1.231	1.555	1.572
PF02436.21	73.063	269.726	20.641	165.738	64.358	298.601	86.964	107.89	76.227	163.576	92.138	110.358
PF00285.24	6.627	31.037	1.397	17.874	6.3	38.98	7.714	12.354	6.754	13.848	5.238	9.653
PF00574.26	13.375	63.646	6.972	40.689	38.71	82.79	24.929	31.906	17.848	35.634	41.393	48.509
PF05738.16	0.072	0.221	0.025	0	0	0.024	0.06	0.015	0.012	0.267	0.069	0
PF01026.24	3.643	17.156	3.91	8.783	4.807	15.48	4.114	9.786	5.875	8.519	7.937	5.937
PF13331.9	0.142	0.876	0.216	0	0.977	0.183	0.374	1.902	1.098	4.476	1.234	2.747
PF00398.23	18.726	27.814	3.178	11.075	9.921	17.013	6.433	13.918	8.83	28.502	13.441	15.998
PF08207.15	33.863	167.137	15.864	91.934	56.418	149.191	53.292	64.49	53.504	94.125	64.072	81.906
PF01132.23	33.863	167.137	15.864	91.934	56.418	149.191	53.292	64.49	53.504	94.125	64.072	81.906
PF09285.14	35.65	169.04	15.864	91.934	56.418	151.476	55.284	66.596	54.397	94.339	64.072	81.906
PF02446.20	8.785	36.66	1.792	20.199	6.69	35.664	7.787	19.055	13.19	27.739	13.497	25.089
PF01654.20	0.477	0.981	1.982	0.639	2.489	0.143	0.471	1.379	0.684	2.019	2.958	4.956
PF02322.18	0.431	1.006	1.329	0.215	1.909	0.204	0.31	2.021	0.814	0.899	3.546	6.784
PF09855.12	0.07	0	0.471	0	0.096	0	0.221	0	0	0	0	0
PF02504.18	50.359	85.517	7.502	104.221	47.204	138.219	40.703	54.074	36.272	45.421	32.035	30.481
PF14437.9	0.926	5.594	3.601	2.433	3.713	4.196	1.022	1.641	1.325	2.723	4.979	5.916
PF01055.29	29.396	48.136	4.576	49.355	7.673	80.051	20.104	21.808	12.797	30.245	15.746	27.149
PF03061.25	5.726	17.277	6.746	15.301	9.557	22.722	9.798	10.045	6.18	13.254	12.89	16.8
PF16582.8	0.582	0.676	0.177	0.29	0.174	0.197	0.086	0.332	0.235	0.962	0.055	0.232
PF07085.15	2.288	9.419	1.847	7.59	2.566	8.51	4.963	7.89	4.178	11.999	3.92	10.566
PF13840.9	1.77	4.542	2.026	8.281	5.261	9.66	4.216	3.058	2.496	2.704	6.004	6.323
PF01734.25	3.738	32.56	2.275	5.339	6.047	31.735	3.325	9.318	6.978	16.781	7.304	15.282
PF01281.22	16.655	75.094	5.263	24.955	24.967	68.225	13.602	23.36	14.066	44.479	22.806	24.137
PF03948.17	16.655	75.094	5.301	25.253	25.018	68.495	13.602	23.531	14.211	44.479	22.806	23.85
PF00772.24	6.901	41.179	4.545	11.708	9.354	59.876	7.014	12.055	8.554	17.274	15.996	16.422
PF03796.18	6.799	40.37	4.559	10.995	9.388	58.801	7.089	12.11	8.489	16.834	15.534	16.057
PF06257.14	2.84	14.864	0.631	11.858	2.04	10.496	3.895	5.987	2.519	4.445	0.556	1.635
PF02390.20	2.936	30.576	3.938	5.481	4.545	21.253	3.097	10.905	6.225	15.984	8.583	16.264
PF07319.14	0.034	0	0.187	0	0.072	0.18	0	0.298	0.124	0	0.2	0.457
PF01695.20	8.329	71.888	40.543	20.284	25.431	62.237	9.852	15.454	10.901	21.13	9.345	14.397
PF13599.9	0.473	0.537	1.876	1.306	1.212	1.259	0.653	0.97	0.598	1.2	0.443	0.59
PF14714.9	3.649	14.714	4.177	6.515	10.463	18.223	5.398	8.491	7.428	11.316	11.047	15.241
PF13151.9	2.269	10.601	5.124	10.479	5.247	11.812	3.22	3.028	4.583	5.385	7.459	11.144
PF16555.8	0.024	0	0.054	0	0.058	0	0.067	0	0	0	0.025	0.035
PF03788.17	0.948	6.476	1.972	1.697	1.159	3.579	1.421	2.896	0.489	0.79	0.442	1.395
PF02576.20	2.844	12.646	9.133	7.286	24.762	11.804	4.828	9.071	6.491	14.783	29.892	31.914
PF17384.5	2.031	5.468	3.2	5.54	3.981	10.659	4.62	7.311	5.431	10.062	6.075	9.062
PF08529.14	5.256	27.521	9.637	14.002	19.056	25.829	11.853	16.096	11.433	23.576	25.481	26.853
PF13184.9	5.283	27.521	9.637	14.002	19.056	26.022	11.853	16.096	11.433	23.576	25.481	26.853
PF04296.16	4.466	20.484	2.535	6.967	4.307	20.839	11.146	10.446	11.821	12.861	9.388	8.715
PF01248.29	1.737	14.889	0.502	9.552	4.086	12.27	7.003	7.465	9.164	11.228	3.742	9.969
PF04760.18	11.323	62.713	26.189	34.267	33.917	74.413	30.185	34.542	22.757	40.864	38.096	44.968
PF11987.11	6.718	34.736	18.846	19.087	24.839	39.767	16.377	20.225	13.657	26.279	29.94	35.361
PF02033.21	3.12	27.475	2.507	16.308	5.631	31.117	9.536	14.328	11.259	17.462	9.628	15.465
PF20511.1	2.918	23.576	5.679	4.319	16.952	23.945	1.612	8.874	5.771	17.336	24.797	47.832
