FeatureID	Name	GO_Term	condition	datatype	JTK_pvalue	JTK_BH.Q	JTK_period	JTK_adjphase	JTK_amplitude	LS_pvalue	LS_BH.Q	LS_period	LS_adjphase	LS_amplitude	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP
PF00203.24	Ribosomal protein S19	translation	NA	metaT	0.000755028774330245	0.183849506549415	24	19	1.46331877643834	0.121138165885808	1	21.4070351758794	16.7822720104008	6.09228089474607	0.00094202827183798	0.179908928778469	22.7035175879397	17.8861406113049	3.55850038872665	2.29603266727974	0.645224790350898
PF17389.5	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain	NA	NA	metaT	0.000755028774330245	0.183849506549415	20	7	0.102874084486421	0.0850953246526107	1	20	8.20671690988505	0.328747358608727	0.000684432216208841	0.177320305592129	20	7.60335845494252	0.16255300159131	0.1169914166139	0.1169914166139
PF04383.16	KilA-N domain	NA	NA	metaT	0.000755028774330245	0.183849506549415	24	5	0.273768833579562	0.10295286103046	1	24	4.51125975455853	0.887245741002621	0.000813254639710048	0.177320305592129	24	4.75562987727926	0.548394522538919	0.295258186956075	0.295258186956075
PF03852.18	DNA mismatch endonuclease Vsr	mismatch repair	NA	metaT	0.000755028774330245	0.183849506549415	24	5	0.0745548718004521	0.0647052222138246	1	23.9325842696629	4.8688793620899	0.224347656779742	0.000533814770099506	0.175431886822478	23.9662921348314	4.93435723337306	0.12165629964212	0.0966683383418228	0.0966683383418228
PF20240.1	Domain of unknown function (DUF6597)	NA	NA	metaT	0.000755028774330245	0.183849506549415	24	5	0.0990255217823676	0.0888115564413835	1	21.9023136246787	5.17758162725335	0.32928802083647	0.000711456070927818	0.177320305592129	22.9511568123393	5.10350657922654	0.127404104643441	0.20059056503939	0.20059056503939
PF01757.25	Acyltransferase family	NA	NA	metaG	0.000755028774330245	0.270977213370555	20	11	1.59637588616644	0.065793678751121	1	20	9.07155330848147	6.0095070223416	0.000541965791028387	0.25932543587653	20	10.0357766542407	2.02457286195372	2.32823656265705	1.14998902060275
PF00494.22	Squalene/phytoene synthase	biosynthetic process	NA	metaT	0.000953486683134792	0.215975820784486	20	9	0.00987864872903832	0.199248728988596	1	20	8.6161445126967	0.046202420448404	0.00181784971341459	0.229946184528027	20	8.80807225634835	0.0151714484773287	0.019104163305598	0.019104163305598
PF18818.4	Zincin-like metallopeptidase	NA	NA	metaT	0.000953486683134792	0.215975820784486	24	7	0.0932618190742457	0.0717910210769106	1	20.5301204819277	5.41712356067168	0.302739079024521	0.000724862003299132	0.177320305592129	22.2650602409638	6.18444227696018	0.108818869565699	0.201773580720267	0.201773580720267
PF16464.8	Domain of unknown function (DUF5045)	NA	NA	metaT	0.000953486683134792	0.215975820784486	24	7	0.0525006194079923	0.092350039436678	1	20.5301204819277	5.36005584369028	0.186078466284631	0.000910268509199841	0.177320305592129	22.2650602409638	6.15349710648435	0.0658367513109094	0.125125715592205	0.125125715592205
PF00158.29	Sigma-54 interaction domain	regulation of transcription, DNA-templated	NA	metaG	0.000953486683134792	0.270977213370555	20	11	0.492056949759474	0.142906410161254	1	21.734693877551	9.16804947390836	1.7324149347085	0.0013490971602268	0.308487033232387	20.8673469387755	10.1396145804972	0.761330341805615	0.668399400138519	0.668399400138519
PF00318.23	Ribosomal protein S2	translation	NA	metaT	0.00115194459193934	0.218625152566854	24	19	0.768596959431867	0.0761863841262664	1	21.6243654822335	18.0184343246137	3.29454345786966	0.000907541088620012	0.177320305592129	22.8121827411168	18.5339119893463	2.41276374720302	1.07685703847942	0.446316818100304
PF06874.14	Firmicute fructose-1,6-bisphosphatase	gluconeogenesis	NA	metaT	0.00115194459193934	0.218625152566854	24	7	0.075920008492227	0.0308853005273282	1	23.1521739130435	5.18250304216198	0.257219153816405	0.000400032901621938	0.164563584201917	23.5760869565217	6.07687631929307	0.175930277535896	0.0710655834851296	0.0710655834851296
PF00916.23	Sulfate permease family	sulfate transport	NA	metaT	0.00115194459193934	0.218625152566854	24	7	0.0776403812616129	0.0417148122227123	1	23.7325905292479	8.23643877145907	0.225247366469491	0.000525855392199737	0.175431886822478	23.866295264624	7.62192201446314	0.134277093911925	0.0640068517854139	0.0640068517854139
PF14058.9	PcfK-like protein	NA	NA	metaT	0.00115194459193934	0.218625152566854	20	7	0.483049984858046	0.0757547318441694	1	20.3341288782816	5.40694943990275	1.12606537420922	0.000902895024547767	0.177320305592129	20.1670644391408	6.21049935004085	0.419845448075503	0.643068877959124	0.643068877959124
PF12904.10	Putative collagen-binding domain of a collagenase	NA	NA	metaT	0.00115194459193934	0.218625152566854	20	7	0.00846761591171588	0.0707102652587248	1	20	5.47595542435426	0.0259858353372518	0.00084838476235094	0.177320305592129	20	6.23797771217713	0.0110548746220997	0.0138047342227794	0.0138047342227794
PF14136.9	Domain of unknown function (DUF4303)	NA	NA	metaT	0.00115194459193934	0.218625152566854	20	7	0.169755530747593	0.0681438475664209	1	21.1940298507463	5.35572159031981	0.34901353488804	0.000820494833358443	0.177320305592129	20.5970149253732	6.206905708645	0.146580499783295	0.181714389042665	0.181714389042665
PF06685.14	Protein of unknown function (DUF1186)	NA	NA	metaT	0.00115194459193934	0.218625152566854	20	5	0.0519534475785449	0.1232836077602	1	20.780487804878	5.09055120139541	0.182774308097328	0.00140021579430982	0.209182347214117	20.390243902439	5.04625748567258	0.073416936608679	0.0934142744786083	0.0934142744786083
PF01636.26	Phosphotransferase enzyme family	NA	NA	metaG	0.00115194459193934	0.270977213370555	20	11	0.660685068595837	0.0848745013580821	1	20	9.25050316405232	1.82895160902563	0.00100047660058999	0.295855223317327	20	10.1252515820262	0.765376997581792	0.696915100794814	0.696915100794814
PF00375.21	Sodium:dicarboxylate symporter family	NA	NA	metaG	0.00115194459193934	0.270977213370555	20	19	0.493669045067531	0.0822561404174068	1	20	16.7326656791931	1.48277671306654	0.000972581298978703	0.295855223317327	20	17.8663328395966	1.02285884692018	0.556282437339223	0.54385063883857
PF13735.9	tRNA nucleotidyltransferase domain 2 putative	NA	NA	metaG	0.00115194459193934	0.270977213370555	20	11	0.203274814320726	0.0574041177053434	1	21.9587628865979	9.77362042441994	0.49050363476023	0.000702522714458365	0.268169801493812	20.9793814432989	10.4381837850984	0.248913324377987	0.213315969382431	0.213315969382431
PF04408.26	Helicase associated domain (HA2)	NA	NA	metaG	0.00115194459193934	0.270977213370555	20	11	0.0964348444782038	0.177443240300498	1	20	9.04381772443285	0.93352096564898	0.00194090685635118	0.308487033232387	20	10.0219088622164	0.236640495389695	0.345669641794257	0.345669641794257
PF03065.18	Glycosyl hydrolase family 57	carbohydrate metabolic process	NA	metaG	0.00115194459193934	0.270977213370555	20	9	0.129271175544826	0.0395027899628849	1	20	8.83557985064525	0.326247010195794	0.000500450060856972	0.25932543587653	20	8.91778992532262	0.109180291986287	0.152828230031426	0.152828230031426
PF17668.4	Acetyltransferase (GNAT) domain	NA	FT	metaT	0.00121693121693122	0.224842641583382	24	9	0.0109267181560845	0.698924130548558	1	20	8.80316716730608	0.116612057476608	0.00686356918345632	0.492556414851387	22	8.96674194201834	0.0301851527743487	0.0472055388670761	0.0472055388670761
PF17999.4	Pullulanase N1-terminal domain	NA	FT	metaT	0.00121693121693122	0.224842641583382	24	9	0.00548453986639996	0.26522646534734	1	20	8.64009667826217	0.0202185845100788	0.00291731804785222	0.404280030738118	22	8.87705317304419	0.0062628875712443	0.00894153564091682	0.00894153564091682
PF14337.9	Abortive infection alpha	NA	NA	metaT	0.00144014769369286	0.218625152566854	24	23	0.00948882972712983	0.350433385005869	1	24	20.9999263197062	0.0560638418936772	0.00433596997114793	0.349027665446123	24	21.9999631598531	0.0196759761051473	0.0191340722291623	0.0191340722291623
PF05015.16	RelE-like toxin of type II toxin-antitoxin system HigB	NA	NA	metaT	0.00144014769369286	0.218625152566854	20	5	0.057635696260366	0.207621279968436	1	21.5696202531646	5.02650347682895	0.185779610382518	0.00272544809912412	0.276519421723634	20.7848101265823	5.01990839873157	0.0657293300166217	0.100950836992262	0.100950836992262
PF02493.23	MORN repeat	NA	NA	metaT	0.00144014769369286	0.218625152566854	24	7	0.195242479339535	0.0347554517839381	1	21.6793893129771	5.81531893798191	0.447191387521986	0.000545699073273398	0.175431886822478	22.8396946564886	6.39406948407862	0.192091025708576	0.234237629058908	0.234237629058908
PF14871.9	Hypothetical glycosyl hydrolase 6	NA	NA	metaT	0.00144014769369286	0.218625152566854	20	7	0.00787429607246079	0.0884313404556109	1	20	5.3017213898753	0.0241730590056387	0.00126953514953443	0.209182347214117	20	6.15086069493765	0.00883123567601569	0.0148217662451259	0.0148217662451259
PF18823.4	Inorganic Pyrophosphatase	NA	NA	metaT	0.00144014769369286	0.218625152566854	24	7	0.0148135896807274	0.044760620880927	1	20.0470588235294	6.10103654919026	0.101809415211907	0.000686482939362243	0.177320305592129	22.0235294117647	6.56303830332489	0.0343721733419677	0.0721454867029553	0.0721454867029553
PF14059.9	Domain of unknown function (DUF4251)	NA	NA	metaT	0.00144014769369286	0.218625152566854	24	7	0.00316071378879462	0.0369125994406527	1	20.9336609336609	6.40519836149864	0.00690651650713712	0.00057636759530999	0.175431886822478	22.4668304668305	6.71356851687895	0.00254016436702368	0.00415015899036288	0.00415015899036288
PF15711.8	Interleukin-like EMT inducer	NA	NA	metaT	0.00144014769369286	0.218625152566854	24	5	0.00101760698676302	0.653750521368854	1	24	1.00007368029384	0.00718957192744652	0.00750188731690826	0.450798782255106	24	3.00003684014692	0.00223496278339034	0.00233787881142577	0.00233787881142577
PF18763.4	ddrB-like ParB superfamily domain	NA	NA	metaT	0.00144014769369286	0.218625152566854	24	7	0.0147451782486487	0.0451254339046433	1	20.0470588235294	6.08410407702757	0.101335137960226	0.00069155046960756	0.177320305592129	22.0235294117647	6.55373736791158	0.034201423741627	0.0718773666595658	0.0718773666595658
PF07432.16	Histone H1-like protein Hc1	NA	NA	metaT	0.00144014769369286	0.218625152566854	24	7	0.0307426309924799	0.157205491783066	1	20.3827751196172	5.41911370790319	0.0989149153360162	0.00212661478063525	0.252600341016919	22.1913875598086	6.18622634041282	0.0400855168258917	0.062564319834994	0.062564319834994
PF00926.22	3,4-dihydroxy-2-butanone 4-phosphate synthase	riboflavin biosynthetic process	NA	metaG	0.00144014769369286	0.270977213370555	24	11	0.12233876235917	0.157560158294394	1	20	9.10475508636723	0.497820958866928	0.00213090122343296	0.308487033232387	22	10.0492819641686	0.143385399769516	0.188334508356667	0.188334508356667
PF00925.23	GTP cyclohydrolase II	NA	NA	metaG	0.00144014769369286	0.270977213370555	24	11	0.12233876235917	0.157560158294394	1	20	9.10475508636723	0.497820958866928	0.00213090122343296	0.308487033232387	22	10.0492819641686	0.143385399769516	0.188334508356667	0.188334508356667
PF01578.23	Cytochrome C assembly protein	cytochrome complex assembly	NA	metaG	0.00144014769369286	0.270977213370555	20	9	0.172133001512414	0.191872386505697	1	20	8.93864092691048	0.980662376762698	0.00254051001127242	0.320849864587049	20	8.96932046345524	0.275993305965068	0.402218158860297	0.402218158860297
PF04172.19	LrgB-like family	NA	NA	metaT	0.00172835079544638	0.218625152566854	24	7	0.0808849793532578	0.0944980169693931	1	20	6.36623356034875	0.227914897834466	0.00158748748916704	0.209182347214117	22	6.70976179152515	0.133678258901925	0.0952168294990671	0.0952168294990671
PF00654.23	Voltage gated chloride channel	chloride transport	NA	metaT	0.00172835079544638	0.218625152566854	24	7	0.119103067552625	0.043243952301553	1	20.6295399515739	7.54195298536801	0.398307011702179	0.000784888581287335	0.177320305592129	22.314769975787	7.3332653816304	0.212544362721813	0.157891873156031	0.157891873156031
PF13305.9	Tetracyclin repressor-like, C-terminal domain	NA	NA	metaT	0.00172835079544638	0.218625152566854	24	5	0.0760664452453674	0.0638555852824259	1	23.027027027027	5.09484419884127	0.279174982490793	0.00111597835023158	0.201289428356586	23.5135135135135	5.05056520049328	0.149671684059264	0.124318011039353	0.124318011039353
PF05857.14	TraX protein	NA	NA	metaT	0.00172835079544638	0.218625152566854	20	7	0.406942694509705	0.0497557584409196	1	20	5.75198659863072	0.894144689762552	0.000891017022838003	0.177320305592129	20	6.37599329931536	0.446159072231909	0.424999458300182	0.424999458300182
PF09335.14	SNARE associated Golgi protein	NA	NA	metaT	0.00172835079544638	0.218625152566854	20	9	0.0825750231642229	0.122614590421624	1	20	6.80445727966145	0.246835971576554	0.00200462388885803	0.24104983552441	20	7.90222863983073	0.177002024020523	0.0888296273411721	0.0888296273411721
PF18483.4	Bacterial lectin	NA	NA	metaT	0.00172835079544638	0.218625152566854	24	5	0.000751527580912577	0.0415244367119034	1	21.4609571788413	5.28509106485525	0.00156127346919815	0.000756590982486594	0.177320305592129	22.7304785894206	5.16662331370161	0.000615126468686477	0.000999432227787333	0.000999432227787333
PF00416.25	Ribosomal protein S13/S18	translation	NA	metaT	0.00172835079544638	0.218625152566854	20	19	1.27540436074599	0.0631034845675624	1	20.2375296912114	16.9621265556676	4.37074749568574	0.00110412639736124	0.201289428356586	20.1187648456057	17.9877050813872	2.89750979528729	1.34824862060511	0.465312877560585
PF00164.28	Ribosomal protein S12/S23	translation	NA	metaT	0.00172835079544638	0.218625152566854	24	19	1.99685556474323	0.0902996735296627	1	20	16.948665494918	6.28954937208828	0.00152405141763323	0.209182347214117	22	18.0300993555382	4.14822848236135	2.85591340396434	0.688465791146256
PF00166.24	Chaperonin 10 Kd subunit	protein folding	NA	metaT	0.00172835079544638	0.218625152566854	24	21	1.14342409239988	0.211416120547722	1	24	20.9999433978763	4.85403776117598	0.00325737450243346	0.30216026336859	24	20.9999716989382	2.31768579790906	1.5299965989111	0.660139782662262
PF02592.18	Putative vitamin uptake transporter	queuosine salvage	NA	metaT	0.00172835079544638	0.218625152566854	24	17	0.25142924994393	0.319955421908898	1	24	18.1565860936472	0.690690345008931	0.00470054842268774	0.363359854261735	24	17.5782930468236	0.390508817691978	0.195658986073338	0.195658986073338
PF01965.27	DJ-1/PfpI family	NA	NA	metaT	0.00172835079544638	0.218625152566854	20	7	0.458828039345002	0.0763993944794027	1	20.1418439716312	5.52998600224684	1.26572758018191	0.00131151909516591	0.209182347214117	20.0709219858156	6.26766845779212	0.739984137696424	0.48989380224088	0.48989380224088
PF07745.16	Glycosyl hydrolase family 53	NA	NA	metaT	0.00172835079544638	0.218625152566854	24	5	0.155915698928516	0.0595498858651224	1	24	4.49220142610723	0.419915760028179	0.00104791440295682	0.196282428553835	24	4.74610071305361	0.255276442131859	0.123650835170239	0.123650835170239
PF18573.4	BclA C-terminal domain	NA	NA	metaT	0.00172835079544638	0.218625152566854	20	7	0.0316945153631653	0.23059667916689	1	20	5.63200852707798	0.102746140453682	0.00351828620054384	0.308721690029703	20	6.31600426353899	0.0481826766610266	0.0530433577197936	0.0530433577197936
PF19278.2	Hydantoinase/oxoprolinase C-terminal domain	NA	NA	metaT	0.00172835079544638	0.218625152566854	24	5	0.00875596916564881	0.0362414563712594	1	22.303664921466	5.32548166001599	0.0205428787993854	0.000668856750892566	0.177320305592129	23.151832460733	5.17564920299193	0.00961053637982624	0.0106273547645623	0.0106273547645623
PF13204.9	Protein of unknown function (DUF4038)	NA	NA	metaT	0.00172835079544638	0.218625152566854	20	7	0.0391362979275951	0.461790667022385	1	20	8.50050446195628	0.140126567028306	0.00649142679784365	0.430385842555955	20	7.75025223097814	0.0756919073066431	0.0521340092933578	0.0521340092933578
PF19700.2	Family of unknown function (DUF6198)	NA	NA	metaT	0.00172835079544638	0.218625152566854	20	9	0.0205021862572007	0.0425320373533679	1	20	8.67068951298886	0.0766754215007471	0.000773187400920361	0.177320305592129	20	8.83534475649443	0.0265966449463335	0.0293844015271607	0.0293844015271607
PF14282.9	FlxA-like protein	NA	NA	metaT	0.00172835079544638	0.218625152566854	24	17	2.5391395786775	0.136798429278275	1	22.8418230563003	16.930439340299	14.1502262969919	0.00221063439357805	0.258922245823296	23.4209115281501	16.9747370392745	4.97719200997879	8.63032359627701	1.73397441347934
PF10066.12	Uncharacterized conserved protein (DUF2304)	NA	NA	metaT	0.00172835079544638	0.218625152566854	24	7	0.0340054562559339	0.119299521173709	1	24	7.67458485246054	0.0778339272645831	0.0019560773178996	0.240953535548873	24	7.33729242623027	0.0439515181886132	0.0168351140215123	0.0168351140215123
PF02806.21	Alpha amylase, C-terminal all-beta domain	carbohydrate metabolic process	NA	metaG	0.00172835079544638	0.270977213370555	24	13	0.232334167701298	0.140460394165895	1	24	12.6877947688831	0.995180052198026	0.002263397863834	0.312348905209093	24	12.8438973844415	0.583189203379385	0.32059422663492	0.32059422663492
PF05193.24	Peptidase M16 inactive domain	NA	NA	metaG	0.00172835079544638	0.270977213370555	20	11	0.514408350631736	0.338198666086257	1	20	9.10625187965968	2.51162215493486	0.00493615165099914	0.374674138242506	20	10.0531259398298	1.09433202476645	0.785712081189629	0.717983265962917
PF07244.18	Surface antigen variable number repeat	NA	NA	metaG	0.00172835079544638	0.270977213370555	20	11	0.410713859836418	0.105026265801968	1	20	9.05225694999715	2.64865718607723	0.00174517875900659	0.308487033232387	20	10.0261284749986	0.72712800350258	1.02197106325005	1.02197106325005
PF01103.26	Omp85 superfamily domain	NA	NA	metaG	0.00172835079544638	0.270977213370555	20	11	0.102678479112433	0.108018272631016	1	20	9.05174964184424	0.667370408996767	0.00178965151277866	0.308487033232387	20	10.0258748209221	0.182929220800819	0.25725597868235	0.25725597868235
PF07717.19	Oligonucleotide/oligosaccharide-binding (OB)-fold	NA	NA	metaG	0.00172835079544638	0.270977213370555	20	11	0.060695371523217	0.117466751190629	1	20	9.03757200315223	0.531292469895594	0.00192916978217206	0.308487033232387	20	10.0187860015761	0.13850327211925	0.198681774429135	0.198681774429135
PF11898.11	Domain of unknown function (DUF3418)	NA	NA	metaG	0.00172835079544638	0.270977213370555	20	11	0.060695371523217	0.117466751190629	1	20	9.03757200315223	0.531292469895594	0.00192916978217206	0.308487033232387	20	10.0187860015761	0.13850327211925	0.198681774429135	0.198681774429135
PF05977.16	Transmembrane secretion effector	NA	FA	metaT	0.00173133450911229	1	24	5	0.00872556628026752	0.125560708682655	1	22.9268292682927	5.05005248866614	0.0287889936728602	0.00205079726129431	1	23.4634146341463	5.0282282942999	0.0169610240307281	0.0116562304308424	0.0116562304308424
