FeatureID	Name	rab.all	rab.win.FA	rab.win.NA	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	diffexpr
PF00692.22	dUTPase	0.754420943583651	1.46350237076599	-0.304032081950922	1.77947300587357	2.82191386204918	-0.538238854713176	0.2245170033051	0.0639881387697971	0.195678198585026	0.119722677322677	0.258410838105309	none
PF06605.14	Prophage endopeptidase tail	2.71783824775737	3.5199635147526	1.4011369129435	2.12867255667454	2.19995658945484	-0.850447679438777	0.131245866014785	0.0270557110352711	0.124866904329273	0.0266893106893107	0.107420275360231	none
PF18013.4	Phage tail lysozyme	-0.854252153964611	-0.593056871571528	-0.989407643444681	0.0658779418906228	4.40907031984745	-0.0140440941702328	0.493333333580291	0.615869564891272	0.749794695536838	0.6740003996004	0.79163948174336	none
PF01551.25	Peptidase family M23	5.20242129270374	5.54536904573083	4.81460740438321	0.674546534000324	0.576616102989233	-1.01582701456738	0.154666691122907	0.0216844348392875	0.103132057856313	0.0450973026973027	0.142254341458452	none
PF10651.12	BppU N-terminal domain	-0.172136591663447	2.28324124960753	-2.71663331553813	4.98902008399758	2.90917237507375	-1.65822722926968	0.0160002846278131	0.00203287199559094	0.0262872159155041	0.00137942057942058	0.0158090620130137	up
PF00005.30	ABC transporter	9.01716330402381	9.61497301157499	8.65024062550171	0.917641827774026	0.365956671492889	-2.31783505219458	0.0186544736402646	9.41156380213101e-05	0.00659416123167292	0.000777622377622378	0.0131764060446165	up
PF12848.10	ABC transporter	5.03253396884628	5.16034864395525	4.94136266368944	0.263332291550438	0.73829174802922	-0.306580961305765	0.332666673645881	0.276404448875647	0.464587480663408	0.383214385614386	0.553655460853829	none
PF06971.16	Putative DNA-binding protein N-terminus	1.39020613775856	1.64357391929824	1.22521257611023	0.28847103632093	2.05905197388946	-0.0983097350652897	0.433044639430472	0.613860285610899	0.746974853999577	0.627557642357642	0.755835776688351	none
PF02629.22	CoA binding domain	2.1119098989531	2.27218262235011	1.93697136196703	0.284344787927869	1.78649454986446	-0.0954848964626313	0.414666669921978	0.655901779422425	0.779102524669791	0.613945254745255	0.7465006322747	none
PF00156.30	Phosphoribosyl transferase domain	4.94492566257735	5.4771477277037	3.91218366136986	1.47025424896312	0.725478396914768	-1.55033938814628	0.122584975818035	0.00205537076888108	0.0317842455794795	0.0185150849150849	0.0852718922429545	up
PF01979.23	Amidohydrolase family	5.08571819747078	5.51578629061143	4.81824196858681	0.625922403431573	0.786124374988475	-0.752651991303366	0.225183225757369	0.0731851142851727	0.21501766453089	0.100362837162837	0.244561638640065	none
PF00730.28	HhH-GPD superfamily base excision DNA repair protein	3.2944181313309	3.67505563496042	2.98688494406037	0.74042541238916	1.37605756324932	-0.428767136437932	0.2613333447812	0.143902739333887	0.324998549386265	0.201291508491508	0.370737107073199	none
PF10576.12	Iron-sulfur binding domain of endonuclease III	-0.580287215911874	-0.943437103848446	-0.164586035889535	-1.13963680037985	4.06494174184147	0.240517771993389	0.381079285142026	0.512846838294704	0.664034779946328	0.490953846153846	0.641273137971344	none
PF01784.21	NIF3 (NGG1p interacting factor 3)	1.69437266485	2.53647987813483	0.256214407219434	2.35467920414278	2.38857625509234	-0.875637704082333	0.10126586329702	0.019664878755225	0.103993788277975	0.0152983016983017	0.071451289702459	up
