cluster index	parent mass	RTMean	component	#Scan#	Compound_Name
26687	292.15751798882064	3.463559	-1		
18381	292.164515034637	2.3067944	-1		
6012	292.1756836304216	1.1236879	-1		
17659	292.17580746059195	2.043363	-1		
13315	292.17580819631604	1.8353381	-1		
13454	292.20189587987545	1.8248686	-1		
21192	292.2121242989281	2.4796107	500		
25430	292.2237803584157	3.2169347	-1		
26747	292.2269912881127	3.472961	-1		
28255	292.22722353212976	3.9522114	-1		
15837	293.01349503229693	2.0130484	-1		
24541	293.02106650691024	3.019169	-1		
21681	293.04217328138145	2.5518188	-1		
12354	293.1267601352652	1.7675148	-1		
7438	293.13468576880393	1.4304594	-1		
17424	293.1358794599908	2.1688523	-1		
24716	293.1360394060576	3.018129	-1		
18208	293.1501989466608	2.1847072	-1		
7041	293.1614832281595	1.3521627	-1		
21889	293.175002647396	2.561465	-1		
12531	293.178743128753	1.8063763	-1		
13814	293.1861479464968	1.8550065	371		
9509	293.1888212162357	1.5739722	-1		
41109	293.21067802161554	8.8462515	1	41109.0	Spectral Match to 9(S)-HpOTrE from NIST14
39169	293.2106992105601	8.699287	-1		
26176	293.2108960768417	3.3381796	-1		
44380	293.2109169198002	9.046157	-1	44380.0	Spectral Match to trans-EKODE-(E)-Ib from NIST14
23856	293.2110572727933	2.9210293	-1		
34588	293.2111332773312	7.0306563	-1		
22484	293.21119510580905	2.671085	-1		
796	293.21802367544035	0.4102576	-1		
39818	293.2470681669136	8.739212	1	39818.0	Spectral Match to 13(S)-HODE methyl ester from NIST14
46080	293.24719563030936	9.153001	1	46080.0	Spectral Match to 9Z,11E,13E-Octadecatrienoic acid methyl ester from NIST14
48047	293.24709097190515	9.996664	-1		
49347	293.24710493348294	10.719072	-1	49347.0	Spectral Match to 9Z,11E,13E-Octadecatrienoic acid methyl ester from NIST14
42555	293.2471071214431	8.958793	1	42555.0	Spectral Match to 9Z,11E,13E-Octadecatrienoic acid methyl ester from NIST14
19403	294.1105436783127	2.295028	-1		
2149	294.11852867742124	0.58412385	214		
20714	294.1318973543547	2.3994899	-1		
26293	294.1444293582129	3.3822372	-1	26293.0	Murrangatin
8020	294.1445354966476	1.4833354	152		
2928	294.154673123354	0.633947	214	2928.0	Massbank:PR310824 N-Fructosyl isoleucine
27016	294.154819218085	3.540347	-1		
10418	294.1786478936216	1.6238291	-1		
3635	294.1804586205968	0.73020774	-1		
21890	294.18049248012335	2.5386946	-1		
2313	294.1807882942722	0.58039844	-1		
17186	294.2072581364258	2.0958989	-1		
15504	294.2277156640976	2.0314264	-1		
41705	294.2425490183392	8.858139	1		
40452	294.26410493673256	8.767515	-1		
807	294.9388614562648	0.39671272	-1		
49459	294.9388622849796	10.758669	-1		
21489	295.09650142016005	2.5170763	-1		
14807	295.1155079142314	1.9446803	-1		
7490	295.1273007083629	1.4374282	-1		
5304	295.1289219452924	0.96914995	-1	5304.0	Spectral Match to Phe-Glu from NIST14
9405	295.1292946963013	1.5760765	96	9405.0	Spectral Match to Glu-Phe from NIST14
11307	295.12933832169944	1.6867052	21		
13749	295.1297071969939	1.8570821	152		
26019	295.15195559094326	3.216681	-1		
16585	295.1519808251241	2.08473	-1		
18825	295.1519809087921	2.2082899	-1		
34639	295.1524969917791	7.0803404	-1		
8345	295.16536347141243	1.5814303	96	8345.0	Spectral Match to Ile-Tyr from NIST14
11756	295.16552043519533	1.7203465	21	11756.0	Spectral Match to Tyr-Ile from NIST14
24428	295.19027824054655	3.0067108	-1		
40387	295.1905249768636	8.752961	-1		
4946	295.21308442861346	0.9515432	-1		
38282	295.2267538725322	8.64553	1	38282.0	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14
43526	295.2267241342011	8.966631	1	43526.0	Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14
36061	295.22680571452923	7.7674336	1		
40782	295.22683414688066	8.773392	-1		
32514	295.2269211015071	5.8521047	-1		
32841	295.2269226506109	6.051397	-1		
30576	295.2269328895434	5.0250854	-1		
46881	295.2628808478274	9.470175	-1		
45783	295.2629898176004	9.176387	-1	45783.0	methyl (9Z,12Z)-octadeca-9,12-dienoate
1805	295.2873930496524	0.48929417	-1		
19652	296.06851756605045	2.321552	-1		
11771	296.09192444506255	1.7214173	-1		
33218	296.1313844800931	6.2660913	360		
28880	296.1315527548106	4.249889	360		
9218	296.1350209097148	1.5607302	-1		
5871	296.1359895705385	1.0849788	-1		
16764	296.1394426211027	2.0602756	-1		
5291	296.143081019177	0.96619487	-1	5291.0	(S)-2-amino-5-ureidopentanoic acid
4893	296.15881021046346	0.9429172	-1		
7358	296.15928649855294	1.4764559	-1		
16204	296.15969677880315	2.0040665	-1		
11071	296.18551287418546	1.67321	21		
44869	296.2581646127039	9.083105	-1		
42435	296.25826273561523	8.951595	1		
49675	296.9655752467866	10.779579	-1		
562	296.97022693189706	0.3840942	-1		
8270	297.07534434035074	1.5023812	-1		
13852	297.088417017116	1.8685622	-1		
3905	297.10168810242897	0.7560085	143		
30314	297.1054152859588	4.878561	-1		
2612	297.10771441400766	0.6022824	-1		
4403	297.1083700365396	0.82257247	-1		
29515	297.11049853682	4.525631	-1		
28558	297.1105217112187	4.0908494	-1		
13371	297.12788681134464	1.8499125	-1		
13264	297.1308072310725	1.8496405	-1		
19832	297.1313695892896	2.3096392	-1		
3794	297.1376177946664	0.7471433	143		
3002	297.144569550298	0.66030127	217		
5753	297.144832538373	1.0539825	217		
6532	297.145086434895	1.2549202	217		
14228	297.145195395442	1.8947917	-1		
15864	297.1454463764211	2.0150986	-1		
20102	297.1457285341534	2.360778	217		
15285	297.167891259794	2.0019584	-1		
23109	297.1681859788007	2.7599204	-1		
24752	297.1681864494446	3.050518	-1		
21217	297.16824231256	2.4964435	217		
12633	297.1812165699348	1.791955	-1		
18312	297.18214738566763	2.2011776	-1		
31663	297.1852592891497	5.5013437	-1		
44252	297.24235802288854	9.044665	1	44252.0	Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14
31227	297.24240006995296	5.2547565	-1	31227.0	Spectral Match to 9(10)-EpOME from NIST14
37895	297.24242260628694	8.52474	1	37895.0	Spectral Match to 9(10)-EpOME from NIST14
34180	297.2425013922927	6.8234997	-1		
30623	297.242504197204	5.038054	-1		
38855	297.24252187800323	8.634189	1	38855.0	Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14
42361	297.2425327881895	8.92225	1	42361.0	Spectral Match to 9(10)-EpOME from NIST14
600	297.2765838833729	0.3771458	-1		
17185	298.0663238439339	2.1110961	-1		
7436	298.09069493162303	1.4235142	-1		
9475	298.0972156822594	1.5756168	-1	9475.0	5'-METHYLTHIOADENOSINE
5005	298.11464048983714	0.836794	-1	5005.0	Nelarabine
5505	298.1287627442499	1.0135425	214		
33362	298.1483226769935	6.3979087	-1		
6543	298.14833925576704	1.2525862	385		
3854	298.1514546985327	0.74986327	-1		
8110	298.1753265405072	1.4910603	-1		
11117	298.1762778408175	1.6742542	-1		
6902	298.1868941903873	1.3333973	92		
22689	298.20138161891015	2.7121556	359		
14212	298.2227765537528	1.9751868	371		
11535	298.2239413911988	1.7018582	371		
643	298.2604439617882	0.39275342	-1		
44313	298.2739076879285	9.067997	1		
41503	298.27410199970166	8.862023	1	41503.0	Spectral Match to Palmitoleoyl ethanolamide from NIST14
6894	298.6888848946947	1.3139671	92		
10509	298.7941889015656	1.6632849	-1		
10780	299.08121190295213	1.6563059	-1	10780.0	5'-Methylthioinosine
5769	299.08974497902693	1.052964	-1		
19091	299.090639103558	2.263774	-1		
22976	299.0906395773879	2.7485695	-1		
31774	299.0907540447102	5.558205	5	31774.0	Afrormosin CollisionEnergy:205060
26294	299.1004447711138	3.381591	-1		
27019	299.1103098482406	3.5395973	-1		
3722	299.1140462927808	0.73781645	86		
4475	299.1140466439925	0.8431391	86		
28143	299.1257162232228	3.9040697	-1		
19977	299.12846492967446	2.353769	-1		
17347	299.14750919965473	2.118615	-1		
6530	299.14885262363055	1.259735	385		
22167	299.18448247145704	2.6373203	-1		
14178	299.1854868756031	1.9215188	-1		
40750	299.20066349488604	8.788178	601	40750.0	NCGC00385373-01_C20H28O3_1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-9-hydroxy-1,4a-dimethyl-7-(1-methylethyl)-, (1S,9R)-
8678	299.20786402689504	1.5459732	644		
11042	299.2442848947827	1.6834106	-1		
36859	299.2580693242544	8.223645	-1		
38187	299.2582633795625	8.521382	-1		
24457	300.0870674884321	3.0118172	-1		
24553	300.12310562499545	3.0203376	371		
33963	300.12324611606164	6.7207794	-1		
1360	300.1297325420743	0.4705877	-1		
13295	300.1471158593344	1.843849	-1		
14846	300.17088595512047	1.9439486	651		
17648	300.1808503539469	2.1382055	-1		
8880	300.19007148871685	1.5428774	90		
5884	300.1901602978759	1.089156	460		
10891	300.1902390670313	1.6668091	90		
12372	300.2024991087889	1.6822281	90	12372.0	venlafaxine
26160	300.21717919052713	3.3565733	359		
3100	300.2758307982546	0.72797483	505		
46432	300.28944628988904	9.333018	-1	46432.0	Spectral Match to Palmitoyl ethanolamide from NIST14
45772	300.28956787093057	9.136031	-1		
43706	300.2896404396484	9.013909	1	43706.0	Spectral Match to D-erythro-C18-Sphingosine from NIST14
39261	300.28970644390944	8.657209	-1	39261.0	Sphingosine
22014	301.07096400363173	2.5973039	5		
15496	301.0724544936421	2.006877	-1		
6524	301.1156664696317	1.2551699	-1		
18090	301.1158757251864	2.1794536	-1		
7691	301.13976014019374	1.4611856	-1		
21684	301.15477427946666	2.5873775	651		
8326	301.15488311982006	1.4663334	-1		
44801	301.1567732773378	9.111918	-1		
19922	301.1637987614492	2.3257213	430		
17627	301.16902084703554	2.1121442	-1		
21460	301.16922560775106	2.5194328	-1		
12837	301.1763917872757	1.7989513	-1		
18686	301.2026534407426	2.2302494	371		
16734	301.203125108464	2.0945444	371		
11288	301.2044634031481	1.6617202	-1		
13904	301.2124739912496	1.8739693	217		
19386	301.2130100935081	2.2947109	430		
42456	301.216331811177	8.928939	601		
38819	301.2168401332892	8.632252	601	38819.0	(1S,5R,9S,13R)-14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.0�,��?�.0�?�,�?�]hexadec-14-ene-5-carboxylic acid
9037	301.22355038900963	1.5477551	644		
664	301.3075556528092	0.39363387	505		
21335	302.10236053176607	2.5038326	-1		
7386	302.11118537442945	1.4289877	-1		
16265	302.1423974650518	2.0444133	-1		
8628	302.1533232353777	1.5246346	-1		
8706	302.1597846147934	1.5614208	359		
21065	302.1600053404176	2.4383965	-1		
4494	302.17163015376235	0.8418237	-1		
14938	302.19587391939865	1.9242226	-1		
17478	302.1961679068026	2.170179	-1		
6432	302.2083000604558	1.3765274	-1		
12150	302.2083342034137	1.7224636	90	12150.0	Spectral Match to Leu-Gly-Leu from NIST14
8161	302.20842513502106	1.503212	460		
14444	302.20914780848125	1.9197164	-1	14444.0	Spectral Match to Leu-Gly-Leu from NIST14
1047	302.2438242876057	0.43971327	-1		
17055	302.2456249591527	2.1000266	-1		
38490	302.3053672678968	8.608616	-1	38490.0	SAFINGOL
15480	303.0670397985109	1.990558	-1		
5016	303.07106842179843	0.9208357	-1		
29519	303.11844354912523	4.5249453	-1		
5975	303.13152356865	1.1185185	-1		
21407	303.1321655773108	2.5069165	-1		
3553	303.14474317797243	0.722168	564		
2280	303.153785431897	0.57222825	-1	2280.0	Mycosporine glutaminol
19587	303.17040664550285	2.2961903	-1		
22466	303.17070120536914	2.6569262	-1		
10081	303.217547171284	1.620936	371		
5922	303.2181673677979	1.1014405	371		
45126	303.2319703898295	9.108588	-1		
41902	303.2324855288816	8.888289	-1		
38129	303.2328436738407	8.538454	-1		
7193	303.23912559797793	1.4224234	-1		
3509	303.2394686808659	0.71721137	-1		
37518	303.25308321345665	8.439255	1		
28722	303.25364129128604	4.1763144	-1		
9293	303.7045482999567	1.5647335	-1		
12549	304.093064779647	1.7837688	-1		
3014	304.1024575485166	0.6489994	-1		
3719	304.1505875561419	0.7346446	90		
5972	304.150813540014	1.1181769	-1		
21595	304.1578995762841	2.5473754	-1		
13334	304.1645751368079	1.8425289	-1	13334.0	Spectral Match to Val-Trp from NIST14
9335	304.17541855466345	1.6102073	359		
31317	304.17558595798164	5.2927885	-1		
24341	304.17562204154325	2.9868512	-1		
32709	304.1756416355681	5.9770694	-1		
23467	304.17566478349374	2.79718	-1		
13033	304.1759098471987	1.8528332	-1	13033.0	N-{[2-(1H-indol-3-yl)ethyl]carbamoyl}-L-valine
4435	304.18764093058894	0.8405385	90		
5251	304.18780449426924	0.962163	460		
8358	304.1884120555253	1.5098296	-1		
20807	304.2120235468519	2.4982448	-1		
18454	304.212058806027	2.1823924	-1		
28547	304.2120635203865	4.10862	-1		
29497	304.2121442052652	4.5045595	-1		
10775	304.2216447963057	1.6262605	-1		
26060	304.2269356579162	3.3252416	-1		
32925	304.230639103412	6.071556	-1		
33778	304.23199210173783	6.6336164	-1		
32795	304.24844311236416	6.03172	-1		
38067	304.2634443113401	8.520998	-1		
40071	304.2998930617416	8.737394	-1		
42412	304.2999041640241	8.927098	-1		
206	304.89215527368214	0.118816435	-1		
49547	304.8937815473155	10.765475	-1		
39794	304.8942202842326	8.770191	-1		
10050	305.04407937726745	1.6150068	-1		
1110	305.0844978904708	0.4572956	-1		
17927	305.1114696400887	2.1680424	-1		
19557	305.15040043014903	2.3006034	-1		
19031	305.15248490248945	2.2621865	-1		
19717	305.20732651817053	2.327765	-1		
24954	305.2073899659888	3.1056962	-1		
276	305.8977727500913	0.1205102	-1		
3256	306.08097605098953	0.6910669	316		
1757	306.08178605073675	0.5043825	-1		
11454	306.10213659951467	1.6796025	-1		
8076	306.1473257045204	1.4884657	-1		
3634	306.1481302531721	0.731318	316		
2696	306.148258829341	0.61150485	-1		
2186	306.1844279680874	0.56413746	-1		
19320	306.19140983531275	2.2488494	-1		
12391	306.1915575663109	1.8132291	-1		
13119	306.20429333455576	1.8637668	-1		
27097	306.22756391091855	3.549518	-1		
21219	306.227671078649	2.5615115	-1		
16169	306.2277158435127	2.0166736	-1		
28122	306.22771688232257	3.8945994	-1		
31370	306.24281163619514	5.3085833	-1		
35052	306.2481471058671	7.301793	-1		
31903	306.2640290424473	5.6014147	-1		
35812	306.27926045337426	7.694178	257		
9931	306.6712093455437	1.6065905	-1		
18891	307.0026244325573	2.2473922	-1		
31201	307.03678605029853	5.265814	-1		
3226	307.0438737653504	0.6888878	-1		
25367	307.0576049692663	3.194852	-1		
4203	307.0642099291399	0.79210836	-1		
16706	307.0752204729252	2.0739841	-1		
23308	307.08263544759404	2.795569	-1		
17581	307.1150819945566	2.1099954	-1		
3638	307.12198365221525	0.73121494	-1		
30418	307.1439668546746	4.9276075	-1		
18157	307.14416320606193	2.1872427	-1		
20982	307.1649330173743	2.4582808	-1		
7203	307.1652540606457	1.3889681	-1		
13716	307.17697706746816	1.8406186	-1		
2899	307.1862045333304	0.63336277	-1		
9588	307.1877093537404	1.5848932	-1		
7990	307.2125277819146	1.483594	-1		
5536	307.2128159539782	1.0002065	505		
44939	307.226515153197	9.093433	1		
20657	307.26334153552443	2.426391	-1		
645	307.9533045552055	0.38915497	410		
5482	308.08524914549366	1.0078914	-1		
4935	308.12143336533336	0.9032348	-1		
3411	308.1341783644922	0.70079434	-1		
21707	308.1473284205515	2.5526483	-1		
23301	308.1476353522833	2.7944286	-1		
28125	308.1528095713493	3.8925793	-1		
26330	308.1603433321789	3.3822372	-1		
5479	308.17165000201777	1.0404522	-1		
20800	308.1819730835504	2.4444566	-1		
14133	308.1861185627918	1.8894924	257		
16559	308.207139179352	2.0934799	-1		
619	308.21787201766256	0.3949309	410		
41478	308.22182598170804	8.888117	643		
26622	308.2219654308661	3.4493444	257		
21710	308.22227092148825	2.5570972	-1		
19473	308.2226683175195	2.3013692	-1		
3261	308.2445037796121	0.69407815	-1		
2024	308.24456437507257	0.5301294	-1		
42853	308.2795298770757	8.95664	-1		
15838	308.987457716839	2.0130484	-1		
18892	308.99940333896154	2.2473922	-1		
21666	309.016145557003	2.5528288	-1		
2240	309.0748810839202	0.5736453	-1		
24718	309.1099355258521	3.0554466	-1		
1844	309.1119415403052	0.5008187	-1		
15533	309.12406358365627	1.9888654	86		
14156	309.13094718349487	1.9028423	-1		
18279	309.1309976740081	2.1554997	-1		
19598	309.13106857220214	2.305331	-1		
23437	309.13112825039366	2.7956572	-1		
11157	309.14388402360976	1.6879642	-1		
7946	309.14446618845216	1.4829714	-1		
12255	309.1578929017565	1.755857	-1		
31351	309.15918924008446	5.332971	-1		
28778	309.1595000654078	4.2043657	-1		
675	309.16550837128216	0.4043831	-1	675.0	Fructoselysine
20954	309.16756799169497	2.4980307	-1		
32811	309.2048993685798	6.031686	-1		
25813	309.20588485866546	3.2650988	-1		
41923	309.20596261887624	8.8826	643		
24496	309.20600168723587	2.9505754	-1		
22402	309.2062134537165	2.6545482	-1		
21375	309.20646613221226	2.5001912	-1		
16996	309.2066738448751	2.1155808	-1		
21588	309.22690929598593	2.5387876	-1		
47240	309.2420492101147	9.591938	-1		
40176	309.24210511604747	8.756653	-1		
45698	309.2421720717797	9.166576	1		
43701	309.2422453253694	8.9885435	1		
41396	309.24225824375344	8.862637	1		
35649	309.24239695454884	7.6362534	-1		
42737	309.3263924761125	8.950383	-1		
24251	310.0333014466661	2.9489727	-1		
7207	310.0956826767137	1.3913057	-1		
14087	310.10845930778333	1.8914793	-1		
1618	310.1132723534528	0.47456792	-1	1618.0	N-ACETYLNEURAMINATE
4648	310.12721994814336	0.8719154	-1		
4170	310.139877449775	0.78972703	593		
12483	310.14755512414433	1.7828687	257		
25031	310.1626314412606	3.120479	-1		
18390	310.1628418452508	2.207306	-1		
23715	310.1630436459769	2.8626978	-1		
20460	310.1640491614105	2.3935885	-1		
12564	310.1646745280703	1.8452227	-1		
7520	310.1750408284695	1.4539729	-1		
3469	310.1756950045984	0.7147677	546		
2259	310.1757176220429	0.5746003	-1		
6116	310.1758209814768	1.1552019	-1		
19934	310.20147280690395	2.351057	-1		
8895	310.22253226623855	1.5815114	505		
888	310.2349629106078	0.43258443	-1		
24512	310.23758771640223	3.0161078	257		
25208	310.23760838725593	3.1635756	257		
45267	310.2733376389712	9.147822	1		
25370	310.75915536903744	3.194915	-1		
49534	310.9120140335193	10.767905	-1		
16437	311.06998014099224	2.05085	-1		
24458	311.0807986106888	3.0100322	621	24458.0	Massbank:EA018304 Sulfadimethoxine|4-amino-N-(2,6-dimethoxy-4-pyrimidinyl)benzenesulfonamide
14741	311.08939931373123	1.9371123	-1		
27166	311.10287867902616	3.5953937	-1		
4485	311.1235650014096	0.8395901	593	4485.0	Spectral Match to .alpha.-L-Glu-L-Tyr from NIST14
6184	311.12367466783974	1.0604031	593	6184.0	Massbank:PR311057 Glutamyltyrosine
1903	311.1258207863796	0.5649904	-1		
42105	311.12662821178355	8.901449	-1		
12623	311.1468180095821	1.829813	-1		
19318	311.1468210543577	2.2551405	-1		
9522	311.1604488209497	1.5846822	217		
12199	311.16221098563983	1.7835611	257		
19378	311.18319189086645	2.2978888	-1		
35173	311.1851897329992	7.4040766	-1	35173.0	Guancydine
23125	311.1973690160263	2.7690353	-1		
31899	311.2204327324315	5.5984206	-1		
25889	311.22134104841155	3.3160603	-1		
29992	311.22155354849315	4.7228103	-1		
21600	311.2216135984946	2.55407	-1		
22911	311.22162567519365	2.745423	-1		
40570	311.2217607134463	8.823907	1		
16387	311.25080039847614	2.0506353	-1		
25283	311.2511783859342	3.1802852	-1		
14217	311.2513517639227	1.8919405	-1		
46029	311.2570679071937	9.247662	-1		
42552	311.2579008981846	8.970249	1	42552.0	NCGC00385642-01!1,4-dihydroxyheptadec-16-en-2-yl acetate [IIN-based: Match]
39512	311.2580109645425	8.723175	1	39512.0	NCGC00385642-01!1,4-dihydroxyheptadec-16-en-2-yl acetate [IIN-based: Match]
2212	312.11079093443686	0.5724622	-1		
1176	312.1289129301167	0.47389048	-1		
7027	312.13033126164686	1.355914	-1	7027.0	Massbank:RP031103 N2_N2-Dimethylguanosine|N,N-Dimethylguanosine|9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-(dimethylamino)-3H-purin-6-one
7733	312.14408864034664	1.4659356	-1		
5194	312.15364107803305	0.9347707	-1		
6061	312.15451003480337	1.2038393	-1		
16989	312.178872629175	2.0976639	-1		
21367	312.1801119276042	2.4546154	-1		
14495	312.18955305531455	1.9028418	-1		
7201	312.19214838679284	1.3885338	546	7201.0	Val-pro-pro
6064	312.192173839687	1.1279689	-1		
5717	312.2390899096588	1.0752326	-1		
11884	312.23926794499096	1.7314842	515		
14630	312.2395538343011	1.9314102	515		
672	312.2515038403796	0.3895587	-1		
36055	312.25342341509764	7.798656	-1		
24290	312.25350543899447	2.9795976	-1		
37519	312.2535672647984	8.4523735	-1		
46876	312.2893580461361	9.471498	-1		
8749	312.68277976059784	1.6143895	-1		
49731	312.9429736364088	10.787631	-1		
4607	313.05205284157495	0.8797444	-1		
24473	313.07564965211304	3.0080097	621		
21473	313.1062045111084	2.5314445	-1		
28101	313.1076689593939	3.8889678	-1		
15307	313.1185181877239	1.9829504	564		
37019	313.1302705552561	8.296736	-1		
20801	313.137747558686	2.4443395	-1		
3705	313.1389853282077	0.7381632	-1		
7627	313.13989487938204	1.4931266	-1		
21228	313.14250106356934	2.497684	-1		
15641	313.1541886830529	2.004124	564	15641.0	Spectral Match to Phe-Phe from NIST14
16544	313.16260686976244	2.030208	-1		
19354	313.1627461710669	2.2626424	-1		
27394	313.1804022288838	3.6591141	-1		
10357	313.22347374351415	1.6977714	-1		
40427	313.23728984844365	8.678803	680		
36049	313.2372779399016	7.7469635	1		
35359	313.2373057598762	7.4923186	-1		
33452	313.23736721099334	6.4286237	680		
32846	313.23736731648194	6.051846	-1		
41678	313.2737922021538	8.882803	1	41678.0	NCGC00178646-02!2,4-dihydroxyheptadecyl acetate [IIN-based: Match]
15429	313.296243504603	1.9870095	-1		
49694	313.9286675336154	10.781349	-1		
3007	314.1230322143298	0.65047944	593		
24677	314.1388407684234	3.0490034	-1	24677.0	NCGC00169550-02!(E)-3-(4-hydroxy-3-methoxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]prop-2-enamide [IIN-based: Match]
36995	314.1389688188011	8.28894	-1		
26691	314.140124342637	3.463338	-1		
23826	314.1415735847819	2.9446685	-1		
3333	314.14495126118453	0.7008342	593		
16126	314.1496343878487	2.0088167	-1		
7690	314.1694873911501	1.4594256	-1		
6549	314.18090827365904	1.2688539	-1		
5711	314.1824937806476	1.06398	-1		
15170	314.19599230431305	1.998484	-1		
17472	314.1962564031044	2.1414864	-1		
9176	314.20765566714937	1.5595517	-1		
10444	314.2263469941505	1.6457086	-1		
22094	314.2325609222345	2.6094446	-1		
44274	314.26865106106345	9.064075	-1		
38948	314.26897686273514	8.637218	1		
30993	314.26904547437715	5.215693	379		
34075	314.2690877863216	6.778965	1		
30671	314.26910520543925	5.052147	-1		
31673	314.2691105952232	5.5077744	-1		
15901	314.99544386379307	2.0173512	-1		
26274	315.0741169547143	3.3766406	-1		
26959	315.0852039192931	3.5336907	-1		
3066	315.1114457124102	0.660998	-1		
39633	315.12274185998336	8.702107	-1		
12957	315.183108696759	1.7586884	-1		
42029	315.1929443931479	8.918538	-1		
32194	315.1960229436737	5.712126	-1		
31680	315.1960925028328	5.5037985	-1		
27912	315.19612946548153	3.8323421	-1		
37875	315.2150396374984	8.500574	-1		
20886	315.22831492907426	2.4495988	-1		
3217	315.2390335928443	0.6847395	-1		
10598	315.2392584893856	1.6730136	379		
37904	315.25306302743166	8.513667	1	37904.0	Spectral Match to 9,10-Dihydroxy-12Z-octadecenoic acid from NIST14
34839	315.25313656951903	7.1898994	-1		
41367	315.2531780423794	8.771833	-1	41367.0	Spectral Match to 12,13-DiHOME from NIST14
30622	315.25328252993364	5.0343337	-1		
32198	315.2533306350953	5.64845	-1		
31688	315.2533923437676	5.5106416	-1		
15839	316.08954473980225	2.0130484	-1		
21653	316.1183796239786	2.5516424	-1		
2959	316.13673858851007	0.6391288	-1		
19597	316.1756200629644	2.190496	-1		
9929	316.18708450556585	1.5154715	-1		
4948	316.18719389342493	0.904887	-1		
14966	316.21162213960304	2.0472562	469		
21526	316.2121605473227	2.492075	-1		
11112	316.2241677380758	1.6741143	-1		
14147	316.22464695367546	1.8881499	-1		
40713	316.22730564587056	8.788441	-1		
28574	316.2284414262918	4.1069036	-1		
17597	316.2432455179786	2.141268	-1		
25259	316.24340557401484	3.173144	-1		
3193	316.2707311779306	0.6900837	-1		
37782	316.2846123731952	8.482476	1		
45098	316.2847461875958	9.016104	-1		
15497	317.0466030133412	1.9917263	-1		
5756	317.099433308618	1.0575391	-1		
5309	317.1113736023084	0.96892464	-1		
14684	317.1121766312266	1.9302428	-1		
6558	317.1823973071756	1.258864	673		
3304	317.1829757855495	0.68704176	-1		
5938	317.1830428244581	1.110311	673		
10850	317.1991027630941	1.6340467	-1		
10104	317.2074244006812	1.6181827	-1		
43421	317.20928621525763	8.988244	-1		
41737	317.2104025204047	8.918428	-1	41737.0	NCGC00380522-01_C20H30O4_1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydro-7-hydroxy-1,4a-dimethyl-7-(1-methylethyl)-9-oxo-
26367	317.2118577186614	3.390682	-1		
2126	317.2182960530571	0.5317121	577		
10613	317.2542658793489	1.6607494	-1		
36866	317.2688262954197	8.22048	1	36866.0	"""9,10-Dihydroxystearic acid"""
37702	317.26913391739885	8.491236	1	37702.0	"""9,10-Dihydroxystearic acid"""
24549	318.07362304864006	3.0203876	-1		
2719	318.11926842783805	0.6136525	593		
28306	318.137230950666	3.9742239	-1		
6388	318.15371303863265	1.2338902	-1	6388.0	Salidroside
13147	318.15528835591044	1.8714283	-1		
2198	318.16612171261374	0.57333535	-1		
3221	318.1663559283569	0.6773616	-1		
5926	318.16639360277844	1.0925537	-1		
5254	318.166499262284	0.9558236	577		
8170	318.1667492875196	1.4157124	-1		
4123	318.16680040985864	0.7814296	205		
16345	318.1803226906178	2.0055318	-1	16345.0	Tert-butyl N-[2-(1H-indol-3-yl)-1-(methylcarbamoyl)ethyl]carbamate
12756	318.1911826559438	1.868953	469		
16856	318.1919498458782	2.0252914	-1		
4137	318.20299755546046	0.7797762	205		
9478	318.2036821349448	1.5879657	-1		
7507	318.2038565196	1.4264474	-1		
38602	318.2065964841014	8.595359	421		
18844	318.2074989672666	2.2468567	-1		
42445	318.2177032514202	8.930019	-1		
16551	318.2275443967242	2.0763521	-1		
20213	318.22759863407293	2.3897026	-1		
32000	318.2278069918218	5.6304216	-1		
32345	318.22790762733064	5.7502007	-1		
40549	318.24072066122505	8.772524	-1		
38604	318.26379361671025	8.671474	-1		
38558	318.30016905619647	8.600364	421		
44786	318.3002841153993	9.1003275	-1		
34750	318.30053609289934	7.1351604	-1		
15847	319.1270088018729	2.014874	-1		
20083	319.1275783453989	2.363091	-1		
8253	319.12823091338583	1.4978485	-1		
6565	319.1372777232313	1.2592818	-1		
11825	319.1383059627169	1.6741216	-1		
2835	319.1497848087972	0.6178764	-1		
11887	319.1519688740581	1.731218	-1		
22665	319.1657717112499	2.6966698	659		
23795	319.1658431123735	2.8817668	659		
34086	319.1913118223338	6.7733893	-1		
14253	319.2331813987944	1.9136064	-1		
4335	319.23703767959097	0.83722925	-1		
45454	319.2839293981032	9.172181	-1		
5517	320.111136043157	1.0187454	-1		
7135	320.1240216488413	1.380104	-1		
33364	320.1288670538635	6.3808928	-1		
8605	320.1644601761214	1.5270864	-1		
2757	320.18206836495017	0.618677	-1		
